Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Haiti,HTI,"Population ages 65 and above, total",SP.POP.65UP.TO,126259,129410,133164,137302,141914,147122,152724,158715,165001,171383,177767,184112,190342,196426,202376,208163,213754,219120,224230,229025,233475,237595,241406,244933,248179,251152,253896,256460,258845,261021,263026,264892,266685,268577,270782,273551,276939,280917,285548,290940,297135,304193,312202,320943,329772,338761,348196,357900,367894,378118,383755,389195,399399,410267,421267,432628,444846,457709,471252,485338,498576,510066,522347,537433
Hungary,HUN,"Population ages 65 and above, total",SP.POP.65UP.TO,902265,929278,956136,984848,1017886,1050651,1083918,1117104,1146487,1171568,1193624,1215647,1242647,1272756,1304165,1335110,1362160,1389553,1414038,1433291,1433183,1403947,1364342,1323049,1305198,1317490,1337066,1359527,1382870,1387870,1391382,1410063,1423932,1435724,1449087,1465069,1479241,1490989,1503937,1513705,1522247,1531019,1538473,1545708,1554251,1566086,1579829,1596231,1613989,1634049,1649837,1665539,1685672,1713635,1745013,1777256,1809536,1838155,1869990,1915429,1958871,1981305,1987471,1997005
IBRD only,IBD,"Population ages 65 and above, total",SP.POP.65UP.TO,74482810,75270825,76784860,78787822,80844682,83184625,85815428,88533387,91495835,94617041,97766919,101101233,104588458,108181355,111985100,115879420,119726003,123636650,127712453,131915996,135776221,138941414,141862534,144909540,148278195,151929930,155847838,160067209,164714199,169944284,175417233,180987945,187038519,193568227,200262463,207049136,213853708,220786441,227867759,234827665,241841336,249145534,256737697,264406385,271732819,278724054,285591202,291911122,297467853,302972316,309143379,316663390,325799791,336083444,348002301,362062547,377289578,393907369,411558916,429830533,448058767,463541556,479728946,497734111
IDA & IBRD total,IBT,"Population ages 65 and above, total",SP.POP.65UP.TO,86836642,87907423,89732970,92067965,94480266,97197942,100230663,103378756,106796924,110386159,113998319,117715492,121594869,125679406,130001241,134432593,138835695,143326585,148022974,152882796,157378437,161153812,164717705,168426685,172461109,176802253,181428663,186394222,191789497,197751361,203965207,210286029,217114146,224454459,231948981,239523836,247137425,254896825,262831746,270684345,278637755,286924260,295546254,304280029,312678830,320760967,328763306,336264096,343038483,349819992,357360168,366362209,377065578,388844863,402319634,418038645,435071458,453642052,473424200,493954820,514326753,531846572,550340444,570976585
IDA total,IDA,"Population ages 65 and above, total",SP.POP.65UP.TO,12353832,12636598,12948110,13280143,13635584,14013317,14415235,14845369,15301089,15769118,16231400,16614259,17006411,17498051,18016141,18553173,19109692,19689935,20310521,20966800,21602216,22212398,22855171,23517145,24182914,24872323,25580825,26327013,27075298,27807077,28547974,29298084,30075627,30886232,31686518,32474700,33283717,34110384,34963987,35856680,36796419,37778726,38808557,39873644,40946011,42036913,43172104,44352974,45570630,46847676,48216789,49698819,51265787,52761419,54317333,55976098,57781880,59734683,61865284,64124287,66267986,68305016,70611498,73242474
IDA blend,IDB,"Population ages 65 and above, total",SP.POP.65UP.TO,3781671,3886994,3999466,4119239,4243358,4370840,4505150,4645572,4791335,4940140,5087079,5224374,5360479,5506224,5658247,5818542,5987663,6168597,6362669,6569794,6787267,7006460,7224463,7438067,7657484,7895005,8142744,8398136,8662979,8937757,9224784,9520698,9822295,10135809,10454552,10772232,11088195,11398400,11708936,12024722,12355749,12702105,13051290,13408180,13773686,14138792,14510198,14902708,15311238,15733824,16177660,16636231,17086065,17502728,17901864,18335664,18805546,19318523,19910515,20549325,21133839,21706615,22397356,23172330
Indonesia,IDN,"Population ages 65 and above, total",SP.POP.65UP.TO,2160496,2283971,2411265,2542210,2678774,2797952,2919234,3070300,3232629,3402350,3575805,3751628,3931694,4116857,4306039,4498648,4693210,4888424,5082019,5271161,5454412,5630479,5801859,5973625,6148804,6329314,6517039,6714573,6925332,7154062,7404761,7678440,7974971,8293938,8629793,8976470,9331767,9695635,10068014,10446051,10830898,11223858,11623338,12023327,12407319,12781949,13152554,13507962,13847944,14173248,14485506,14792954,15091237,15375932,15639665,15922231,16270785,16678243,17144532,17672786,18159506,18506840,19029253,19819797
IDA only,IDX,"Population ages 65 and above, total",SP.POP.65UP.TO,8572161,8749604,8948644,9160904,9392226,9642477,9910085,10199797,10509754,10828978,11144321,11389885,11645932,11991827,12357894,12734631,13122029,13521338,13947852,14397006,14814949,15205938,15630708,16079078,16525430,16977318,17438081,17928877,18412319,18869320,19323190,19777386,20253332,20750423,21231966,21702468,22195522,22711984,23255051,23831958,24440670,25076621,25757267,26465464,27172325,27898121,28661906,29450266,30259392,31113852,32039129,33062588,34179722,35258691,36415469,37640434,38976334,40416160,41954769,43574962,45134147,46598401,48214142,50070144
Isle of Man,IMN,"Population ages 65 and above, total",SP.POP.65UP.TO,8611,8741,8876,9028,9213,9446,9699,9969,10273,10616,10993,11318,11553,11765,11992,12231,12461,12663,12857,13052,13227,13321,13272,13140,13106,13186,13273,13337,13363,13388,13420,13428,13386,13320,13255,13189,13124,13028,12917,12830,12774,12800,12915,13072,13263,13484,13694,13888,14114,14406,14750,15183,15691,16161,16560,16923,17253,17569,17866,18128,18374,18543,18762,19116
India,IND,"Population ages 65 and above, total",SP.POP.65UP.TO,14383550,14908680,15525209,16189178,16833170,17409715,17920253,18389224,18865850,19395567,19983701,20620730,21310284,22039786,22779502,23519716,24254405,24977970,25689677,26406155,27132458,27860023,28593711,29334639,30079512,30830307,31592819,32372358,33179703,34028394,34926458,35873442,36871405,37921961,39022431,40174763,41379460,42632879,43933760,45279425,46660607,48088120,49570665,51075498,52551225,53977366,55382158,56795287,58247385,59782252,61433550,63217712,65127857,67158020,69644579,72632490,75821720,79196036,82744296,86445927,90003916,92570827,95489097,99540924
Not classified,INX,"Population ages 65 and above, total",SP.POP.65UP.TO,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ireland,IRL,"Population ages 65 and above, total",SP.POP.65UP.TO,317159,318300,318835,319151,320059,322597,324267,324989,326031,326959,329125,332156,333859,334829,337135,341665,347159,352455,358133,363147,367105,371035,373835,375759,379457,382821,385697,389925,394325,397939,400803,403644,406216,407804,409379,411354,413820,417143,420205,422586,425740,430721,436530,442977,450942,458152,464607,474149,487055,502273,518871,536655,555727,575550,595967,616439,636839,657268,679165,702836,725979,747605,783220,824892
"Iran, Islamic Rep.",IRN,"Population ages 65 and above, total",SP.POP.65UP.TO,886659,888719,891594,896442,904722,916044,930059,946583,964858,984876,1006739,1030139,1055046,1081043,1107021,1132353,1156737,1180731,1204232,1229271,1258342,1300759,1345521,1383967,1430775,1487620,1555538,1634545,1719087,1804119,1888731,1972618,2051926,2117558,2187247,2275179,2370057,2469578,2573278,2679917,2788315,2900352,3017182,3134784,3251125,3366913,3483137,3602047,3725377,3855399,3994489,4145064,4309303,4486736,4703221,4962615,5239171,5527402,5818506,6107534,6341840,6550290,6829805,7172661
Iraq,IRQ,"Population ages 65 and above, total",SP.POP.65UP.TO,235973,251716,268003,284901,302593,321246,340797,361105,381819,402502,423044,443273,463113,482584,501118,518580,535446,552150,568648,584048,598511,611346,622695,634494,645902,651249,655634,660760,660578,659532,647958,636580,640806,658918,678135,688597,699163,710084,722385,736502,752347,768838,787572,807014,826956,849713,854657,847444,865517,899722,930971,964890,1008022,1058976,1103964,1143759,1187074,1239411,1301802,1366428,1415285,1456258,1497344,1531032
Iceland,ISL,"Population ages 65 and above, total",SP.POP.65UP.TO,14145,14604,15023,15423,15815,16228,16587,16877,17229,17633,17995,18358,18750,19123,19532,19977,20476,21011,21548,22068,22509,22857,23231,23653,24046,24484,25070,25650,26133,26599,27094,27636,28202,28774,29375,30034,30639,31198,31686,32092,32542,33054,33547,33947,34339,34780,35291,35969,36751,37590,38595,39720,40962,42317,43745,45253,46698,48155,49808,51558,53373,55389,57724,60372
Israel,ISR,"Population ages 65 and above, total",SP.POP.65UP.TO,106187,114315,122909,130024,138261,146675,154382,165417,173342,182871,194834,207932,220705,237407,252373,266817,281241,295742,310262,326727,342082,353191,361149,366616,369206,377291,385835,393759,402805,412449,430623,463165,483676,500649,516708,537847,557858,571715,584106,596727,611559,627642,645037,661955,676631,689645,701296,710524,719055,735920,754568,782307,818119,853501,886909,923305,962399,1001373,1039403,1076113,1110685,1143122,1175863,1211351
Italy,ITA,"Population ages 65 and above, total",SP.POP.65UP.TO,4771477,4879334,4980480,5067380,5169394,5287815,5414444,5547373,5670641,5797805,5949789,6112867,6269906,6420677,6580494,6740722,6889786,7042155,7205393,7365227,7456743,7484730,7470041,7393920,7339861,7445338,7639556,7845976,8066994,8277245,8487120,8700955,8912367,9104848,9500364,9688530,9683102,9876088,10038856,10200024,10373011,10547479,10726403,10919636,11150119,11382445,11591348,11759902,11885552,12004347,12127544,12284381,12501343,12848306,13189951,13378052,13525745,13656276,13779916,13799909,13896348,13992076,14121492,14287502
Jamaica,JAM,"Population ages 65 and above, total",SP.POP.65UP.TO,69962,73686,77091,80454,84182,88397,93139,98354,103689,108638,112933,117719,122738,127026,131343,136018,141077,146453,151748,156381,160064,162822,164817,165951,166697,167645,168816,170263,171690,172835,173617,173905,172535,169882,167485,165325,163497,162132,160969,159623,158051,156427,154861,153648,153113,153390,154402,156076,158372,161201,164467,168000,171521,174734,177028,179472,183068,186977,191221,196168,202090,207489,213990,223269
Jordan,JOR,"Population ages 65 and above, total",SP.POP.65UP.TO,35773,36710,37401,37966,38670,39773,41316,43211,45264,47189,48738,49883,50743,51450,52069,52592,53039,53481,53988,54654,55626,56949,58593,60538,62776,65311,68166,71384,74994,79041,85248,91866,97187,102843,108666,114462,120150,125862,131823,138210,145186,152864,161180,169988,179283,188784,206098,223410,233156,242470,252041,262938,271854,281481,294532,316749,341502,360757,381725,403079,423645,443379,466243,494437
Japan,JPN,"Population ages 65 and above, total",SP.POP.65UP.TO,5353063,5498979,5651762,5816374,5999024,6200221,6428570,6678953,6894477,7108431,7302926,7609629,7920135,8229262,8528779,8838166,9168738,9518166,9880743,10242493,10592917,10945422,11303508,11643995,12049378,12507769,12927527,13377355,13860777,14409734,15013983,15672350,16357035,17033101,17709145,18394310,19116905,19872633,20628128,21360826,22123742,22930443,23704379,24387227,25068724,25914792,26821799,27682392,28498346,29146658,29581642,30236006,31285286,32386404,33379643,34230176,34961185,35523999,35944852,36253471,36512376,36720387,36790059,36809376
Kazakhstan,KAZ,"Population ages 65 and above, total",SP.POP.65UP.TO,496504,497098,498531,501425,506841,515076,526269,540737,557446,574505,591412,607766,623316,639172,656959,676847,713674,766776,817446,967466,1090702,1082813,1070686,1056713,1043502,1032471,1011847,983369,962551,963872,984001,1009606,1039711,1068965,1089321,1098335,1094919,1076318,1047714,1031135,1037546,1060318,1096659,1136271,1169513,1193012,1203757,1195068,1162534,1122216,1095110,1088682,1103983,1134758,1175337,1222755,1274386,1328707,1382423,1436948,1490147,1535387,1599847,1689059
Kenya,KEN,"Population ages 65 and above, total",SP.POP.65UP.TO,246260,243116,241072,240389,240674,241560,243131,245503,248480,251791,255290,258643,262423,267441,273622,280598,287996,296989,307976,319561,331613,344229,357844,373090,389148,405490,422194,439442,457380,475595,493559,510745,527829,545593,564414,583991,603363,622443,641648,661812,682604,703501,723317,741318,758750,775876,792856,809225,825562,843505,869944,911426,960049,1014072,1079922,1150451,1201932,1249805,1327302,1406487,1456458,1500038,1553747,1612196
Kyrgyz Republic,KGZ,"Population ages 65 and above, total",SP.POP.65UP.TO,136390,136416,135943,135833,136405,137487,139581,142500,145904,148839,150765,152184,153341,154329,156008,158157,160770,163867,166776,168866,169842,169838,168880,167323,168189,172514,178328,185685,195095,205207,213394,221339,229652,237895,245645,251800,256031,258585,260017,260840,262409,265040,268290,271927,275502,277514,276625,271554,262368,251107,243183,244079,253798,267489,283168,299981,313680,322851,331953,340968,346336,350149,362667,385306
Cambodia,KHM,"Population ages 65 and above, total",SP.POP.65UP.TO,147024,151138,155488,160094,164935,169981,175252,180756,186461,192313,197306,201339,205346,209344,213332,207788,193026,178960,165775,161698,166580,171790,176990,182250,187571,192969,198540,204442,210598,216865,223295,229859,236672,243891,252600,264105,278510,295850,314257,332440,351004,369578,388406,407799,428084,449293,470818,492935,515322,538230,562559,588207,615855,645890,678527,713785,750697,789015,828711,869072,909655,949664,992016,1038670
Kiribati,KIR,"Population ages 65 and above, total",SP.POP.65UP.TO,2261,2232,2213,2209,2224,2250,2306,2387,2459,2490,2488,2486,2478,2464,2424,2366,2305,2229,2137,2118,2170,2210,2251,2289,2323,2364,2410,2449,2483,2521,2560,2598,2640,2690,2748,2808,2872,2927,2974,3004,3024,3068,3134,3206,3294,3395,3504,3620,3732,3829,3916,3987,4043,4109,4196,4303,4430,4562,4695,4824,4956,5080,5239,5458
St. Kitts and Nevis,KNA,"Population ages 65 and above, total",SP.POP.65UP.TO,2808,2825,2840,2865,2899,2941,2987,3031,3075,3119,3164,3232,3315,3403,3492,3580,3670,3767,3869,3967,4027,4038,4029,4013,4001,3994,3977,3955,3936,3915,3894,3858,3806,3751,3698,3653,3612,3575,3544,3529,3530,3516,3477,3441,3415,3395,3389,3398,3421,3457,3497,3487,3462,3484,3523,3588,3694,3835,4009,4205,4423,4614,4781,5002
"Korea, Rep.",KOR,"Population ages 65 and above, total",SP.POP.65UP.TO,782829,816336,852304,885782,912657,938838,963684,991179,1021512,1048218,1082973,1125359,1166638,1203954,1239769,1272741,1306014,1341790,1378104,1416455,1458976,1513855,1576564,1630366,1676202,1732196,1801566,1870768,1943750,2020268,2094297,2176926,2271494,2371248,2482722,2599190,2717452,2853579,2995014,3150495,3333369,3526679,3723944,3927757,4135512,4336800,4563164,4798797,5027199,5233108,5446837,5668000,5875088,6100455,6356227,6608826,6844288,7125821,7456298,7797588,8201616,8624619,9034766,9481521
Kuwait,KWT,"Population ages 65 and above, total",SP.POP.65UP.TO,7024,7721,8380,8946,9520,10090,10858,11836,12840,13817,14712,15458,16115,16812,17622,18611,19238,19426,19657,19961,20400,20960,21599,22323,23312,24520,26492,29474,32905,36830,30456,27612,35446,34903,28010,22817,22586,24300,26184,28174,30163,32032,33683,35057,36156,37739,40340,43434,46637,49896,53403,58457,65196,72673,81298,92370,105646,121201,140221,160084,175826,149286,126058,143310
Latin America & Caribbean (excluding high income),LAC,"Population ages 65 and above, total",SP.POP.65UP.TO,6176288,6370257,6589920,6829737,7081967,7348447,7630224,7923032,8222380,8524214,8829624,9153009,9498429,9850432,10212539,10594590,10992497,11401745,11817131,12229792,12628954,13040697,13474810,13915730,14370914,14848007,15361879,15917194,16505847,17124261,17738137,18342981,18969047,19624157,20319828,21046457,21796138,22572740,23360767,24157326,24969759,25820656,26716954,27642038,28601713,29600275,30634568,31678364,32728085,33814059,34941858,36133159,37416137,38787185,40255808,41804156,43385707,45033039,46784015,48603866,50246555,51608534,53183291,55198719
Lao PDR,LAO,"Population ages 65 and above, total",SP.POP.65UP.TO,56789,59163,61570,64005,66511,69145,71888,74763,77733,80692,83606,86490,89336,92165,95021,97856,100560,103189,105866,108666,111713,115035,118568,122230,125958,129747,133578,137413,141245,145097,148929,152766,156629,160458,164148,167669,171068,174201,177091,179945,182876,186014,189393,192874,196292,199918,205938,214135,222433,230873,239541,248422,257405,266401,275616,280982,283387,287900,294265,302352,311605,321834,333889,347644
Lebanon,LBN,"Population ages 65 and above, total",SP.POP.65UP.TO,104533,105396,106259,107080,107964,108915,110104,111448,113041,114893,116712,118753,120966,123271,125847,128356,127276,126592,129484,131458,132479,132648,129897,126765,126402,127364,129992,133435,136874,141358,146652,152712,159630,166862,174288,182010,189966,197912,205778,213614,221375,229086,236374,243759,251626,259263,267343,276217,284604,292451,299671,307849,322091,360970,408681,439454,463346,483395,498482,508749,520270,532041,546500,567213
Liberia,LBR,"Population ages 65 and above, total",SP.POP.65UP.TO,32909,33692,34500,35340,36203,37097,38022,38981,39975,41002,42080,43188,44327,45532,46818,48185,49621,51164,52805,54483,56207,57956,59703,61566,63605,65712,67912,70255,72684,75154,66583,58777,62522,65229,65180,65914,68037,73872,82215,87416,91299,94646,97785,99103,100826,106002,112553,118696,123945,128213,132239,137181,141401,143805,145940,148395,151360,154567,158082,161910,165882,170029,174768,180038
Libya,LBY,"Population ages 65 and above, total",SP.POP.65UP.TO,64639,65302,65962,66586,67156,67667,68111,68486,68816,69190,69641,70195,70902,71700,72580,73623,74864,76323,78037,80045,82380,85037,87863,90785,94114,98052,102460,107265,112445,118050,124087,130436,137055,143904,150837,157867,165181,172808,180557,188182,195702,203401,210610,216772,223213,230427,235984,241968,248794,255120,261713,267058,271603,276976,283915,292504,301198,309122,315700,321487,327363,333370,343034,356379
St. Lucia,LCA,"Population ages 65 and above, total",SP.POP.65UP.TO,3552,3627,3709,3790,3868,3948,4043,4152,4265,4384,4497,4603,4713,4823,4928,5028,5124,5241,5390,5569,5729,5868,6011,6150,6290,6419,6535,6637,6816,7101,7423,7662,7793,7909,8002,8077,8138,8185,8543,9258,10038,10515,10642,10738,10818,10908,11023,11266,11671,12173,12594,12886,13175,13453,13716,13972,14228,14502,14809,15149,15524,15770,16096,16670
Latin America & Caribbean,LCN,"Population ages 65 and above, total",SP.POP.65UP.TO,7069087,7295838,7550100,7826672,8116479,8421257,8742543,9076064,9417201,9761973,10109251,10473252,10861048,11258382,11668482,12101319,12553292,13019628,13494404,13966996,14425156,14894764,15387512,15889000,16407435,16951767,17538086,18171153,18843135,19551251,20261273,20968529,21702906,22470149,23277675,24114478,24974534,25860396,26756433,27661245,28584507,29548719,30562886,31609770,32693125,33817086,34982687,36161688,37350596,38580491,39853752,41187910,42622451,44158460,45804082,47542591,49321691,51171618,53110950,55147707,57031564,58605193,60397905,62661727
Least developed countries: UN classification,LDC,"Population ages 65 and above, total",SP.POP.65UP.TO,7390924,7555069,7729909,7915986,8118837,8339438,8575570,8831613,9105709,9389231,9673405,9897616,10135025,10455267,10789132,11124561,11465654,11811408,12175738,12559792,12924895,13277484,13656755,14048303,14435906,14824133,15211157,15623015,16024134,16399318,16772820,17143294,17531293,17937318,18327359,18710842,19119267,19551482,20014565,20512058,21035012,21580799,22171995,22792221,23413622,24059315,24742110,25446637,26176531,26952195,27784505,28690638,29668539,30659555,31664810,32733033,33891136,35145313,36486151,37900443,39262333,40522394,41915131,43522676
Low income,LIC,"Population ages 65 and above, total",SP.POP.65UP.TO,4133649,4220413,4308800,4399584,4496894,4601733,4712115,4831347,4959608,5091500,5226304,5363511,5499804,5641723,5793173,5950939,6115387,6278671,6455509,6641284,6800214,6948731,7126221,7320810,7519687,7728663,7944971,8195222,8443645,8671857,8900765,9134143,9391092,9661759,9916761,10158980,10411792,10679232,10971294,11297705,11644720,12012358,12416844,12841909,13266832,13697089,14143425,14589839,15027183,15466652,15930067,16426003,16941410,17447813,17947134,18465030,18984637,19517445,20122059,20806417,21506567,22182230,22936727,23832453
Liechtenstein,LIE,"Population ages 65 and above, total",SP.POP.65UP.TO,1303,1352,1396,1432,1474,1505,1536,1577,1626,1655,1665,1722,1787,1858,1948,2030,2087,2153,2242,2319,2323,2318,2342,2356,2386,2435,2527,2622,2706,2788,2865,2946,3016,3078,3132,3168,3189,3197,3254,3350,3406,3488,3607,3724,3845,3983,4146,4321,4526,4765,4982,5179,5413,5683,5924,6138,6361,6596,6829,7049,7257,7476,7751,8035
Sri Lanka,LKA,"Population ages 65 and above, total",SP.POP.65UP.TO,408060,406210,405904,407195,410474,415851,423260,432765,444055,456541,469916,483970,498608,513979,530340,547897,566882,587537,609769,633283,657913,683225,708301,732798,757230,782867,810067,837742,865566,892976,919804,948187,978979,1010222,1040248,1067077,1091149,1115103,1140149,1167140,1197215,1228727,1257865,1284977,1311069,1338595,1370926,1408055,1450608,1497550,1550737,1613505,1687292,1706977,1794321,1885317,1982089,2078714,2174795,2262162,2348777,2447273,2524738,2586860
Lower middle income,LMC,"Population ages 65 and above, total",SP.POP.65UP.TO,27035314,27896370,28877169,29924114,30974998,31982143,32949203,33902347,34875539,35901113,36970394,38001869,39085703,40300745,41552583,42835770,44143387,45475049,46831167,48218433,49623457,51018279,52424305,53848383,55292453,56771839,58289721,59845504,61447892,63103628,64870833,66659327,68504989,70437768,72449008,74531666,76699419,78949918,81278237,83666143,86097943,88584064,91128664,93705591,96246997,98728190,101215480,103759260,106370113,109121422,112102960,115357876,118880768,122557448,126841771,131813251,137137958,142786736,148836274,155211590,161351717,166290655,171910699,179126335
Low & middle income,LMY,"Population ages 65 and above, total",SP.POP.65UP.TO,75730551,76435097,77929569,79889118,81869645,84079527,86596085,89236201,92091471,95113028,98213551,101396622,104675771,108160872,111853500,115624037,119358230,123146258,127179308,131463891,135563583,139348612,143180148,147105946,151190462,155529398,160096845,164861531,169899313,175297363,180891807,186460030,192415990,198852820,205605889,212534625,219608229,226938744,234623726,242440379,250328061,258388624,266624990,274854227,282750036,290448910,298235959,305842892,313117325,320486287,328486624,337494923,347783793,359016913,371709239,386490740,402585863,420145948,438935562,458434405,477876479,494942414,512792466,532462604
Lesotho,LSO,"Population ages 65 and above, total",SP.POP.65UP.TO,32974,33472,34073,34745,35456,36183,37047,38010,38910,39766,40593,41401,42220,43092,44042,45122,46360,47740,49296,51043,52982,55109,57388,59771,62211,64644,66941,69086,71142,73118,75011,76814,78555,80255,81896,83463,84957,86474,88024,89485,90760,91732,92309,92473,92271,91743,90853,89548,87923,86184,84534,83124,82090,81644,81955,82063,81808,81989,82570,83511,84709,85602,86711,88456
Late-demographic dividend,LTE,"Population ages 65 and above, total",SP.POP.65UP.TO,46636747,46429742,46842349,47661062,48517221,49668787,51168201,52811800,54627266,56534843,58443586,60458358,62516016,64641834,66953586,69324531,71646888,74030654,76623939,79408608,81919410,83814563,85490709,87215718,89160747,91345656,93718803,96275584,99148496,102513105,106056951,109644246,113594320,117894021,122186173,126523692,130848694,135173704,139678873,144110092,148494151,153018647,157615899,162220006,166583984,170766584,174913894,178612415,181667969,184635530,188083150,192680777,198543717,205232559,213003080,222159388,232067034,242931121,254448590,266214394,278319022,289202542,300539349,311865225
Lithuania,LTU,"Population ages 65 and above, total",SP.POP.65UP.TO,219508,229493,236160,244278,253886,264974,276638,286619,297266,307088,317361,329298,342578,355918,366441,372808,377676,382615,386447,387748,385987,382426,378295,373660,370330,369781,372593,378233,397904,405532,401380,410530,420230,430168,438317,446029,454314,462919,471660,478606,484370,494382,507113,518205,527296,533286,538401,543548,547019,546568,545424,544712,543176,542965,545523,548456,550006,551663,552771,554837,557137,558683,562385,570187
Luxembourg,LUX,"Population ages 65 and above, total",SP.POP.65UP.TO,33326,34134,34954,35710,36708,37770,38702,39601,40421,41318,42311,43235,44124,45182,46296,47176,47599,47933,48348,48870,49370,49358,49011,48492,48207,48518,49039,49411,49849,50398,51067,52008,53059,54176,55454,56847,58195,59259,60103,60942,61231,61586,62555,63405,64433,65620,66571,67461,68558,69793,70932,72352,74149,76210,78581,80858,82893,85317,87409,89715,91948,94188,96936,100672
Latvia,LVA,"Population ages 65 and above, total",SP.POP.65UP.TO,224550,229470,232953,237034,242895,249836,256152,262659,270309,277637,283862,290132,297198,302933,308354,313295,317465,321692,325171,326596,324407,318959,312584,308291,305580,302780,302642,305501,309968,312743,312321,318548,328270,333080,336090,338924,342852,347395,350762,352777,354900,357512,362073,367850,372942,377378,382054,385331,385904,385141,382897,380541,379919,380988,383633,386099,387506,388659,389254,390558,392864,392844,394892,400498
"Macao SAR, China",MAC,"Population ages 65 and above, total",SP.POP.65UP.TO,8994,9225,9371,9580,9865,10251,10517,10673,10916,11222,11566,10868,9700,16709,25965,24753,23499,22171,20910,19860,18981,18580,19026,19882,20581,20727,20812,21131,21274,21481,21889,22952,24401,25571,26722,27857,28558,28982,29611,30249,30745,31181,31417,31507,31979,32903,34254,35481,36740,36581,37394,39421,42314,46117,50916,55356,58960,61597,66020,71375,77530,82129,86302,91499
St. Martin (French part),MAF,"Population ages 65 and above, total",SP.POP.65UP.TO,171,170,175,181,186,192,201,206,213,224,234,243,248,260,278,284,283,286,284,275,260,240,240,262,288,324,361,404,465,531,596,655,709,766,824,882,939,997,1057,1106,1144,1186,1232,1283,1348,1428,1522,1623,1735,1865,1991,2110,2234,2362,2486,2628,2807,2988,3701,5555,5767,4751,4719,4734
Morocco,MAR,"Population ages 65 and above, total",SP.POP.65UP.TO,328038,339550,352098,365469,380161,395870,412290,429269,446077,461671,475505,487882,498774,507686,514365,518991,521771,523168,524091,525696,529001,534169,541395,551500,565611,584336,607595,635284,667389,703795,744071,788331,836668,887731,939478,991098,1042357,1092319,1140356,1186008,1228801,1270270,1313204,1356692,1397384,1436921,1481076,1530511,1579391,1626334,1675982,1731523,1792484,1857002,1927588,2007980,2099847,2203146,2314704,2433445,2550110,2667525,2803343,2951283
Monaco,MCO,"Population ages 65 and above, total",SP.POP.65UP.TO,4130,4253,4376,4500,4632,4764,4895,5024,5131,5216,5315,5431,5558,5690,5831,5922,5950,5963,5977,6001,6033,6074,6107,6122,6141,6179,6243,6333,6438,6547,6638,6695,6732,6776,6827,6884,6944,7013,7083,7161,7217,7236,7251,7286,7338,7393,7438,7472,7674,8220,8950,9696,10450,11187,11881,12540,13050,13405,13825,13828,13874,14378,14428,14163
Moldova,MDA,"Population ages 65 and above, total",SP.POP.65UP.TO,101713,105970,110565,115541,120898,126747,133023,139245,145234,151028,155376,158352,161644,165816,170975,177092,183980,191015,197524,198994,198904,201405,203312,205637,209117,213927,220072,227194,234824,242615,249975,256733,263785,271023,277070,281378,285244,287666,290309,292488,295399,299032,302392,304301,304842,306142,309132,312099,312810,310468,305739,301643,299917,303564,316711,332070,344766,353481,360259,367702,376591,381520,382257,383776
Madagascar,MDG,"Population ages 65 and above, total",SP.POP.65UP.TO,169540,174542,179639,184994,190381,195957,202157,208836,216119,224221,233085,242750,253095,263472,272858,280763,287256,292301,296213,299588,302782,305638,308268,311095,314533,318814,324030,330361,337588,345233,353124,361290,369714,378714,388583,399208,410635,422947,435871,448979,462032,475045,488047,500904,513477,525832,538160,550605,563470,577009,591383,606918,623848,643344,671815,708961,748188,788486,829931,872543,913069,952283,994576,1040435
Maldives,MDV,"Population ages 65 and above, total",SP.POP.65UP.TO,2920,2978,3041,3102,3156,3021,2678,2441,2452,2587,2730,2879,3036,3195,3359,3530,3710,3909,4050,4132,4230,4330,4425,4515,4615,4782,5029,5292,5540,5789,6089,6433,6792,7150,7503,7879,8307,8801,9359,9970,10607,11257,11943,12650,13366,14077,14676,15110,15459,15764,16033,16276,16490,16706,16950,17190,17431,17725,18128,18694,19430,20274,21392,22855
Middle East & North Africa,MEA,"Population ages 65 and above, total",SP.POP.65UP.TO,3841490,3945842,4064741,4183564,4304886,4427573,4544707,4661707,4778864,4899558,5023198,5148576,5275627,5408045,5539631,5681176,5828875,5968511,6102774,6242386,6392767,6560948,6732796,6905029,7096310,7310549,7547924,7807065,8077099,8357670,8681247,8992699,9334529,9688934,10050608,10439683,10851999,11276513,11697509,12110121,12521076,12933071,13354422,13773278,14180506,14582675,14981082,15379275,15794891,16244269,16698906,17256156,17884888,18573270,19297735,20108782,20990891,21934270,22924312,23961348,24918739,25683762,26708720,27985048
