Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Comoros,COM,"Population ages 65 and above, total",SP.POP.65UP.TO,7044,7240,7448,7670,7910,8176,8430,8677,8964,9301,9698,10163,10699,11295,11942,12610,13233,13783,14238,14566,14728,14920,15246,15564,15879,16202,16532,16882,17256,17638,18048,18612,19170,19599,20029,20465,20913,21367,21811,22189,22427,22521,22530,22741,23317,24120,25027,25898,26618,27143,27538,27906,28327,28987,29969,31140,32373,33385,34200,35065,35838,36455,37166,38037
Cabo Verde,CPV,"Population ages 65 and above, total",SP.POP.65UP.TO,8791,9073,9485,10075,10720,11428,12206,13060,13989,14972,15738,16232,16675,17074,17424,17650,17733,17732,17646,17469,17349,17328,17291,17249,17211,17184,17181,17200,17252,17340,17538,17864,18248,18677,19137,19611,20098,20590,21065,21514,21980,22520,23108,23690,24228,24674,24998,25198,25258,25165,25020,24988,25114,25387,25821,26422,27168,28031,28946,29892,30791,31702,32893,34367
Costa Rica,CRI,"Population ages 65 and above, total",SP.POP.65UP.TO,40315,41853,43518,45291,47132,49017,50953,52963,55037,57217,59561,62097,64844,67797,70956,74326,77879,81542,85266,89018,92788,96558,100367,104342,108590,113108,117884,122970,128480,134444,140801,147580,154769,162258,169885,177628,185530,193589,201868,210444,219319,228629,238561,249021,259882,271175,282973,295278,308102,321571,335781,350932,367125,384491,402883,422010,441674,461840,483002,505228,527853,549787,572312,598308
Caribbean small states,CSS,"Population ages 65 and above, total",SP.POP.65UP.TO,70047,73083,75241,77091,78855,80426,82083,83872,85721,87567,89464,91410,93261,95114,97136,99353,101726,104219,106778,109337,111569,113364,115006,116649,118348,120164,122065,123961,125996,128181,129840,131111,132257,133195,134328,136174,138695,141645,145390,149869,154512,158919,163211,167757,171588,174661,177998,181705,185883,190659,195574,200047,204593,208940,213643,219194,225633,232621,239683,247245,254990,261665,269169,278993
Cuba,CUB,"Population ages 65 and above, total",SP.POP.65UP.TO,310293,316997,324803,334091,345371,358636,373932,391477,410582,430160,450039,473006,498715,524653,551262,578679,606888,635613,664218,692213,719368,741111,758427,776557,794825,812450,829135,844837,859789,874419,889193,903337,916228,928334,944759,966278,988669,1012219,1037147,1063234,1090767,1121727,1155945,1188982,1221421,1256322,1290902,1325295,1360580,1394567,1427852,1462531,1500082,1537859,1570874,1601299,1630867,1659573,1690861,1721844,1747932,1751138,1755844,1784736
Curacao,CUW,"Population ages 65 and above, total",SP.POP.65UP.TO,5243,5343,5505,5685,5868,6051,6213,6387,6601,6834,7067,7328,7512,7687,7992,8250,8456,8613,8660,8713,8790,8889,9063,9243,9431,9631,9788,9877,9894,9903,9968,10076,10240,10503,10801,11145,11581,12022,12244,12267,12229,12147,12419,12923,13410,14066,14806,15543,16244,16910,17749,18668,19424,20198,21075,22001,22914,23695,22711,22262,23129,23378,23691,24075
Cayman Islands,CYM,"Population ages 65 and above, total",SP.POP.65UP.TO,592,588,591,598,608,621,636,656,677,703,724,743,768,794,824,859,904,960,1024,1095,1142,1170,1203,1236,1272,1313,1358,1417,1481,1536,1580,1624,1665,1707,1757,1812,1873,1949,2041,2131,2208,2276,2345,2409,2470,2533,2594,2651,2716,2800,2909,3047,3213,3383,3574,3795,4027,4271,4533,4823,5115,5443,5826,6238
Cyprus,CYP,"Population ages 65 and above, total",SP.POP.65UP.TO,34218,35260,36875,38791,40736,42645,44541,46440,48434,50617,53037,55694,58531,60185,60342,60737,61709,62725,63654,64539,65448,66412,67369,68231,69037,69900,70891,72029,73297,74698,76251,77919,79598,81138,82577,84098,85773,87642,89693,91891,94243,96692,99020,101385,104079,107102,110499,114308,118468,122911,127649,132449,137265,142274,147354,152437,157492,162433,167311,172189,177252,182466,187430,192645
Czechia,CZE,"Population ages 65 and above, total",SP.POP.65UP.TO,900783,923849,950696,978374,1010368,1044875,1080593,1116200,1148894,1176999,1193535,1210541,1238960,1266817,1292878,1318680,1342283,1362958,1381504,1394618,1385253,1351195,1307937,1261032,1229203,1224900,1235471,1252021,1271834,1288896,1297693,1305606,1318368,1331561,1344823,1358989,1374347,1388643,1400054,1408333,1411199,1410218,1410225,1412565,1419589,1435450,1459318,1491508,1535039,1580772,1619239,1668755,1734285,1796065,1853039,1908508,1964826,2022042,2076193,2128887,2171020,2157587,2189738,2232115
Germany,DEU,"Population ages 65 and above, total",SP.POP.65UP.TO,8355862,8573914,8811366,9027925,9259075,9500830,9762129,10038716,10274637,10477306,10680134,10884079,11098282,11305713,11507110,11673803,11799966,11948864,12101246,12212991,12210338,12022380,11730907,11425726,11248298,11288848,11425383,11555227,11650374,11719276,11809552,11923712,12051586,12211780,12393415,12576623,12730271,12837864,12987554,13228215,13532615,13880661,14241669,14623617,15072260,15552649,16059802,16446030,16657934,16807660,16817790,16473629,16597999,16784751,16972854,17197771,17404388,17600685,17783092,17971673,18166266,18415067,18820111,18979549
Djibouti,DJI,"Population ages 65 and above, total",SP.POP.65UP.TO,2022,2126,2244,2380,2533,2698,2874,3058,3250,3476,3735,4017,4333,4684,5093,5594,6189,6876,7618,8344,8991,9539,10003,10445,10947,11573,12352,13275,14274,15546,17349,19036,19040,18850,19394,19767,20402,21161,21983,22808,23647,24536,25480,26414,27324,28261,29268,30350,31493,32746,34109,35556,37097,38733,40433,42075,43583,45013,46453,47967,49458,50917,52617,54601
Dominica,DMA,"Population ages 65 and above, total",SP.POP.65UP.TO,3235,3276,3326,3390,3460,3536,3622,3718,3823,3938,4032,4091,4154,4235,4327,4432,4558,4685,4819,4971,5136,5290,5416,5528,5636,5753,5869,5961,6041,6131,6245,6317,6298,6268,6258,6284,6334,6395,6486,6612,6762,6881,6944,6990,7039,7094,7173,7275,7387,7510,7650,7550,7466,7078,6717,6789,7353,7980,8036,8124,8234,8340,8410,8476
Denmark,DNK,"Population ages 65 and above, total",SP.POP.65UP.TO,484987,497035,508653,519928,531219,542048,552766,564443,577491,590831,604860,619134,633027,647324,662534,677522,690752,704375,718126,729492,738150,744817,751580,758409,764003,771670,781532,788537,793613,798324,801343,803089,803705,802276,799940,797143,794316,792333,791072,790509,791219,793309,796553,801572,808677,817946,829084,844105,864465,889325,918555,951251,984315,1013683,1039277,1063035,1085032,1105854,1126305,1146277,1166328,1185879,1204263,1225083
Dominican Republic,DOM,"Population ages 65 and above, total",SP.POP.65UP.TO,85055,87931,90971,94168,97531,100972,104561,108391,112371,116506,120802,125272,129926,134762,139773,144952,150310,155848,161573,167443,173505,179821,186369,193181,200325,207858,215781,224093,232800,241923,251481,261432,271736,282406,293490,305000,316905,329178,341814,354788,367978,381570,395715,409946,423396,435920,447881,459445,471054,483259,497084,513421,532275,553340,575633,599401,625623,654202,684962,717136,749662,781908,818399,859007
Algeria,DZA,"Population ages 65 and above, total",SP.POP.65UP.TO,356780,377309,409233,439327,464647,485106,495494,497734,499949,501930,503761,505766,508261,511202,514418,526075,550223,569235,579067,589984,603854,621962,642983,664420,685648,707311,729812,752015,773967,796914,820085,844237,885821,943401,1003646,1068571,1136638,1207288,1265417,1309935,1354555,1398880,1443002,1487104,1531400,1575421,1618221,1659111,1697607,1734101,1770903,1811768,1860568,1920755,1994040,2079709,2175668,2279255,2387936,2500251,2595880,2691951,2813669,2943827
East Asia & Pacific (excluding high income),EAP,"Population ages 65 and above, total",SP.POP.65UP.TO,33256186,32702391,32804156,33255894,33676850,34290230,35234314,36344004,37576179,38895638,40283899,41755959,43200454,44711791,46366964,48030097,49609841,51202698,53033182,55072105,57078841,59021125,60996078,62961125,64965553,67144379,69436945,71742254,74170420,76839593,79583624,82295353,85188037,88425877,91851657,95441265,99145129,102990207,107217078,111571590,115798291,119923827,123942892,127831064,131443133,134985408,138652786,142199525,145505719,148807691,152430461,156664315,161598849,167153963,173405315,180875143,189176992,198418683,208341730,218470371,229051064,238874719,248978627,258773454
Early-demographic dividend,EAR,"Population ages 65 and above, total",SP.POP.65UP.TO,31281951,32336743,33543533,34835588,36145744,37400361,38607711,39828418,41089649,42416853,43794628,45149613,46583744,48158135,49759092,51389370,53032531,54669485,56309381,57979175,59650453,61361500,63137856,64933062,66757003,68641718,70603580,72648474,74783179,77001049,79337375,81731059,84231640,86825207,89509434,92354552,95383695,98529559,101736701,105006223,108356795,111814720,115386129,119012217,122607855,126159318,129710767,133225364,136765820,140398701,144224279,148342316,152716989,157306397,162430900,168307922,174683881,181538750,188883348,196738245,204237912,210116133,217012122,225979064
East Asia & Pacific,EAS,"Population ages 65 and above, total",SP.POP.65UP.TO,40867835,40528682,40860672,41544493,42211680,43095192,44343714,45771264,47301119,48922977,50612124,52516062,54378956,56314848,58402201,60488213,62517705,64593908,66933862,69498877,72020838,74491627,77002817,79468895,82031352,84846922,87768178,90741360,93867363,97303422,100873978,104500410,108328898,112499298,116877179,121432932,126155827,131031257,136295809,141679028,147010832,152301309,157434862,162344479,167002307,171760411,176737918,181559749,186091211,190437078,194899348,200210742,206667012,213844976,221668139,230592579,240241546,250723918,261804132,273026671,284746577,295598576,306590424,317479724
Europe & Central Asia (excluding high income),ECA,"Population ages 65 and above, total",SP.POP.65UP.TO,7609922,7815447,7997069,8206503,8453041,8767625,9092222,9383127,9723742,10069917,10362741,10659555,10987823,11303247,11636343,11986986,12342835,12723019,13080738,13448576,13680124,13642364,13545250,13515456,13567045,13648125,13772673,13974140,14265239,14625158,15020967,15414713,15882457,16367290,16869052,17258981,17560510,17867480,18075959,18208989,18460955,18873242,19414862,19992611,20498779,20863524,21139451,21290039,21226011,21057885,20938156,20874279,21035227,21307333,21694302,22241049,22848020,23524035,24231541,25062034,25919365,26643475,26915366,27275204
Europe & Central Asia,ECS,"Population ages 65 and above, total",SP.POP.65UP.TO,55976202,57387497,58746969,60109846,61660153,63536661,65422006,67299088,69216414,71055359,72877538,74692883,76622418,78527622,80472740,82452412,84346562,86307637,88243861,90000818,91031976,90826630,90005176,89203402,88961799,89601048,90763164,92138209,93785856,95610228,97514188,99575566,101807395,104061112,106413069,108392240,109935053,111501627,112775056,113806193,115079329,116786431,118799158,120944432,123160912,125221594,126988561,128156767,128645019,128988024,129396106,130227020,132462012,135132521,138082973,141112965,143999773,146943638,149925591,153041650,156052517,158320066,160977428,164138359
Ecuador,ECU,"Population ages 65 and above, total",SP.POP.65UP.TO,211021,213614,216152,218744,221540,224580,227874,231466,235309,239292,243454,247793,252235,256947,261960,267066,272347,278181,284575,291044,297429,303808,310138,316572,323465,330981,339253,348474,358626,370493,384901,401911,420671,440500,461598,483703,506605,530067,553278,575639,597476,619864,643662,668984,695656,723137,751170,780294,811881,845812,880901,915814,951063,990145,1034020,1080074,1126590,1173824,1226634,1284533,1326790,1356309,1399247,1455107
"Egypt, Arab Rep.",EGY,"Population ages 65 and above, total",SP.POP.65UP.TO,978801,1016426,1054376,1092327,1130344,1168533,1206774,1244892,1283112,1321625,1360051,1398367,1437056,1475871,1515103,1554800,1593015,1630522,1669072,1708671,1750372,1794199,1840020,1888877,1940256,1993025,2045930,2099093,2153304,2207914,2266309,2324820,2381365,2440226,2502152,2568229,2638769,2714130,2792913,2870656,2942221,3009498,3074608,3133669,3183235,3224690,3263505,3305275,3355423,3420140,3505286,3614805,3747656,3892229,4036276,4184377,4347344,4528089,4726375,4940485,5128171,5260374,5437664,5692068
Euro area,EMU,"Population ages 65 and above, total",SP.POP.65UP.TO,27367694,28031109,28703054,29286147,29924770,30737447,31545022,32372967,33139932,33833138,34620798,35363939,36118278,36869421,37610698,38348342,39015061,39692226,40404420,41035434,41318400,41140309,40736926,40279934,40055523,40461175,41241179,42055666,42876455,43642768,44430308,45275181,46117059,46976709,48075075,48982364,49655037,50467154,51267964,52112571,53024996,53992228,54985630,55939416,56997699,58144981,59257486,60166391,60931122,61692281,62335919,62818318,63966307,65346993,66740853,67955690,69051097,70106797,71155853,72134309,73147574,74190203,75609220,77032124
Eritrea,ERI,"Population ages 65 and above, total",SP.POP.65UP.TO,27313,27626,27981,28373,28793,29236,29630,30047,30568,31131,31747,32419,33113,33829,34528,35214,36092,37166,38320,39547,40855,42248,43703,44851,45709,46678,47790,49353,51365,53410,55492,53325,50980,53484,56017,59900,63511,65222,67237,69130,71175,74415,78117,82319,86565,89806,92746,95851,99928,104107,107803,111313,114617,117621,120191,122131,123857,126044,128799,131798,134646,137378,140334,144055
Spain,ESP,"Population ages 65 and above, total",SP.POP.65UP.TO,2484396,2560709,2623581,2669266,2712280,2792741,2887398,2973843,3071001,3152349,3248241,3346288,3432766,3525463,3597796,3678577,3776039,3871663,3970110,4068087,4167690,4258318,4341639,4421711,4503425,4599681,4715599,4849986,4989356,5127740,5264375,5399733,5537706,5679537,5826314,5981056,6135856,6289982,6445102,6582994,6713120,6867081,7009563,7093579,7133621,7222796,7341505,7431819,7556639,7707591,7867984,8025116,8164946,8322060,8485385,8611687,8723821,8849369,8986264,9135593,9264540,9394673,9641612,9985636
Estonia,EST,"Population ages 65 and above, total",SP.POP.65UP.TO,129749,131729,133613,136096,139666,143581,146961,150032,153662,157001,160014,163550,167230,170296,173233,176133,178451,180754,182583,183775,184169,182716,179944,177995,176534,174635,174438,175805,177554,179915,182259,184611,187227,189673,191792,194145,197070,200359,202539,205540,209455,212218,215837,219674,223305,226565,230048,232905,233222,232641,232213,233253,236271,239855,243992,248464,252448,256461,260105,264007,268565,271960,278266,286583
Ethiopia,ETH,"Population ages 65 and above, total",SP.POP.65UP.TO,603077,613264,623190,633844,647351,664174,682439,704090,729800,755819,781312,806330,829986,852713,873820,892682,913689,930570,945020,957543,961444,984420,1021638,1044035,1060462,1082611,1110529,1150414,1203519,1255255,1302927,1367797,1430876,1475276,1519730,1554765,1585199,1624931,1669907,1713550,1762257,1817457,1873542,1932859,1996209,2064302,2136565,2212395,2294010,2384187,2483903,2592698,2708682,2824932,2940703,3048574,3151837,3265070,3386572,3516322,3649641,3778494,3917527,4081213
European Union,EUU,"Population ages 65 and above, total",SP.POP.65UP.TO,34095830,34968659,35861305,36681770,37577997,38670431,39781756,40916916,41976410,42939578,43977755,44974256,46020931,47072789,48116096,49164221,50115977,51074807,52031108,52859324,53235937,52989138,52428089,51767199,51467685,51973853,52910732,53919672,54962025,55926333,56902397,57923072,58929316,59988274,61300275,62432856,63317324,64321126,65302376,66315468,67347697,68425947,69514981,70600803,71798203,73083626,74326080,75337119,76216773,77148822,77949524,78679136,80162460,81905420,83700263,85336980,86843949,88302872,89751834,91144049,92538719,93661659,95285927,96998850
Fragile and conflict affected situations,FCS,"Population ages 65 and above, total",SP.POP.65UP.TO,9591642,9847931,10086757,10336565,10606279,10929391,11258438,11564610,11923197,12291971,12625189,12977143,13372328,13764519,14176890,14607358,15048352,15517267,15993727,16423576,16745432,16966768,17174465,17438808,17757475,18072296,18408463,18808396,19253475,19724050,20229685,20710867,21242208,21810518,22448248,22958008,23340736,23769240,24137233,24437422,24809440,25319977,25970823,26685804,27360844,27958811,28532078,29109906,29579801,30059648,30588923,31149520,31876929,32636363,33454754,34402133,35395555,36469261,37576360,38728090,39863286,40897481,41587812,42471982
Finland,FIN,"Population ages 65 and above, total",SP.POP.65UP.TO,323491,331533,338376,346726,357244,366894,376685,387312,397390,408816,421501,434579,449811,466180,482930,499922,516134,532435,547500,560732,572303,581359,590480,599707,605096,612017,623607,634397,645196,656434,667431,678932,690085,700764,712987,726132,737851,747839,755637,762965,772107,782183,792852,805762,821983,835976,854857,871902,883568,901181,925683,960265,998875,1037395,1074067,1107362,1136638,1164753,1192207,1218143,1243632,1267505,1290615,1316568
Fiji,FJI,"Population ages 65 and above, total",SP.POP.65UP.TO,13759,13531,13356,13228,13149,13135,13175,13238,13351,13506,13691,13930,14212,14484,14772,15143,15576,16085,16696,17330,17950,18553,19107,19671,20259,20862,21585,22115,22377,22661,22913,23139,23392,23675,24001,24370,24817,25575,26623,27757,28909,30040,31120,32193,33359,34590,35883,37238,38523,39706,40989,42462,43863,45217,46634,47843,48981,50324,51769,53255,54780,55953,57089,58619
France,FRA,"Population ages 65 and above, total",SP.POP.65UP.TO,5458421,5556042,5675296,5779727,5899439,6033237,6173264,6323602,6456088,6569550,6686948,6810085,6926649,7042470,7158092,7270743,7366717,7469089,7583522,7685608,7697660,7584149,7428225,7314017,7238946,7306553,7483235,7653418,7820318,7982052,8146504,8318579,8486644,8650166,8816691,8991224,9160104,9318977,9465977,9608272,9752253,9891414,10022907,10136344,10262535,10385499,10460658,10538645,10653434,10780305,10912882,11144187,11478992,11833151,12193379,12545432,12867519,13163342,13458144,13752739,14025500,14281423,14550496,14851943
Faroe Islands,FRO,"Population ages 65 and above, total",SP.POP.65UP.TO,2709,2777,2842,2909,2979,3053,3117,3168,3213,3263,3320,3387,3462,3541,3626,3720,3824,3936,4068,4212,4357,4514,4674,4829,4986,5144,5261,5383,5508,5607,5666,5788,5944,6029,5971,5932,5957,6045,6105,6136,6186,6266,6338,6415,6428,6450,6537,6665,6849,7049,7231,7430,7575,7760,8006,8262,8477,8685,8871,9058,9298,9509,9600,9657
"Micronesia, Fed. Sts.",FSM,"Population ages 65 and above, total",SP.POP.65UP.TO,1466,1513,1560,1597,1623,1652,1683,1712,1746,1783,1821,1856,1893,1933,1972,2004,2029,2056,2099,2155,2208,2257,2307,2359,2415,2477,2545,2611,2666,2715,2766,2814,3033,3438,3789,3892,3800,3699,3600,3516,3534,3666,3801,3882,3900,3859,3778,3686,3599,3520,3500,3564,3675,3838,4036,4256,4485,4714,4971,5263,5583,5902,6188,6455
Gabon,GAB,"Population ages 65 and above, total",SP.POP.65UP.TO,39966,40502,41032,41554,42072,42583,43092,43602,44113,44658,45220,45760,46287,46810,47340,47883,48444,49011,49583,50164,50746,51330,51908,52474,53034,53598,54172,54746,55322,55898,56474,57057,57645,58239,58842,59451,60075,60723,61393,62083,62795,63543,64347,65204,66077,66967,67910,68938,70075,71353,72807,74454,76273,78111,79969,81984,84073,86156,88290,90541,92741,94960,97505,100431
United Kingdom,GBR,"Population ages 65 and above, total",SP.POP.65UP.TO,6128434,6208802,6285664,6384258,6510525,6640535,6762192,6892022,7025618,7156229,7295447,7440180,7573189,7696021,7819320,7935647,8038244,8140868,8251047,8356150,8443854,8490694,8482309,8434078,8437447,8547429,8679335,8779431,8909512,9025148,9086535,9145244,9192215,9221339,9248096,9279632,9303026,9317878,9326206,9333236,9357878,9405430,9458582,9510239,9574521,9638726,9693621,9780054,9911806,10076423,10255011,10493033,10812057,11112087,11359723,11571139,11755106,11939091,12132834,12336621,12480997,12546416,12833050,13149261
Georgia,GEO,"Population ages 65 and above, total",SP.POP.65UP.TO,272075,270885,270038,270061,271382,274147,280468,289546,298538,307936,317877,326473,333394,341078,350016,359127,368323,377066,385820,395275,402144,405076,405973,405902,405698,405974,406551,407473,411357,417303,427501,444010,464092,488118,501530,501620,500738,500155,501241,502928,505826,513515,526393,541304,554971,566225,573359,570428,558274,537594,520781,511396,509440,515041,521809,526826,531567,535877,541032,547030,554219,555878,560102,569118
Ghana,GHA,"Population ages 65 and above, total",SP.POP.65UP.TO,203889,212588,229441,244686,258232,269382,278569,286488,293601,299191,300046,291318,280445,275605,273389,273089,273162,280254,296287,314523,320234,313905,318040,334327,346677,352773,360368,368929,378281,388971,401735,416366,432765,450749,469679,490098,512622,537026,563033,589975,616764,643652,670993,698124,724395,749387,774080,798757,821545,841838,861001,879400,897322,916911,939545,963843,989136,1015830,1043911,1074186,1106094,1140329,1180608,1227115
Gibraltar,GIB,"Population ages 65 and above, total",SP.POP.65UP.TO,1827,1858,1898,1946,1993,2056,2128,2184,2223,2269,2330,2405,2484,2558,2632,2693,2752,2813,2861,2902,2934,2958,3006,3087,3166,3239,3316,3383,3438,3484,3498,3515,3571,3651,3742,3829,3888,3951,4031,4116,4193,4256,4342,4439,4528,4613,4657,4653,4649,4695,4869,5078,5244,5416,5585,5752,5898,6010,6104,6197,6303,6387,6520,6721
Guinea,GIN,"Population ages 65 and above, total",SP.POP.65UP.TO,156900,156818,156979,157411,158160,159248,160705,162550,164727,167156,169762,172499,175358,178366,181619,185183,189071,193278,197792,202573,207592,212862,218372,224065,229952,236046,242282,248599,254906,261096,269493,279403,287109,294371,301487,307973,314547,319394,323918,329173,333703,336793,340440,345482,349996,353826,358025,363071,368454,374049,379506,384997,391161,398069,405129,412832,421590,430737,440321,450588,460549,470447,482238,495701
"Gambia, The",GMB,"Population ages 65 and above, total",SP.POP.65UP.TO,10684,11014,11355,11706,12071,12448,12836,13243,13669,14111,14569,15044,15540,16055,17118,18767,20543,22478,24547,26699,28889,31035,33143,35424,36897,37466,38170,39019,40002,41067,42174,43317,44317,44631,44394,44154,43977,43883,43865,43905,43992,44137,44337,44625,45051,45626,46363,47283,48401,49709,51182,52785,54400,55806,56916,58168,59831,61802,64084,66705,69591,72677,76188,80338
Guinea-Bissau,GNB,"Population ages 65 and above, total",SP.POP.65UP.TO,23346,23730,24070,24399,24417,24229,24141,24214,24419,24582,24867,25255,25741,26468,28187,30840,33428,35868,38078,38963,39462,40743,41992,43219,44394,45501,46544,47526,48476,49388,50268,50228,49477,49017,48541,47875,47096,46290,45531,44865,44330,43926,43605,43362,43194,43098,43103,43236,43489,43893,44473,45227,46185,47357,48749,50370,52205,54228,56400,58696,60779,62728,65067,67670
Equatorial Guinea,GNQ,"Population ages 65 and above, total",SP.POP.65UP.TO,15126,15336,15546,15758,15964,16166,16358,16544,16726,16707,16386,15937,15462,14974,14475,13982,13480,13125,13000,13009,13279,13864,14647,15385,15965,16474,16911,17297,17654,17996,18342,18696,19062,19438,19835,20265,20733,21240,21782,22347,23395,25068,27052,29373,32052,34066,35256,36486,37736,38989,40241,41424,42578,43861,45504,47522,49770,52226,54818,57475,59782,61923,64342,66945
Greece,GRC,"Population ages 65 and above, total",SP.POP.65UP.TO,600371,629001,652747,656306,659726,738695,764487,791474,818830,852092,932463,944995,978740,1012114,1045466,1080708,1118468,1155209,1195565,1228837,1233331,1235338,1248784,1258732,1264237,1274810,1291196,1307384,1323962,1345485,1390644,1450897,1501106,1548001,1595285,1640100,1683740,1725289,1766364,1803640,1839727,1875280,1911619,1948765,1983234,2013405,2037592,2055550,2072819,2097337,2130614,2166276,2196753,2225008,2254410,2280986,2305938,2329070,2350140,2372406,2395784,2413896,2424297,2443544
Grenada,GRD,"Population ages 65 and above, total",SP.POP.65UP.TO,3659,3670,3688,3696,3678,3637,3593,3560,3542,3539,3550,3655,3859,4073,4297,4538,4793,5066,5362,5681,6022,6289,6428,6511,6592,6683,6772,6859,6948,7041,7143,7257,7385,7538,7714,7907,8119,8346,8592,8851,9124,9355,9545,9737,9918,10089,10242,10376,10499,10618,10752,10887,11021,11181,11359,11545,11747,11963,12202,12477,12781,13102,13470,13898
Greenland,GRL,"Population ages 65 and above, total",SP.POP.65UP.TO,659,703,753,801,838,881,932,996,1066,1135,1201,1266,1351,1424,1488,1537,1587,1629,1673,1727,1782,1836,1868,1890,1904,1926,1945,1972,2012,2052,2110,2175,2246,2321,2406,2498,2580,2653,2723,2774,2837,2909,2970,3028,3097,3208,3353,3494,3627,3753,3902,4013,4117,4186,4247,4330,4468,4597,4698,4827,4985,5204,5427,5754
Guatemala,GTM,"Population ages 65 and above, total",SP.POP.65UP.TO,89414,92809,96275,99584,102800,106185,109692,113133,116376,119353,122465,126355,131132,136512,142651,149457,155907,162971,171280,179617,187380,194603,203087,213149,222968,232793,244075,257080,271246,286152,301061,316757,332938,349013,362845,374062,385854,398584,411737,424724,437274,449182,460626,471879,483239,494868,507037,520260,534489,549497,565271,582023,600078,619958,641336,663129,685890,710639,736886,764326,788911,805457,826337,858164
Guam,GUM,"Population ages 65 and above, total",SP.POP.65UP.TO,1078,1103,1125,1154,1188,1230,1277,1326,1378,1427,1488,1570,1663,1771,1901,2052,2213,2391,2582,2789,2986,3144,3307,3478,3665,3880,4099,4330,4588,4905,5285,5665,6015,6325,6608,6891,7175,7460,7744,8033,8359,8722,9088,9435,9747,9999,10183,10317,10435,10589,10911,11443,12074,12738,13418,14094,14756,15413,16067,16716,17467,18328,19229,20175
Guyana,GUY,"Population ages 65 and above, total",SP.POP.65UP.TO,19523,20593,20996,21453,21960,22514,23098,23699,24292,24853,25430,25892,26195,26499,26843,27251,27716,28213,28708,29147,29494,29665,29671,29614,29543,29507,29524,29596,29681,29715,29622,29591,29648,29614,29523,29380,29225,29126,29130,29234,29402,29615,29833,30187,30682,31167,31671,32251,32921,33684,34566,35588,36656,37756,38979,40309,41720,43218,44989,46835,48458,49592,51126,53544
High income,HIC,"Population ages 65 and above, total",SP.POP.65UP.TO,74254201,76192274,78066218,79880384,81871435,84220488,86587966,88930857,91237656,93473547,95825434,98330999,100839220,103380708,105985301,108674791,111327291,114094219,116925798,119621826,121673168,122707906,123168673,123550547,124478491,126361673,128760731,131357010,134133601,137098908,140177751,143492807,146918410,150277812,153655948,156776170,159563770,162347387,164871704,167190360,169720537,172583136,175605842,178659774,181967977,185477718,189016148,192272143,195187345,197911266,200387223,203650086,208882429,214604418,220402858,226018558,231377158,236672093,241947087,247288039,252930518,257302124,262795963,269371613
"Hong Kong SAR, China",HKG,"Population ages 65 and above, total",SP.POP.65UP.TO,84944,88582,90621,87681,86232,89275,94398,105296,122720,142601,165015,182400,193438,205905,220203,233527,247158,261942,277734,304456,324808,344336,359720,374456,388204,405467,424660,442331,459002,476312,491715,510414,528500,552006,580593,612548,659686,677976,697436,719270,740584,762822,784070,800164,823251,842358,860471,876176,889405,903776,927024,953743,989450,1023744,1068328,1121591,1173495,1225108,1281575,1347858,1408318,1464450,1519498,1631208
Honduras,HND,"Population ages 65 and above, total",SP.POP.65UP.TO,66661,68158,69931,71863,73767,75560,77248,78858,80428,82025,83711,85454,87226,88975,90776,94186,99248,104513,109768,114694,119210,123315,127059,130748,134794,139394,144506,150084,153953,155970,158167,160569,163080,165744,168810,172349,176323,180734,185051,189501,194413,199520,204925,210513,216100,221668,227378,233419,239958,247150,255114,264024,274359,286414,300467,316164,332755,350108,368145,386791,404188,418864,435993,456954
Heavily indebted poor countries (HIPC),HPC,"Population ages 65 and above, total",SP.POP.65UP.TO,4962781,5071057,5192680,5319463,5453019,5593686,5741270,5898803,6066834,6239982,6414574,6584112,6751901,6932461,7125131,7325673,7533608,7748793,7988252,8237837,8445768,8628595,8846051,9087999,9328340,9570273,9817750,10098843,10381524,10641299,10896376,11155805,11438002,11740512,12024030,12291361,12575882,12870995,13186513,13525764,13873020,14234005,14626759,15029900,15425075,15830321,16251687,16675926,17121319,17598085,18099620,18638540,19220833,19825092,20441310,21078527,21765061,22513448,23304295,24133553,24944905,25708946,26549358,27526093
Croatia,HRV,"Population ages 65 and above, total",SP.POP.65UP.TO,300713,307461,315067,324021,334897,347721,361896,376136,389666,402773,415820,429149,442712,456615,470859,485073,498912,511703,522886,530036,529351,520606,507624,496069,493009,499159,508957,519493,530359,541749,554120,558744,563558,586225,613584,631726,645546,662965,682156,698595,711208,701434,716870,730562,742120,753073,760907,767609,772730,772545,767917,768295,775407,782285,790415,798423,807333,813755,824411,836568,848059,857281,866930,880601
