"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Europe & Central Asia","ECS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","67.4617241658308","67.7341780574337","67.6095139889574","67.944373644914","68.4654757792123","68.450425789616","68.6374698058376","68.6478705099563","68.6253456305241","68.419959356504","68.8955756886432","69.0910853070062","69.3133087015304","69.4301727843319","69.6451381871641","69.5990195243153","69.7253659403155","69.9338799079889","70.0057345491734","70.1202593007843","70.257994789779","70.5461116044019","70.8515149466182","70.8957445516737","71.0189011891128","71.2184696551674","71.7904352247063","72.0143888353504","72.1033791592486","72.2267259810785","72.2131181119288","72.1558851102161","71.8792188010337","71.5206695344927","71.6902351009121","71.7801708416484","72.2105321278261","72.617666879197","72.9290162635661","72.8782701787638","73.1207772679041","73.3802763102071","73.4902348694709","73.5998971937522","74.0399179190423","74.1798344825642","74.6776962001576","75.0355918976625","75.2983865718277","75.6890608319283","75.9764229123489","76.4501153924761","76.6337953659463","76.9756512700024","77.2847185691837","77.2195960526704","77.5528746440128","77.7628908281095","77.8954378072222","78.1688006056568","76.9402938210574","76.6567585067198","77.8051871533767","",
"Ecuador","ECU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","53.364","53.895","54.401","54.88","55.305","55.664","55.942","56.213","56.487","56.654","57.152","57.633","58.205","58.837","59.526","60.232","60.89","61.559","62.153","62.696","63.191","63.662","64.11","64.528","65.171","65.811","66.535","67.3","68.056","68.749","69.348","69.625","70.117","70.345","70.757","71.041","71.362","71.681","72.045","72.463","72.839","73.24","73.613","73.975","74.279","74.514","74.689","74.844","74.983","75.184","75.43","75.743","76.062","76.369","76.622","76.789","76.763","76.972","77.094","77.297","72.153","73.67","77.894","",
"Egypt, Arab Rep.","EGY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","45.373","46.024","46.843","47.672","48.47","49.128","49.504","49.538","49.897","49.797","50.013","50.386","50.765","50.852","51.838","52.591","53.365","54.134","54.99","55.802","56.628","57.138","57.948","58.888","59.73","60.542","61.261","62.137","62.98","63.628","64.146","64.755","65.031","65.468","65.816","66.312","66.742","67.197","67.471","67.737","68.007","68.308","68.564","68.402","68.613","68.779","68.977","69.128","69.319","69.48","69.664","69.88","70.085","70.052","70.415","70.483","70.844","71.302","71.367","71.358","70.99","70.221","70.159","",
"Euro area","EMU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.2276620493163","69.6604228291167","69.6266609605177","69.7892206797646","70.3421125012524","70.4220686418887","70.6690340954922","70.8526005211291","70.7682317356915","70.6859227753377","71.1064096483601","71.2606174775867","71.6130028484505","71.722632969395","72.0552973709581","72.1257747580229","72.451818624979","72.8910490335087","73.0430172538614","73.3829319620533","73.5299352331305","73.807306887062","74.1483771541992","74.2199184088499","74.6164391842976","74.753954054888","75.0467083218147","75.3673268474473","75.5528330198231","75.7369735556783","75.8120381246448","75.9601405089024","76.3008612879362","76.4088265255649","76.7194203127755","76.8784316840903","77.1446176906233","77.5053201102213","77.7161346564147","77.9419747822425","78.1959047710653","78.5400017224755","78.6301872436169","78.6520260876688","79.2282370843568","79.3706124651578","79.8031827342776","80.0433253598811","80.2467056158468","80.4506803042872","80.6936098852488","81.1778298195402","81.1741991031391","81.4591871104656","81.8900680344162","81.5193422043975","81.9093542268696","81.8863805892422","82.0055745240526","82.283095808815","81.4949212153593","81.5950293897357","81.7018565021718","",
"Eritrea","ERI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","37.5","37.974","38.393","38.774","39.24","39.554","39.882","40.09","40.38","40.722","41.09","41.483","41.848","42.252","42.243","42.24","42.656","43.175","43.561","43.972","44.585","44.905","44.86","45.323","45.777","46.145","47.075","47.333","48.015","47.828","49.769","50.607","52.465","53.234","54.1","54.914","55.756","56.312","49.158","43.397","56.111","58.298","58.811","59.409","59.899","60.597","61.611","62.116","62.573","63.328","63.787","64.402","64.838","65.067","65.6","66.033","66.289","66.577","67.067","67.3","67.133","66.536","66.604","",
"Spain","ESP","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.1092682926829","69.4804878048781","69.5190243902439","69.6812195121951","70.399756097561","70.8092682926829","71.0551219512195","71.2529268292683","71.5378048780488","71.0575609756098","72.0273170731707","71.630243902439","72.8180487804878","72.6107317073171","72.969756097561","73.3187804878049","73.6426829268293","74.1319512195122","74.2956097560976","74.8187804878049","75.3492682926829","75.5285365853659","76.1341463414634","75.9090243902439","76.2953658536586","76.259512195122","76.5104878048781","76.7280487804878","76.7470731707317","76.8136585365854","76.8375609756098","76.9712195121951","77.41","77.5465853658537","77.9014634146342","77.9807317073171","78.1204878048781","78.6041463414634","78.6658536585366","78.7170731707317","78.9658536585366","79.3682926829268","79.5682926829268","79.619512195122","79.8707317073171","80.1707317073171","80.8219512195122","80.8731707317073","81.1756097560976","81.4756097560976","81.6268292682927","82.4756097560976","82.4268292682927","83.0780487804878","83.2292682926829","82.8317073170732","83.3292682926829","83.2829268292683","83.4317073170732","83.8317073170732","82.3317073170732","83.2292682926829","83.0829268292683","",
"Estonia","EST","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.933512195122","68.9621219512195","68.7918048780488","69.2101219512195","70.0573170731707","69.6807317073171","69.627756097561","69.9401463414634","69.7512195121951","69.2659024390244","69.4100975609756","69.8151707317073","69.5921463414634","69.7994634146342","70.0786097560976","69.3543658536585","68.9256829268293","69.3248292682927","68.9206097560976","68.7858536585366","68.7956341463415","68.9780487804878","69.1268292682927","69.3756097560976","69.2780487804878","69.3804878048781","70.0853658536585","70.6439024390244","70.6975609756098","70.0390243902439","69.4756097560976","69.3731707317073","68.8634146341464","67.909756097561","66.5","67.5439024390244","69.6121951219512","69.809756097561","69.3585365853659","70.0634146341463","70.4170731707317","70.2585365853659","70.9048780487805","71.3170731707317","71.909756097561","72.5682926829268","72.6914634146341","72.8146341463415","73.7707317073171","74.8243902439024","75.4292682926829","76.2292682926829","76.3268292682927","77.1414634146341","77.0341463414634","77.590243902439","77.6414634146342","78.0926829268293","78.2439024390244","78.6463414634147","78.5951219512195","76.9439024390244","77.9439024390244","",
"Ethiopia","ETH","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","40.33","40.995","41.403","41.956","42.275","42.444","40.15","42.692","42.844","42.83","42.815","42.892","41.55","41.635","39.453","39.356","41.895","41.893","41.9","42.807","43.217","43.608","43.767","36.036","36.429","37.364","37.811","45.44","45.061","45.036","44.557","46.13","46.901","47.394","47.861","48.302","48.924","49.514","49.927","49.425","50.538","51.043","51.517","52.533","53.235","54.008","55.149","56.426","57.592","58.804","59.73","60.721","61.543","62.373","62.905","63.649","64.392","64.838","65.412","65.838","65.371","64.975","65.645","",
"European Union","EUU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.0393679335606","69.4387474900277","69.2832856283798","69.642903943806","70.1618216000395","70.2717249286794","70.5828430657739","70.5904192392218","70.5964695779279","70.4224910008336","70.8229368752302","70.9665191021634","71.3511147629022","71.4695160630594","71.7799801106263","71.7996804710644","72.0698003035017","72.3947775467219","72.4857803792619","72.7675763040521","72.7902837603994","73.1258907345799","73.4036453247156","73.4492791809339","73.7408104462142","73.8158201912823","74.0719002476408","74.3248809060861","74.5272504030559","74.6553645594595","74.6983059885902","74.8099449417477","75.1268774145407","75.2553864694995","75.5257225153663","75.6712318641596","75.9240119650164","76.2418663159991","76.5112314121687","76.7451891593384","77.0753049948739","77.4229387287235","77.5309869468717","77.5893105510583","78.1144590605861","78.2713962700467","78.6679816884404","78.9017948981278","79.1252751035821","79.357615138299","79.630013467567","80.1387219651694","80.1576923858525","80.4649382913035","80.8722582400698","80.5688525132732","80.9517504359263","80.9288274367457","81.0294256698864","81.315597211546","80.451933566125","80.3253644910688","80.8009860381263","",
"Fragile and conflict affected situations","FCS","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.2070963368692","46.518121531984","46.8592810749368","47.1596214184417","47.6727259054975","47.7778702824344","47.7502534200805","47.9825583798769","48.4068791346959","48.5081477338156","48.8909358559209","49.4704434395227","49.4799902826394","50.083090949671","50.2239983729475","50.4718370141003","50.9491553255981","51.4481700295307","51.5869958542798","51.8354580742788","52.0602786574891","52.1920449697201","52.1618099627051","51.5585065729046","51.3989454401159","51.5747287366935","52.206151898655","52.6351214924294","52.2045028592231","53.2482866464511","53.2679898651784","53.2686277795663","53.2356535830866","53.6306590687785","54.2543614706034","53.9611395846389","54.0352455940611","54.33314246036","54.1139165740165","54.8413934792367","55.4696263577778","55.6906139838165","56.1090326727382","56.3767191402783","56.6190403886395","57.0094631598967","57.4986468771533","57.9650371286608","57.9808366078806","59.0149104572987","59.2658079152072","59.922829043694","60.1278157034162","60.427502888832","60.6725644469998","60.9705211042924","61.249873616249","61.6159105183906","61.9275060577707","62.2300397029659","61.7330978653128","61.2320175374775","61.7932015299888","",
"Finland","FIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.819756097561","68.8441463414634","68.5778048780488","69.0126829268293","69.2209756097561","68.9778048780488","69.4770731707317","69.6665853658537","69.6163414634146","69.5034146341464","70.179512195122","70.0175609756098","70.7073170731707","71.2236585365854","71.1348780487805","71.6736585365854","71.8129268292683","72.350243902439","72.8970731707317","73.1553658536586","73.44","73.7465853658537","74.2980487804878","74.2009756097561","74.5190243902439","74.2229268292683","74.56","74.5919512195122","74.5770731707317","74.7921951219512","74.8131707317073","75.2275609756098","75.4553658536585","75.7051219512195","76.3956097560976","76.409512195122","76.6934146341464","76.8785365853659","77.0907317073171","77.2912195121951","77.4658536585366","77.9658536585366","78.119512195122","78.3682926829268","78.7146341463415","78.8170731707317","79.2146341463415","79.2634146341464","79.5682926829268","79.719512195122","79.8707317073171","80.4707317073171","80.6268292682927","80.9756097560976","81.1804878048781","81.4804878048781","81.4292682926829","81.6317073170732","81.7341463414634","81.9829268292683","81.9317073170732","81.8853658536585","81.1878048780488","",
"Fiji","FJI","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","57.588","58.199","58.934","59.552","60.219","60.805","61.154","61.576","61.772","61.538","61.713","61.796","61.784","61.022","61.686","61.852","61.975","62.273","62.527","62.941","62.734","62.729","62.793","63.29","63.892","64.526","64.715","64.936","65.149","65.277","65.508","65.643","65.827","65.928","66.125","66.286","66.408","66.448","66.68","66.763","66.31","66.34","65.748","66.177","66.424","66.632","66.855","66.826","66.935","67.089","67.328","67.523","67.552","67.428","67.376","66.844","67.24","67.79","67.81","67.893","67.924","67.114","68.312","",
"France","FRA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.8682926829268","70.1170731707317","70.3146341463415","70.5146341463415","70.6634146341463","70.8121951219512","70.9609756097561","71.1609756097561","71.309756097561","71.4585365853659","71.6585365853659","71.9073170731707","72.1073170731707","72.3560975609756","72.6048780487805","72.8536585365854","73.1024390243903","73.3512195121951","73.6024390243903","73.8512195121951","74.0512195121951","74.3","74.5","74.8","75","75.3","75.6","75.8","76.1","76.3487804878049","76.6","76.8487804878049","77.1","77.3","77.6487804878049","77.7512195121951","77.9536585365854","78.3048780487805","78.6048780487805","78.7560975609756","79.0560975609756","79.1585365853659","79.2609756097561","79.1146341463415","80.1634146341463","80.1634146341463","80.8121951219512","81.1121951219512","81.2146341463415","81.4146341463415","81.6634146341463","82.1146341463415","81.9682926829268","82.219512195122","82.719512195122","82.3219512195122","82.5731707317073","82.5756097560976","82.6756097560976","82.8268292682927","82.1756097560976","82.3243902439024","82.2292682926829","",
"Faroe Islands","FRO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","74.4975609756098","","","","","75.9853658536585","","","","","","","","75.2658536585366","75.4658536585366","75.7146341463415","75.9146341463415","76.1146341463415","76.3634146341464","76.6146341463415","76.9146341463415","77.1658536585366","77.3658536585366","77.5682926829268","77.8219512195122","78.0268292682927","78.2317073170732","78.4365853658537","78.6414634146341","78.8439024390244","78.9439024390244","79.0926829268293","79.290243902439","79.6390243902439","79.9878048780488","80.1365853658537","80.3365853658537","80.6365853658537","80.8878048780488","81.190243902439","81.4414634146341","81.5926829268293","81.7926829268293","82.0439024390244","82.2439024390244","82.4951219512195","82.6463414634146","82.8975609756098","83.0975609756098","83.3","",
"Micronesia, Fed. Sts.","FSM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","56.409","57.11","57.803","58.176","58.532","59.11","59.337","59.873","60.193","60.662","61.035","61.518","61.781","62.139","62.499","62.802","63.092","63.363","63.72","63.78","64.212","64.478","64.821","65.282","65.749","65.97","66.172","66.292","66.859","67.096","67.425","67.619","67.832","68.059","68.095","68.553","68.776","69.229","69.465","69.706","69.769","70.479","69.46","70.76","70.838","70.884","71.093","71.06","71.137","71.112","71.233","71.318","71.398","71.499","71.529","71.408","71.595","71.467","71.318","71.077","70.674","70.71","70.925","",
"Gabon","GAB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.575","47.228","47.838","48.479","49.048","49.752","50.349","50.892","51.439","51.957","52.555","53.073","53.605","54.057","54.567","55.035","55.569","56.089","56.659","57.053","57.454","57.816","58.106","58.601","58.894","59.311","59.641","59.894","60.006","60.265","60.311","60.397","60.545","60.718","60.701","60.704","60.612","60.662","60.79","60.849","61.069","61.27","61.292","61.671","61.838","61.959","62.375","62.618","63.083","63.303","63.898","64.045","64.587","64.776","64.974","65.46","65.802","66.189","66.306","66.603","66.531","65.821","65.694","",
"United Kingdom","GBR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","71.1268292682927","70.8780487804878","70.9268292682927","70.8268292682927","71.6243902439024","71.6243902439024","71.5731707317073","72.1243902439024","71.7243902439025","71.7219512195122","71.9731707317073","72.2731707317073","72.1243902439024","72.3243902439024","72.5243902439024","72.7243902439024","72.7756097560976","73.2243902439024","73.1756097560976","73.2756097560976","73.6756097560976","74.0268292682927","74.1780487804878","74.3780487804878","74.7780487804878","74.6292682926829","74.9292682926829","75.280487804878","75.3804878048781","75.5829268292683","75.8804878048781","76.0829268292683","76.4341463414634","76.3853658536585","76.8853658536585","76.8365853658537","77.0878048780488","77.2109756097561","77.190243902439","77.390243902439","77.7414634146342","77.9926829268293","78.1439024390244","78.4463414634146","78.7463414634146","79.0487804878049","79.2487804878049","79.4487804878049","79.6","80.0512195121951","80.4024390243902","80.9512195121951","80.9048780487805","81.0048780487805","81.3048780487805","80.9560975609756","81.1560975609756","81.2560975609756","81.2560975609756","81.4048780487805","80.3512195121951","80.7","82.0585365853659","",
"Georgia","GEO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","61.222","61.416","61.858","62.228","62.333","62.852","63.075","63.292","63.775","64.205","64.431","64.753","65.072","65.421","65.591","65.874","66.029","66.471","66.695","67.074","67.173","67.634","67.903","67.942","67.994","68.368","68.445","68.251","68.528","68.353","68.389","68.245","67.783","67.656","68.554","68.851","68.974","69.059","69.102","69.319","69.575","69.606","70.024","70.333","70.567","71.13","71.394","71.568","71.332","71.95","72.128","72.39","72.412","72.628","73.099","73.297","73.569","73.57","73.341","73.47","72.765","71.694","71.587","",
"Ghana","GHA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","47.096","47.325","47.405","47.578","47.719","47.778","47.727","47.683","47.57","47.565","47.805","47.798","48.026","48.398","48.777","49.246","49.764","50.085","50.571","50.932","51.117","51.269","51.383","51.622","52.051","52.416","53.125","53.824","54.507","55.191","55.62","56.012","56.231","56.416","56.112","56.565","56.82","57.199","57.6","58.03","58.195","58.107","58.608","59.111","59.191","59.76","59.988","60.224","60.49","60.946","61.157","61.652","62.081","62.42","63.045","63.175","63.89","64.013","64.122","64.74","64.114","63.795","63.945","",
"Gibraltar","GIB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.309","69.234","69.481","69.257","70.168","70.608","69.594","70.983","70.513","70.006","70.605","71.017","70.827","71.375","70.638","71.816","71.39","72.227","72.548","72.71","73.753","73.567","73.342","74.524","75.385","76.013","76.241","74.679","77.36","74.554","77.072","76.994","75.559","78.52","79.164","76.556","77.65","80.343","80.663","81.533","81.37","81.087","80.26","79.694","80.948","81.442","80.393","78.514","80.13","81.243","80.958","81.871","83.366","80.55","81.882","80.427","81.702","81.83","82.154","82.363","82.198","79.329","82.83","",
"Guinea","GIN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","36.547","36.75","36.913","37.164","37.341","37.599","37.84","38.123","38.559","38.723","39.008","39.308","39.673","39.891","40.137","40.591","41.024","41.411","41.901","42.393","42.884","43.324","43.925","44.382","44.946","45.522","45.918","46.417","46.589","46.847","47.004","47.546","48.363","48.962","49.171","49.866","50.544","51.356","52.049","52.356","52.479","52.662","53.278","53.678","54.117","54.632","55.108","55.553","56.044","56.348","56.72","57.019","57.406","57.791","57.886","58.134","58.763","59.109","59.349","59.72","59.327","58.892","58.985","",
"Gambia, The","GMB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","35.098","35.568","35.989","36.496","36.948","37.445","37.898","38.43","38.869","39.349","39.871","40.347","40.915","41.394","41.954","42.444","43.039","43.44","43.583","44.558","45.153","44.476","46.377","46.923","47.493","48.189","48.71","49.409","50.051","50.635","51.319","52.127","52.941","53.748","54.721","55.464","56.009","56.06","56.554","56.816","56.942","57.043","57.08","57.586","58.088","58.394","59.06","59.394","60.082","60.427","60.717","61.526","62.096","62.114","62.269","62.494","63.013","62.995","63.04","63.755","62.612","62.083","62.906","",
"Guinea-Bissau","GNB","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","37.464","37.695","37.932","35.661","35.984","36.383","36.698","37.024","37.361","37.746","38.025","38.368","38.698","39.034","41.757","42.053","42.419","42.718","43.033","43.39","43.754","44.07","44.374","44.635","44.829","45.104","45.446","45.785","46.321","46.7","47.084","47.465","47.92","48.228","48.156","48.952","49.065","47.997","47.716","48.006","50.121","50.445","50.986","51.405","52.15","52.249","53.371","54.155","54.646","55.541","56.23","56.967","57.69","58.232","58.61","59.128","59.674","60.066","60.502","60.882","59.999","59.652","59.861","",
"Equatorial Guinea","GNQ","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","41.729","41.994","42.258","42.546","42.749","43.054","43.264","43.532","43.731","30.076","30.248","36.263","43.284","43.477","40.186","35.812","28.921","40.501","40.793","41.653","47.563","48.109","48.596","49.007","49.208","49.683","50.039","50.279","50.504","50.668","50.86","50.969","51.113","51.308","51.415","51.592","51.727","52.061","52.382","52.752","53.226","53.636","54.085","54.581","55.036","55.464","56.046","56.54","57.074","57.431","57.878","58.412","58.865","59.224","59.595","60.103","60.479","60.821","61.191","61.644","60.708","60.594","61.19","",
"Greece","GRC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.3","70.3158536585366","70.2549756097561","70.6105365853659","70.5693902439025","71.4283170731707","71.7527073170732","71.2987804878049","71.4301951219512","72.0043414634146","72.7708048780488","73.0095609756098","72.7826829268293","72.9819756097561","73.4155853658537","73.3763658536586","73.634","73.6708048780488","74.358756097561","74.6210731707317","74.5462682926829","74.9574390243902","75.2505365853659","75.5177317073171","75.7743902439024","76.0829024390244","76.4826585365854","76.2798536585366","76.980756097561","76.6878048780488","76.9390243902439","77.1365853658537","77.3829268292683","77.390243902439","77.6390243902439","77.5853658536585","77.6853658536585","78.1365853658537","77.8390243902439","77.9878048780488","77.8878048780488","78.3878048780488","78.6414634146341","78.8414634146341","79.0390243902439","79.2390243902439","79.4390243902439","79.4390243902439","79.9390243902439","80.1878048780488","80.3878048780488","80.7317073170732","80.6341463414634","81.2853658536585","81.3853658536585","81.0365853658537","81.3878048780488","81.2878048780488","81.7878048780488","81.6390243902439","81.2878048780488","80.0829268292683","80.6365853658537","",
"Grenada","GRD","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.76","61.792","62.877","64.077","64.841","64.728","64.655","64.654","65.498","65.857","66.216","66.479","66.822","67.217","67.583","67.971","68.151","67.475","67.668","67.9","68.144","68.45","68.712","64.219","69.32","69.58","69.77","69.939","70.165","70.419","70.683","70.974","71.291","71.576","71.786","72.109","72.331","72.568","72.805","72.903","72.783","73.118","73.167","73.188","71.788","73.521","73.7","74.317","74.656","75.036","74.999","75.295","75.042","75.116","74.985","75.013","74.762","74.765","74.808","74.863","74.924","74.936","75.335","",
"Greenland","GRL","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","63.4146341463415","63.9548780487805","63.449756097561","63.0748780487805","63.1926829268293","63.3","63.4665853658537","63.8336585365854","64.2487804878049","64.6541463414634","64.5824390243903","64.6675609756098","65.0682926829268","65.0317073170732","65.1960975609756","65.5853658536585","65.9009756097561","65.6441463414634","65.7673170731707","65.7980487804878","66.1570731707317","66.4975609756098","66.0990243902439","66.1965853658537","66.6117073170732","67.1817073170732","67.7263414634146","68.2351219512195","68.6165853658537","69.0482926829268","69.37","69.779512195122","70.0807317073171","70.2648780487805","70.5463414634146","70.8385365853659","71.0609756097561","71.4790243902439","71.8385365853659","71.9321951219512","71.9675609756098","71.9443902439024","71.8507317073171","71.8139024390244","71.5404878048781","",
"Guatemala","GTM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","45.808","46.47","46.995","47.407","47.712","47.814","47.764","47.984","48.298","48.548","49.439","50.484","51.638","53.003","54.039","54.824","49.169","55.816","55.963","56.185","56.024","55.972","50.134","58.718","59.558","60.203","60.772","61.432","62.029","62.374","62.473","62.725","62.913","63.349","63.726","64.195","64.863","65.536","66.114","66.869","67.446","67.946","68.386","68.797","69.165","69.168","69.812","70.1","70.356","70.641","70.878","71.177","71.463","71.728","71.964","72.103","72.355","72.551","72.726","73.129","71.797","69.237","68.674","",
"Guam","GUM","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","60.897","61.395","61.708","62.359","62.878","62.893","62.778","63.566","64.152","64.545","64.825","65.193","65.351","65.752","66.01","66.577","67.032","67.922","68.686","69.579","69.861","70.077","70.32","70.59","70.819","71.069","71.325","71.564","71.885","72.164","72.473","72.497","72.718","72.952","73.058","73.29","73.092","73.349","73.632","74.066","74.417","75.41","75.793","76.504","76.923","77.182","77.136","77.098","77.185","77.094","76.879","76.872","76.707","76.72","76.749","76.616","76.877","77.155","77.439","77.717","76.612","76.656","78.33","",
"Guyana","GUY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","58.034","58.46","58.864","59.202","59.494","59.742","59.937","60.113","60.256","60.38","60.469","60.555","60.636","60.683","60.76","60.819","60.892","60.955","61.052","61.133","61.229","61.311","61.406","61.491","61.589","61.66","61.797","61.947","62.085","62.238","62.415","62.622","62.787","63.152","63.372","63.136","63.205","63.356","63.9","64.17","64.483","64.788","64.728","64.6","64.93","65.132","65.667","66.254","66.288","66.563","66.743","66.982","67.23","67.473","67.882","68.201","68.384","68.667","68.896","69.124","68.486","65.673","65.989","",
"High income","HIC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.3402813804568","68.7151291873551","68.632768980067","68.9036661060483","69.4066788354591","69.4510686402414","69.6868767734347","69.8812546899003","69.7579405164469","69.7867699333995","70.2122341192906","70.5109252270123","70.7058189403143","70.8676925042609","71.206238393457","71.3996710931636","71.6031414813296","71.9294230759809","72.0620375340456","72.3207767765326","72.3348378756239","72.6899500424746","73.0341629903633","73.1005640952635","73.2902976790387","73.4637531773542","73.8718796182777","74.1141076908389","74.2126595364503","74.3727180617234","74.4629600139415","74.5749040214714","74.6068863895335","74.4348472389857","74.6282076103215","74.7144049512423","75.1779334006386","75.5685531917317","75.7912437384945","75.8046808025112","76.0316587774249","76.2970374568881","76.4218888164917","76.527794850993","76.9695177422752","77.0896390001084","77.5185760631902","77.8292090136335","78.0221490327658","78.3759681628538","78.5656605791313","78.9029962222582","79.053126183839","79.2817211833037","79.5269434281654","79.472886256175","79.6665154276177","79.789477231299","79.8972919078753","80.1395351006223","79.1433131408218","78.7980877171883","79.5066307772331","",
"Hong Kong SAR, China","HKG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","65.8662926829268","66.5588780487805","66.9771707317073","67.6857317073171","68.4460975609756","69.2512195121951","69.5388780487805","69.9254390243902","70.3558292682927","70.5685609756098","71.0499512195122","71.4680487804878","71.4509756097561","72.090243902439","72.5978048780488","73.3621951219512","72.7890243902439","73.3492682926829","73.5407317073171","73.6631707317073","74.6534146341464","75.3490243902439","75.4385365853659","75.2863414634146","76.009512195122","76.4292682926829","76.6843902439024","76.8978048780488","77.0834146341464","77.0287804878049","77.3707317073171","77.8729268292683","77.6734146341464","78.0160975609756","78.5436585365854","78.6787804878049","79.6275609756098","80.1121951219512","80.1068292682927","80.3726829268293","80.8731707317073","81.4192682926829","81.4521951219512","81.3434146341464","81.7992682926829","81.6090243902439","82.3848780487805","82.3668292682927","82.3404878048781","82.7751219512195","82.9575609756098","83.4119512195122","83.450243902439","83.8312195121951","83.9356097560976","84.2526829268293","84.2114634146342","84.6956097560976","84.869756097561","85.1558536585366","85.4963414634146","85.5326829268293","83.6609756097561","",
"Honduras","HND","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.317","48.73","49.668","50.25","50.812","51.465","52.091","52.632","53.355","53.896","54.44","54.966","55.607","54.415","52.313","57.548","58.158","58.746","59.334","59.908","60.485","61.016","61.527","62.137","62.642","62.996","63.591","64.032","64.345","64.856","65.243","65.752","65.991","66.251","66.574","67.139","67.439","67.777","62.721","68.422","68.662","69.006","69.366","69.507","69.796","70.104","70.261","70.376","70.441","70.911","71.088","71.439","71.734","71.963","72.259","72.487","72.588","72.692","72.814","72.881","71.462","70.123","70.728","",
"Heavily indebted poor countries (HIPC)","HPC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","40.7228196437522","41.0511410765648","41.6028814945301","41.7424549091141","42.2344816993841","42.3810944786519","42.3191744029338","42.9558649446878","43.2883571272548","43.5457293165046","43.8606369173155","44.2141869341643","44.0191375377364","44.7666197686294","44.8145543853374","45.1787986686206","45.8480160088456","46.2146122656592","46.3922117443907","46.7986316468944","47.2084596412075","47.5081006044295","47.7196595762098","46.5198693080718","46.3788608777802","46.7429369981511","47.5759796593442","48.2741665320549","48.0737409456987","49.1659554443801","49.2023083217112","49.1984592708466","49.1708066735544","49.7849187311367","50.1740156218678","50.6652666417194","50.7828800876455","51.1310379421367","50.9367970994044","51.8390548270966","52.6625081599448","53.1300128522497","53.6264598838266","54.2187702123657","54.7233194253866","55.3888240751541","56.2177608214154","56.8733192763476","57.4854888623374","58.2246745354993","58.5667789556697","59.4601827306223","60.062299650117","60.627440516915","61.1306119676107","61.5946681585434","62.1416585294314","62.5295170404504","62.9271549736672","63.3181064572701","62.7448243467892","62.2852723862781","62.8252840639938","",
