Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,341011330,337310877,339877862,348167169,356198706,364646229,374829786,384485211,394580628,405501096,416835310,428444433,439112280,449252980,458604540,466728314,473959602,480410995,486817376,493295797,499472148,505869564,513347110,520796989,527661546,534909219,542972673,551837452,560909187,569723655,578352840,586507148,593915998,600951517,607940432,614729283,621344315,627871814,634060140,639715135,644931057,649783015,654286852,658502230,662546994,666566056,670397796,674017492,677590179,681059114,684433912,688232696,692938430,697569984,701947368,705965479,709903858,714009290,717099161,719412319,720786535,721006989,720456300,719169536
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,1855746,1926803,2003567,2084675,2169132,2256789,2347732,2442174,2540713,2645810,2760807,2887383,3025076,3171537,3324929,3484792,3628302,3757132,3894952,4042181,4199333,4365241,4538800,4718939,4905419,5097934,5295593,5498186,5707462,5926878,6158776,6403080,6658849,6924480,7198195,7480660,7772492,8073712,8381406,8656027,8895207,9133072,9369369,9603509,9836981,10072183,10309923,10550398,10815156,11105397,11401454,11702300,12001380,12294107,12612624,12966286,13331786,13697423,14056256,14413901,14767493,15121701,15491846,15869633
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,2521567,2548816,2592515,2652264,2713798,2777731,2844763,2915534,2990633,3070383,3154560,3242885,3335104,3430846,3530024,3632494,3733590,3833470,3941733,4056078,4192846,4345358,4451785,4545385,4675431,4819002,4968768,5124504,5282136,5441504,5606417,5774413,5944334,6118130,6294468,6471770,6650450,6831176,7016578,7207708,7402949,7603274,7813274,8032587,8259516,8493481,8733151,8984300,9247586,9518543,9796361,10079150,10368264,10664978,10993641,11344974,11689960,12026768,12364936,12713836,13064540,13415332,13772296,14140585
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,7295596,7497749,7707028,7925614,8150882,8387727,8642597,8912269,9191085,9474515,9762123,10045139,10327120,10619668,10919558,11225093,11531247,11838837,12225428,12677459,13095531,13496498,13921537,14384023,14887311,15403826,15910958,16434517,16982527,17539725,18142432,18766357,19419833,20133451,21117459,22018611,22442600,22800082,23418903,24204204,24987038,25793297,26594994,27384570,28206336,29091169,30007351,30934868,31887904,32894105,33964787,35103738,36301648,37563541,38864907,40175367,41630029,43187408,44662433,46104700,47616599,49185125,50798301,52483883
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,523419,537176,551497,566474,582184,598649,615907,633922,652771,672527,693178,714808,737446,760972,785207,807140,826472,845928,865548,885200,904909,924828,944780,964418,988873,1018783,1049524,1081133,1113482,1146785,1180711,1215527,1251186,1289599,1329188,1367967,1407310,1436608,1466963,1507459,1567367,1628784,1668686,1716978,1777731,1843982,1915267,1987462,2054563,2138890,2229859,2303914,2369540,2428079,2487644,2548660,2611267,2675610,2741740,2808562,2876520,2946068,3017464,3091229
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,7771209,8018493,8273498,8534320,8799798,9069523,9340471,9611124,9880746,10147043,10410304,10666932,10919767,11174927,11430947,11688282,11946933,12215636,12494975,12777886,13072046,13375805,13687577,14011464,14336946,14646940,14948029,15252450,15560724,15875265,16197632,16515771,16834498,17162346,17493607,17821401,18140058,18458959,18784170,19104954,19411115,19708939,20005151,20301319,20595401,20880218,21153219,21416887,21670024,21918269,22163441,22396798,22616962,22827016,23026431,23221563,23448707,23789069,24229130,24664044,25013101,25273270,25533693,25818556
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,97546,99290,101037,102778,104511,106187,108038,110629,113828,117230,120865,124776,128977,133466,138233,143190,148239,153352,158463,163518,168418,173092,177770,182624,187625,192768,198026,203351,208732,214191,219671,224798,229261,233335,237344,241332,245349,249425,253578,258353,263993,270197,276779,282498,287906,294034,300233,306493,312871,319396,326068,332922,339950,347714,356095,364397,372617,380484,388069,395681,403523,411524,419558,427697
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,99183,101823,105561,109740,114012,118406,122959,127698,132638,137764,142441,145386,146525,147106,147767,148543,149313,149964,150581,151203,152276,154314,156907,159522,162095,164663,167264,169885,172517,175360,179406,184359,189155,193815,198327,202642,206742,210698,214537,218247,222057,226100,230121,233959,237640,241215,244737,248191,251493,254591,256964,258083,258510,258836,259089,259335,259635,260042,260565,261208,261787,262888,264410,265691
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,667110,692568,718581,744888,771283,797632,823808,849711,875017,899982,924970,949880,974836,999969,1025647,1052147,1079577,1108070,1137648,1168470,1200417,1233343,1267410,1302645,1338975,1376260,1414077,1451961,1489780,1527647,1566169,1605438,1645103,1685020,1724969,1764885,1804514,1843493,1881776,1919392,1955690,1990209,2022714,2053493,2083366,2113180,2142452,2171084,2200182,2229289,2256689,2283070,2309765,2335593,2360755,2385764,2409720,2432341,2454074,2474298,2490812,2502349,2512039,2523133
Caribbean small states,CSS,"Population, male",SP.POP.TOTL.MA.IN,838206,858520,879184,901462,922960,943413,964085,985034,1006338,1027659,1047254,1064780,1077636,1085914,1093394,1100548,1107521,1114234,1120402,1125905,1131753,1137979,1144122,1150412,1156860,1163583,1170151,1175893,1181670,1187705,1192725,1199208,1208801,1218746,1229155,1242092,1256406,1270771,1285180,1299457,1313189,1326362,1339423,1352291,1363203,1372207,1381280,1390682,1400180,1409524,1418167,1426221,1435027,1444999,1455073,1464874,1474675,1484033,1504301,1519231,1523016,1531033,1540054,1549691
Cuba,CUB,"Population, male",SP.POP.TOTL.MA.IN,3697337,3769960,3845024,3923587,4004255,4085352,4165699,4244483,4322202,4400080,4478450,4556708,4631243,4699025,4760376,4815009,4862698,4903318,4937037,4964296,4986103,5007232,5036012,5072716,5111837,5152157,5194278,5238446,5285880,5335352,5383926,5426188,5459518,5486211,5505251,5519129,5531741,5543867,5555903,5567712,5578929,5589389,5599564,5610062,5619685,5626237,5628734,5627645,5624560,5620775,5616912,5613783,5611512,5608014,5600578,5593658,5586840,5575242,5561949,5546807,5530297,5497667,5461345,5438940
Curacao,CUW,"Population, male",SP.POP.TOTL.MA.IN,62026,62601,63688,64852,65935,66934,67583,68251,69260,70327,71327,72556,72609,72105,72710,72984,73005,72922,72261,71898,71863,72020,72608,73006,73264,73510,73363,72659,71479,70246,69384,68782,68417,68462,68475,68567,68958,69087,67739,65187,62389,60034,60006,61090,61987,63437,64953,66107,66798,67083,67778,68518,69074,70110,71262,72354,73213,73493,75288,75535,73637,72451,71330,70330
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,3985,4072,4162,4258,4356,4454,4555,4663,4768,4870,5050,5346,5684,6026,6366,6704,7040,7372,7694,8018,8384,8793,9210,9632,10057,10485,10915,11350,11778,12226,12776,13410,14057,14714,15382,16061,16742,17417,18082,18744,19437,20151,20869,21585,22291,23002,23722,24450,25185,25929,26679,27467,28292,29112,29925,30727,31512,32283,33041,33786,34513,35243,35969,36676
Cyprus,CYP,"Population, male",SP.POP.TOTL.MA.IN,287604,292109,295306,298424,301233,304034,307154,310428,313728,317100,320598,324282,328178,330658,327902,324642,326559,330462,334432,338514,342751,347170,352209,358218,364609,370914,377172,383363,389444,395411,401277,407004,413083,421058,430327,439304,448074,456685,465146,473470,481676,489869,498433,507399,516457,525528,534596,543672,552752,561858,571052,580274,589502,598543,607316,616000,624634,633043,641146,649029,656652,663943,670825,677602
Czechia,CZE,"Population, male",SP.POP.TOTL.MA.IN,4658128,4649041,4666767,4688556,4716174,4741229,4761018,4775639,4785929,4794261,4774144,4757578,4776450,4803050,4835735,4870263,4903193,4933161,4960781,4986107,4992971,4992117,4999603,5004888,5009064,5013335,5016821,5020322,5024895,5028373,5015151,5003704,5010127,5017096,5021181,5020113,5015890,5011890,5008552,5004932,4992561,4976605,4970910,4973399,4978744,4989646,5007417,5040781,5086751,5119889,5138869,5152428,5161869,5166233,5174257,5187182,5199879,5216277,5236223,5259110,5273457,5178895,5261543,5356990
Germany,DEU,"Population, male",SP.POP.TOTL.MA.IN,33868735,34197790,34563618,34961655,35337334,35750080,36097322,36246579,36423965,36816441,37004156,37107044,37338340,37500521,37520167,37337003,37151482,37068518,37056538,37117879,37265366,37373283,37354157,37270389,37157453,37103828,37175791,37325446,37565434,37935632,38345535,38703110,39099256,39431574,39587975,39725382,39865113,39878878,39887197,39967258,40012676,40080182,40155137,40165960,40148878,40097557,40098225,40127064,40059906,39928618,39844741,39148009,39307033,39505086,39731726,40209411,40638749,40801842,40935223,41031295,41060242,41072019,41369285,41119651
Djibouti,DJI,"Population, male",SP.POP.TOTL.MA.IN,42584,44245,46168,48438,51071,53986,57045,60203,63472,67349,71856,76797,82311,88358,95384,103965,114303,126152,138770,150929,161514,170088,176982,183299,190522,199802,211582,225555,240559,259887,287836,313450,310829,304928,311175,314401,322070,333829,347622,360084,371669,383697,395834,404786,411031,417458,425642,434897,443866,453134,462375,471410,480386,489296,498099,506738,515247,523678,532032,540277,548317,556130,563858,571602
Dominica,DMA,"Population, male",SP.POP.TOTL.MA.IN,27362,27782,28183,28598,29032,29486,29970,30480,31020,31579,32099,32558,33002,33442,33871,34291,34694,35068,35406,35699,35928,35994,35895,35764,35629,35479,35306,35097,34864,34609,34303,34111,34138,34220,34276,34309,34315,34292,34238,34133,33959,33863,33941,34063,34161,34246,34316,34361,34383,34406,34425,34514,34545,34776,35035,35065,34773,34342,34194,34052,33900,33710,33498,33298
Denmark,DNK,"Population, male",SP.POP.TOTL.MA.IN,2271182,2287003,2304934,2322881,2341227,2358910,2377513,2396371,2410628,2424395,2446226,2465030,2477514,2491497,2500952,2505269,2509789,2516286,2522671,2527253,2528557,2525971,2522480,2519520,2517453,2518788,2523280,2527029,2528120,2529397,2533516,2540476,2549582,2559074,2568446,2582802,2598547,2610240,2620494,2629757,2639215,2649233,2658273,2666242,2673672,2681552,2691261,2704663,2722326,2737594,2749827,2761538,2772660,2785446,2801573,2824417,2848991,2868222,2882655,2892868,2900774,2913810,2935909,2955957
Dominican Republic,DOM,"Population, male",SP.POP.TOTL.MA.IN,1646978,1699347,1752633,1806786,1861912,1916182,1971698,2030219,2089306,2149156,2210203,2272608,2336398,2401576,2467589,2533909,2600762,2668319,2736588,2805617,2875436,2945240,3014637,3084710,3155539,3226066,3296249,3366632,3437907,3510794,3584759,3658555,3731765,3804691,3877631,3950220,4021960,4091825,4159171,4226245,4294340,4361464,4426511,4489829,4551209,4610699,4668382,4725305,4783565,4843755,4904853,4965802,5026206,5085957,5145013,5203140,5259814,5315838,5371949,5426421,5480943,5535229,5586214,5634533
Algeria,DZA,"Population, male",SP.POP.TOTL.MA.IN,5765859,5876170,5986357,6105998,6241999,6377641,6512386,6657199,6807720,6961928,7118513,7278887,7445681,7620327,7803948,8087808,8476719,8794104,9041577,9309759,9599575,9912513,10246235,10599379,10968693,11350883,11733256,12092639,12433630,12762969,13078798,13389419,13717909,14054099,14370989,14674880,14970666,15260838,15505040,15712154,15925099,16136100,16342428,16551159,16774177,17011030,17264374,17545719,17861443,18202087,18554453,18914428,19287278,19672215,20068367,20476385,20894164,21316231,21724797,22118793,22490324,22848428,23206874,23549235
East Asia & Pacific (excluding high income),EAP,"Population, male",SP.POP.TOTL.MA.IN,454862779,454340283,460179251,471877335,483404885,495199584,508687371,521866231,535586878,550219333,565232746,580524121,594934913,608830540,621904762,633679898,644597514,654829263,665089891,675562010,685913090,696611602,708542035,720626526,732219117,744131337,756732683,770123068,783762801,797137837,810359102,823126528,835154897,846842857,858442558,869875263,881142682,892333960,903138304,913115766,922422192,931316640,939746668,947826116,955660556,963445146,971160164,978892367,986610104,994137103,1001651581,1009607681,1018544948,1027373928,1035761303,1043624296,1051317520,1059078090,1065570928,1071111969,1075525813,1078396813,1080388471,1081763112
Early-demographic dividend,EAR,"Population, male",SP.POP.TOTL.MA.IN,494797294,507743475,521033013,534620927,548589717,562447481,576226485,590611907,605368811,620319487,635770061,650963738,666512886,683174945,700319646,717956551,735900608,754120958,772464066,791590503,811922312,833489560,855633314,877775678,900165653,922817960,945780338,969043902,992576337,1016256582,1041490361,1065888439,1089478139,1112896369,1135136509,1157383334,1181134871,1205115701,1229089828,1252810372,1276676345,1300685911,1323905288,1346970372,1370569464,1393923629,1417308355,1440531716,1463465660,1486494444,1509381064,1532812344,1555746941,1578424649,1600139416,1622125898,1643460090,1663677575,1683420438,1703640510,1724145527,1741747529,1760877278,1780789311
East Asia & Pacific,EAS,"Population, male",SP.POP.TOTL.MA.IN,527474822,528171869,535341253,548383530,561281947,574466252,589257932,603588131,618599164,634660696,651111157,668394734,684323197,699700742,714276504,727411195,739533940,750921582,762304335,773964644,785444681,797291898,810336464,823456612,835978036,848739592,862135730,876333653,890765662,904951734,918935281,932530968,945273157,957655088,969973142,982101812,994147789,1005977725,1017402315,1027880241,1037683535,1047105433,1055975685,1064391845,1072495148,1080512346,1088631838,1096895010,1105217954,1113157720,1121018981,1129227332,1138457553,1147542133,1156213600,1164370214,1172379602,1180394588,1187157051,1192965471,1197373461,1199703006,1201425454,1203196804
Europe & Central Asia (excluding high income),ECA,"Population, male",SP.POP.TOTL.MA.IN,60942278,62362804,63771820,65184858,66594701,67956141,69315631,70677621,72021799,73354389,74562200,75843360,77235261,78593503,79935270,81242997,82507109,83748079,84974147,86131583,87370310,88610962,89889772,91251370,92645657,94026931,95425321,96838156,98242761,99648480,100923648,101936244,102884275,103561903,104004295,104369123,104787260,105077201,105225166,105399032,105815485,106277842,106760390,107271524,107795552,108283354,108832736,109160488,109961351,110881020,111855598,112828651,113815654,114877584,115964248,117040973,118151095,119234715,120331924,121474735,122395467,123171819,122586205,121823281
Europe & Central Asia,ECS,"Population, male",SP.POP.TOTL.MA.IN,316555155,320574364,324663845,328773383,332881062,336855470,340341840,343735830,347030643,350364405,353219532,356102345,359430526,362626958,365649824,368472770,371218278,373918760,376616908,379269502,382083555,384793173,387225195,389643475,392156550,394690909,397335066,400124094,402811538,405457352,407797699,409827207,411699345,413216967,414233499,415054260,415791409,416275525,416674355,417120708,417550450,418057218,418811064,419889709,421089644,422239170,423537369,424863988,426679546,428375529,430004127,431141786,433061788,435275773,437524815,439801019,442104583,444094052,446000130,447689258,448932224,449030364,449309119,449190178
Ecuador,ECU,"Population, male",SP.POP.TOTL.MA.IN,2289142,2355254,2424067,2495591,2569941,2647162,2727269,2810155,2895717,2983787,3074155,3166742,3261439,3358099,3456528,3556589,3658213,3761471,3866418,3973048,4081849,4192665,4305172,4420086,4537678,4656325,4774182,4891158,5007131,5122766,5238654,5352836,5466469,5578274,5686942,5795705,5905520,6015260,6125003,6234605,6343673,6454328,6567993,6684584,6802233,6920222,7039369,7159809,7282106,7406566,7531114,7655261,7777938,7895413,8009667,8125597,8245438,8372918,8517638,8661859,8760001,8821568,8888825,8964951
"Egypt, Arab Rep.",EGY,"Population, male",SP.POP.TOTL.MA.IN,13504180,13853135,14220831,14598309,14981791,15366488,15753275,16144385,16541873,16945561,17348705,17751707,18164052,18585445,19020289,19477457,19943822,20428642,20944583,21483962,22062069,22673949,23318736,24024135,24771618,25532017,26285933,27043653,27828723,28620102,29520810,30389046,31141752,31886163,32588228,33286910,33987598,34700136,35475003,36286980,37085728,37884068,38686754,39500066,40316294,41129624,41923213,42696483,43472207,44273478,45104003,46048544,47092941,48189501,49290447,50313586,51327304,52358181,53361197,54305284,55193553,56026138,56867200,57830587
Euro area,EMU,"Population, male",SP.POP.TOTL.MA.IN,129437408,130655422,131890156,133160414,134457019,135756474,136918624,137905659,138877585,139977410,140915080,141829671,142904884,143906338,144750902,145424618,146016095,146600127,147220262,147882572,148641474,149321558,149711025,150012528,150242970,150524596,150929581,151423105,152012821,152737487,153512820,154229576,154977739,155682247,156130365,156517742,156932789,157239932,157585436,158047040,158524026,159046326,159843232,160725704,161634179,162474941,163303756,164256251,165072351,165551922,165876549,165511062,165920426,166533456,167123707,167741174,168365121,168771426,169219720,169462026,169739696,169855455,170632290,171172087
Eritrea,ERI,"Population, male",SP.POP.TOTL.MA.IN,478719,489903,501678,514000,526766,539947,552923,566265,580590,595361,610740,626759,642977,659370,675435,691019,708029,726620,745735,765449,786036,807558,829688,849311,866376,883740,901895,923183,947472,971313,993713,938654,879996,908808,937974,993900,1045729,1057713,1070295,1082137,1096507,1129129,1169826,1220522,1272943,1304622,1325992,1346093,1382874,1418871,1447728,1474564,1493996,1512848,1523405,1528741,1538459,1551427,1572793,1596682,1622323,1651920,1681805,1712524
Spain,ESP,"Population, male",SP.POP.TOTL.MA.IN,14792387,14940966,15087876,15229030,15388865,15563871,15730988,15932482,16148416,16314544,16503691,16710903,16904004,17100133,17306865,17514220,17708547,17899371,18079900,18245822,18396597,18532478,18649108,18743719,18824503,18894144,18950019,18996896,19033389,19057046,19068162,19112534,19208104,19310711,19405118,19492226,19574129,19657311,19741103,19823612,19914814,20055119,20359794,20765105,21162239,21560238,21952718,22389510,22771075,22967319,23052739,23111849,23097470,22988864,22895244,22861746,22865027,22901851,22991112,23152099,23263106,23285859,23451633,23738661
Estonia,EST,"Population, male",SP.POP.TOTL.MA.IN,534227,542520,552274,562344,572783,582895,591407,598157,605706,614101,622290,630941,639020,646120,652588,658561,664066,669710,674990,679368,684114,689564,695180,700619,705884,711273,717323,723874,729283,732996,734414,731179,716689,696948,681594,668943,658733,651239,645306,647717,651133,646694,642114,637689,633556,629786,626053,623129,621672,621055,620256,618933,617177,615557,614662,615923,617129,619342,623419,627522,629931,631170,640136,650852
Ethiopia,ETH,"Population, male",SP.POP.TOTL.MA.IN,10491324,10745347,11015348,11299740,11598451,11911358,12222850,12547078,12896201,13253698,13622111,13997912,14375586,14761778,15146698,15518758,15911881,16217471,16491740,16736586,16829297,17257966,17943256,18456011,18951059,19508029,20116078,20843357,21709888,22595268,23479140,24560664,25661676,26617513,27596139,28583540,29572110,30565784,31570831,32597938,33640493,34709319,35813001,36940037,38088967,39258804,40449674,41668087,42902254,44145198,45420163,46735469,48068955,49395636,50737959,52115091,53539959,55012166,56508480,58042248,59626568,61227788,62841233,64486162
European Union,EUU,"Population, male",SP.POP.TOTL.MA.IN,172118160,173671589,175258070,176905381,178606435,180248625,181748966,183156415,184503490,185930919,187124975,188261239,189636026,190950317,192145928,193214059,194188117,195127942,196048942,196971075,197983397,198904880,199527498,200039683,200471274,200935532,201509341,202168922,202893716,203642498,204384104,205027975,205699894,206412710,206880596,207251959,207609165,207844421,208114658,208496906,208707965,208969655,209472438,210248675,211078009,211846211,212618490,213454123,214171599,214600410,214875693,214588502,215000762,215605009,216199835,216831853,217472662,217909370,218382638,218647617,218875965,218370021,219023451,219524517
Fragile and conflict affected situations,FCS,"Population, male",SP.POP.TOTL.MA.IN,119610926,122229790,124965952,127796659,130704724,133679199,136713131,139831559,143051389,146345129,149689865,153165137,156765228,160524911,164452288,168462438,172570335,176711676,181147913,185793648,190242364,194494521,199015896,203795694,208747964,213861108,218962458,224158228,229416031,234912019,241441409,247152552,253576218,260572749,268100869,275443542,281900219,288256797,295031778,302072192,309095521,316364846,324314561,332593301,340833368,349285443,357916847,366544095,375582086,385115642,394848262,404730751,414857097,425094236,435114962,444900115,454899345,465117426,475454685,486060297,497003409,508021051,517855427,528275679
Finland,FIN,"Population, male",SP.POP.TOTL.MA.IN,2133477,2150133,2166063,2182464,2195586,2203867,2212921,2225454,2235921,2234786,2224998,2226928,2241497,2255590,2268000,2277992,2284290,2291084,2298294,2303859,2310882,2321211,2335213,2350048,2363216,2373514,2381814,2389345,2397093,2407039,2419481,2434639,2450164,2463743,2475947,2486709,2496180,2504887,2512633,2519599,2526248,2533557,2541371,2549037,2557593,2567286,2578114,2590345,2604302,2618447,2631847,2645603,2659707,2673597,2686203,2696751,2706952,2715752,2721217,2725782,2731048,2738486,2746486,2759480
Fiji,FJI,"Population, male",SP.POP.TOTL.MA.IN,209393,215423,221767,228433,235264,242243,249022,254975,260308,265476,270421,275108,279509,283589,287429,291305,295825,301802,308877,316211,323711,331413,339364,347551,355962,364497,372312,377961,382102,386020,389628,392910,395867,398464,400747,402823,405431,409746,415006,419993,424726,429254,433658,437966,442227,446449,450646,454597,457183,458461,459388,460003,460246,460254,460158,459885,459495,458613,457086,455233,454673,455108,456267,458652
France,FRA,"Population, male",SP.POP.TOTL.MA.IN,23024156,23283662,23537981,23787597,24048269,24284590,24499480,24702667,24902003,25134010,25399027,25667346,25912355,26143967,26330065,26445856,26540050,26648174,26753231,26859129,26991439,27146248,27236268,27363172,27472413,27586490,27711841,27851277,28003598,28165411,28313899,28451028,28586255,28700381,28796037,28888377,28981750,29077043,29201902,29366133,29552867,29755132,29959666,30161243,30370620,30584787,30796512,30993290,31167182,31328695,31487956,31639565,31793390,31961757,32107190,32205870,32293424,32396242,32514459,32632722,32745186,32868819,32983228,33098317
Faroe Islands,FRO,"Population, male",SP.POP.TOTL.MA.IN,17711,17959,18193,18440,18702,18984,19243,19440,19613,19779,19955,20177,20425,20674,20936,21199,21454,21689,21939,22218,22494,22769,23040,23300,23544,23829,24049,24338,24667,24978,24853,24670,24551,24086,23120,22538,22517,22799,23081,23331,23661,24136,24521,24904,25108,25110,25106,25122,25201,25334,25093,24888,24817,24846,24983,25247,25526,25887,26329,26773,27192,27596,27928,28178
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,21889,22669,23477,24244,24958,25704,26488,27281,28089,28933,29823,30685,31513,32370,33257,34082,34858,35675,36665,37827,39019,40226,41455,42705,43968,45251,46548,47857,49005,49980,50941,51894,52942,54081,55058,55569,55721,55801,55837,55873,56000,56172,56231,56159,55973,55697,55318,54846,54336,53804,53569,53645,53737,53846,53981,54135,54309,54507,54710,54888,55187,55517,55739,55975
Gabon,GAB,"Population, male",SP.POP.TOTL.MA.IN,248121,250934,253969,257223,260680,264363,268312,272514,276979,282388,288578,294738,300958,307400,314183,321371,329022,337144,345720,354729,364178,374120,384530,395377,406640,418288,430330,442791,455658,468835,482265,495949,509884,524055,538380,552900,567702,582848,598457,614596,631439,649099,667617,687084,707736,729918,753833,779523,806924,836247,867784,901448,936678,972535,1007653,1040772,1071513,1100240,1128011,1155601,1182718,1209288,1235742,1262242
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,25312740,25534914,25789866,26012327,26197333,26373308,26523183,26668441,26797084,26908751,27025789,27157404,27263049,27323970,27352152,27360725,27358678,27346847,27345633,27373386,27407572,27411411,27395187,27431430,27498996,27548663,27597465,27667483,27599370,27525127,27606153,27686519,27796319,27899750,27973294,28058028,28143586,28227253,28320210,28428194,28548939,28682562,28826723,28981945,29166834,29386494,29624501,29881244,30143152,30395758,30663244,30931756,31167774,31397205,31652313,31933707,32207423,32446280,32656728,32857967,32995645,32982002,33367124,33648677
Georgia,GEO,"Population, male",SP.POP.TOTL.MA.IN,1721350,1749600,1777405,1804915,1831723,1857041,1871874,1876411,1879786,1884060,1897857,1919921,1939637,1957090,1974578,1989804,2005045,2019805,2032728,2048676,2067653,2087184,2107538,2128490,2148786,2169841,2191428,2211876,2236117,2245285,2245710,2258737,2272605,2284494,2243073,2154846,2072896,2002572,1948958,1904321,1862171,1828622,1809763,1799828,1793895,1787123,1780844,1774947,1772832,1760927,1752219,1741929,1732660,1730852,1733308,1735901,1736728,1736703,1735795,1732608,1733482,1727156,1729714,1731528
Ghana,GHA,"Population, male",SP.POP.TOTL.MA.IN,3558232,3652080,3728849,3807101,3887416,3971166,4057908,4147693,4240924,4340132,4451938,4575945,4707532,4844658,4986217,5131855,5281364,5436646,5598383,5765531,5935898,6109946,6291269,6479749,6646847,6791468,6942914,7104654,7278532,7464199,7659160,7857102,8057679,8262200,8462561,8660871,8862942,9075989,9300774,9531729,9776449,10044029,10328145,10614701,10903249,11196556,11495055,11798710,12105190,12414043,12722558,13034541,13355706,13683015,14011629,14339499,14670408,14996562,15311203,15621430,15934246,16247587,16560812,16877545
Gibraltar,GIB,"Population, male",SP.POP.TOTL.MA.IN,10425,10475,10691,11041,11396,11751,12099,12445,12784,13103,13393,13601,13747,13880,13991,14092,14189,14276,14352,14423,14478,14513,14537,14545,14523,14479,14403,14306,14200,14071,13913,13767,13733,13788,13832,13862,13878,13887,13885,13872,13841,13773,13847,14085,14320,14555,14780,14992,15196,15406,15614,15818,16008,16192,16390,16579,16808,17092,17385,17690,18015,18345,18714,19145
Guinea,GIN,"Population, male",SP.POP.TOTL.MA.IN,1768009,1798537,1830056,1862611,1896270,1931101,1967264,2004695,2043217,2082267,2120596,2157488,2192979,2227566,2261383,2294267,2326626,2359179,2392990,2429448,2469827,2514789,2564770,2619314,2678617,2743715,2814634,2890892,2970971,3052300,3163024,3296054,3406629,3515791,3626240,3732637,3843863,3919270,3987589,4077151,4153561,4195316,4252148,4349627,4442860,4528891,4621488,4729733,4846819,4967855,5092882,5222338,5353654,5487720,5628060,5776303,5931410,6089984,6252164,6420519,6592746,6766588,6943315,7122533
"Gambia, The",GMB,"Population, male",SP.POP.TOTL.MA.IN,196857,202334,207986,213812,219807,225976,232295,238863,245733,252852,260212,267875,275891,284214,292553,300962,309838,319244,329169,339672,350836,362394,374616,387901,403059,420112,438154,457185,477238,498380,520620,543835,567138,588608,607811,626111,644393,662860,681628,700750,720159,739916,760096,780936,802707,825528,849637,874923,901053,927966,955722,984485,1014346,1044926,1075505,1105721,1135527,1164889,1193734,1222459,1251981,1282181,1312497,1343260
Guinea-Bissau,GNB,"Population, male",SP.POP.TOTL.MA.IN,288960,291510,294799,296774,293029,285459,280640,280957,284825,285844,286555,286786,286312,288748,298473,316852,338009,361315,385744,399815,404514,410544,416762,423122,429613,436246,443014,449947,457118,464562,472089,482212,496729,513553,529874,543625,555307,566261,576981,587974,600123,613443,627531,642380,657878,674030,691044,709057,727785,747150,767354,788455,810363,832883,855698,878606,901568,924392,947166,970157,993130,1016116,1039679,1063795
Equatorial Guinea,GNQ,"Population, male",SP.POP.TOTL.MA.IN,131273,133722,136350,139147,142112,145253,148577,152075,155590,157239,156084,153487,150257,146754,143160,139643,136116,133912,133768,135296,139521,146669,155935,166393,177101,187406,196988,205887,214470,223075,231847,240872,250209,259904,270401,281822,293898,306663,320109,334217,353644,378509,404314,431163,459198,485230,509389,535116,562446,591288,621391,650850,679392,708474,737972,767639,797279,826744,855950,884853,908719,929916,952684,974877
Greece,GRC,"Population, male",SP.POP.TOTL.MA.IN,4087727,4120728,4144988,4160205,4174921,4180201,4188395,4225923,4255746,4269662,4292741,4317033,4345475,4366434,4383611,4426338,4494415,4551111,4612270,4687145,4743858,4781498,4811186,4839431,4863905,4883061,4899396,4915719,4933354,4958886,5011004,5072080,5113295,5145916,5174107,5200754,5225628,5253263,5284744,5307303,5330938,5360299,5380500,5392323,5403568,5416611,5427832,5434398,5440579,5446255,5444087,5424661,5379893,5323415,5273218,5227181,5202575,5194991,5188126,5190618,5184802,5120513,5054741,5039990
Grenada,GRD,"Population, male",SP.POP.TOTL.MA.IN,44938,45693,46329,46852,47245,47504,47629,47690,47779,47916,48082,48232,48304,48284,48197,48039,47813,47538,47213,46836,46389,46191,46423,46762,47082,47443,47849,48289,48752,49231,49727,50222,50708,51181,51644,52099,52546,52992,53447,53905,54367,54701,54936,55209,55468,55708,55937,56158,56370,56575,56765,56989,57280,57584,57853,58064,58223,58306,58360,58428,58550,58680,58735,58747
