Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Greenland,GRL,"Population, male",SP.POP.TOTL.MA.IN,16625,17300,18042,18835,19516,20394,21149,21996,22899,23810,24728,25237,25878,26310,26635,26751,26865,26755,26688,26939,27279,27712,27985,28319,28662,28938,29087,29398,29754,29985,30078,29929,29727,29589,29666,29795,29869,29941,30010,30021,30067,30122,30234,30290,30336,30318,30209,30069,29931,29911,30192,30163,30104,29897,29761,29648,29681,29667,29581,29675,29736,29873,29859,29936
Guatemala,GTM,"Population, male",SP.POP.TOTL.MA.IN,2080939,2143254,2207132,2271997,2337969,2405310,2473543,2542570,2612072,2681131,2750460,2820532,2892206,2966137,3040337,3113317,3179840,3249031,3327807,3409103,3492360,3575515,3648655,3730047,3832400,3939220,4046786,4156371,4271047,4389664,4511154,4631394,4752217,4877025,5005961,5138533,5271731,5406758,5545359,5685292,5820706,5954733,6091516,6228913,6367420,6505127,6642626,6782532,6921788,7059729,7199889,7344104,7491294,7638663,7784435,7928078,8075277,8223378,8361649,8489879,8613994,8730024,8851469,8989012
Guam,GUM,"Population, male",SP.POP.TOTL.MA.IN,41235,42006,42868,43743,44616,45489,46355,47193,48010,48815,49626,50437,51249,52054,52852,53629,54390,55157,55929,56727,57856,59383,61003,62613,64210,65815,67437,69076,70724,72402,73823,74834,75713,76559,77372,78158,78906,79634,80361,81100,81831,82471,83010,83469,83846,84158,84425,84665,84900,85155,85319,85285,85121,84875,84570,84211,83804,83358,82877,82361,82450,83157,83818,84416
Guyana,GUY,"Population, male",SP.POP.TOTL.MA.IN,284021,291027,297369,303806,310318,316905,323573,330314,337149,344084,350209,355099,359519,363699,367557,371108,374409,377471,380296,382890,384901,385810,385803,385250,384209,382743,380902,378760,376377,373810,371135,369981,371132,372998,374776,376409,377822,379010,380003,380786,381302,381460,381363,381135,380570,379600,378445,377226,375935,374507,372894,371129,370380,370840,371563,372499,373583,374785,387895,396396,394212,397649,400371,402457
High income,HIC,"Population, male",SP.POP.TOTL.MA.IN,437277558,442951477,448741677,454486909,460239610,465797495,470695135,475314221,479887369,484648581,489302752,494828933,499894944,504760548,509478034,513983360,518289432,522615789,526991807,531547248,536040482,540501150,544622574,548543320,552372724,556220238,560209275,564388114,568486622,572685531,576618363,581000638,585521874,589722585,593544075,597184651,600822846,604315427,607795426,611188665,614482598,617825812,621191174,624629440,628226893,631807356,635946128,640709764,645594028,649756360,652619477,655855660,660275179,664979007,669290987,674195084,678864671,682035499,684159934,686269616,689357455,687894077,691149978,695016295
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,1587622,1614170,1684899,1744523,1781388,1824131,1839004,1889379,1931562,1955028,1996623,2039674,2085155,2151912,2227985,2277577,2313283,2353659,2403271,2545060,2620830,2683495,2717780,2750264,2768919,2790737,2818691,2841539,2860168,2884657,2888641,2904613,2917786,2956779,3012880,3062339,3189528,3203041,3216524,3234014,3249168,3258683,3257289,3234544,3243141,3240425,3245071,3258421,3264042,3256807,3265875,3273857,3298900,3301809,3313807,3330366,3340644,3359275,3380177,3398163,3378536,3344789,3313817,3397208
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,1034018,1063758,1094346,1125941,1158628,1192461,1227427,1263561,1300985,1339870,1380387,1422665,1466750,1511915,1556155,1602939,1654165,1706912,1761020,1816509,1873338,1931330,1990395,2050561,2111789,2174024,2237384,2302003,2367946,2435578,2505574,2577990,2652603,2729268,2808025,2889069,2972172,3056922,3140044,3224721,3314481,3405758,3497403,3588783,3679828,3770614,3860878,3950828,4040649,4130183,4218983,4307051,4394931,4482584,4569951,4657396,4745211,4833257,4921871,5011091,5098597,5182860,5269396,5359700
Heavily indebted poor countries (HIPC),HPC,"Population, male",SP.POP.TOTL.MA.IN,81032510,82987912,85026786,87150813,89365138,91676792,94074936,96585819,99219964,101940109,104749488,107629640,110528574,113580695,116780267,120024256,123329682,126614187,130196461,133926839,137154116,140160883,143700788,147723384,151843309,156046012,160336278,164841928,169534151,174360143,179134118,184000084,189548945,195753080,201817731,207749439,213789160,219833135,226186739,232731305,239178287,245782197,253018262,260574978,268098032,275880060,283935973,291934436,300250017,308931726,317684960,326746880,336128343,345824327,355953990,366322602,377109159,388398671,399731510,411036646,422555426,434112181,445558037,457217450
Croatia,HRV,"Population, male",SP.POP.TOTL.MA.IN,1941758,1957415,1975720,1994127,2011521,2029105,2047253,2064247,2080398,2095672,2108360,2119968,2131261,2142378,2153621,2164951,2177039,2188684,2199088,2205603,2207986,2213745,2224795,2236240,2246545,2256476,2266087,2275055,2282801,2289027,2294230,2251550,2196628,2208273,2233109,2217917,2188073,2177921,2177102,2168295,2147477,2066635,2067466,2067465,2068175,2071227,2072489,2073182,2073646,2072143,2067929,2060392,2050452,2038201,2023071,1999343,1977881,1946474,1921132,1902289,1885719,1869094,1858433,1861175
Haiti,HTI,"Population, male",SP.POP.TOTL.MA.IN,1877608,1912217,1947855,1983302,2019659,2058030,2097119,2137051,2178035,2219932,2262793,2306912,2352364,2399012,2446843,2495879,2546008,2597180,2649456,2702805,2757239,2812961,2870278,2929131,2989495,3051609,3115514,3181291,3249095,3318674,3389807,3461507,3533218,3605167,3677107,3749570,3822965,3897093,3971640,4046677,4122966,4199617,4275598,4351730,4426857,4502158,4579322,4657051,4735059,4813660,4872137,4929397,5005575,5080399,5154152,5227303,5299422,5370387,5440296,5509161,5575373,5637251,5698315,5761588
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4816239,4841338,4859695,4874667,4892359,4908141,4925429,4946395,4967631,4990568,5010555,5024365,5039005,5055332,5078119,5108487,5137183,5161172,5178529,5187309,5188326,5184404,5177083,5164759,5149053,5134464,5121175,5108347,5096500,5036912,4980697,4976423,4970002,4959193,4947215,4935489,4923029,4909694,4894343,4876531,4860364,4846265,4829677,4813185,4800502,4790720,4783639,4776001,4767829,4761394,4751721,4740985,4720179,4709464,4699342,4691983,4681774,4673328,4673735,4678412,4672406,4655255,4625983,4602840
IBRD only,IBD,"Population, male",SP.POP.TOTL.MA.IN,951417440,962424398,979976583,1003571651,1027204302,1050934531,1075904125,1100862332,1126467999,1152961434,1180168022,1207946881,1235267383,1262540770,1289497579,1315937326,1342002596,1367654600,1393403886,1419513210,1446077706,1473573653,1502492310,1531542043,1560568913,1590036713,1620283043,1651393600,1682710936,1713770494,1744364395,1773947359,1802133053,1829883628,1856750314,1882881795,1909015149,1935211945,1961600594,1987331614,2012198538,2036518000,2060008974,2083246451,2106706224,2129886914,2152673374,2174635206,2197003138,2219865818,2242953707,2266631871,2291523499,2316889502,2341541429,2364848594,2387299796,2409324854,2429819399,2448707472,2465059133,2477640558,2488465699,2499793908
IDA & IBRD total,IBT,"Population, male",SP.POP.TOTL.MA.IN,1151132166,1167118294,1189859337,1218840331,1248063177,1277601768,1308566186,1339734401,1371784295,1404888749,1438763030,1472836611,1506661091,1541265344,1575824251,1609846792,1643551147,1676990722,1710950672,1745821620,1781404922,1818008687,1856500343,1895484874,1934464220,1974198676,2015018029,2056972409,2099274229,2141524945,2183529199,2224720785,2265001078,2305435701,2345074227,2384125183,2423435584,2462851599,2502620963,2541802256,2580330433,2618588049,2656291077,2693986071,2732048178,2770082396,2808230983,2846054628,2884481315,2923559580,2963130803,3003507868,3044947024,3086053071,3126838716,3166605133,3206130907,3245926412,3284866442,3322850697,3358795440,3390998380,3421162619,3452054364
IDA total,IDA,"Population, male",SP.POP.TOTL.MA.IN,199714726,204693896,209882754,215268680,220858875,226667237,232662061,238872069,245316296,251927315,258595008,264889730,271393708,278724574,286326672,293909466,301548551,309336122,317546786,326308410,335327216,344435034,354008033,363942831,373895307,384161963,394734986,405578809,416563293,427754451,439164804,450773426,462868025,475552073,488323913,501243388,514420435,527639654,541020369,554470642,568131895,582070049,596282103,610739620,625341954,640195482,655557609,671419422,687478177,703693762,720177096,736875997,753423525,769163569,785297287,801756539,818831111,836601558,855047043,874143225,893736307,913357822,932696920,952260456
IDA blend,IDB,"Population, male",SP.POP.TOTL.MA.IN,61794317,63330166,64943435,66637162,68391034,70209597,72089709,74014507,76000466,78062764,80194926,82327653,84523696,86868842,89324940,91899812,94596263,97424837,100343035,103455682,107176311,111107316,114778991,118267999,121717376,125425368,129332757,133343533,137443496,141613821,145956121,150350306,154483054,158583440,162818544,167192176,171730872,176311161,180965244,185648768,190566510,195702856,200650903,205652044,210923721,216255939,221703653,227552699,233607074,239725001,245931185,252002694,257785682,263307638,268758791,274114379,279395287,284843355,290478867,296184020,302053207,308038621,313898548,319578414
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,43939874,45189003,46484927,47827938,49223079,50444817,51607147,52964940,54420114,55947253,57510442,59090198,60684033,62299588,63924399,65560534,67218065,68893198,70603014,72349121,74117302,75899883,77702584,79523573,81347153,83134840,84858256,86549349,88246621,89946117,91622838,93292561,94958354,96620149,98294845,99977595,101670730,103370364,105047419,106665884,108231132,109769637,111293086,112801378,114274956,115781562,117351072,118935475,120510948,122069952,123641334,125252610,126895691,128498712,130033009,131513675,132946469,134322386,135637607,136916976,138073249,139031455,140070494,141255767
IDA only,IDX,"Population, male",SP.POP.TOTL.MA.IN,137920409,141363730,144939319,148631518,152467841,156457640,160572352,164857562,169315830,173864551,178400082,182562077,186870012,191855732,197001732,202009654,206952288,211911285,217203751,222852728,228150905,233327718,239229042,245674832,252177931,258736595,265402229,272235276,279119797,286140630,293208683,300423120,308384971,316968633,325505369,334051212,342689563,351328493,360055125,368821874,377565385,386367193,395631200,405087576,414418233,423939543,433853956,443866723,453871103,463968761,474245911,484873303,495637843,505855931,516538496,527642160,539435824,551758203,564568176,577959205,591683100,605319201,618798372,632682042
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,22422,22201,22316,22549,22793,23042,23401,23939,24568,25220,25900,26524,27036,27518,27999,28445,28865,29286,29713,30149,30584,30861,30925,30916,30880,30829,30995,31474,32045,32630,33221,33694,33995,34237,34462,34663,34973,35442,35959,36480,36982,37460,37916,38354,38782,39204,39653,40135,40630,41133,41644,41911,41867,41746,41603,41435,41364,41447,41553,41623,41663,41670,41675,41683
India,IND,"Population, male",SP.POP.TOTL.MA.IN,224897757,230447351,236052757,241706792,247474637,253125773,258584128,264192794,269901346,275587949,281785460,288103704,294479844,301203106,308263236,315742315,323365537,331199079,338986458,347037463,355512997,364008144,372616981,381443629,390484745,399637317,408901979,418255953,427700589,437296119,447021579,456777992,466595269,476502894,486384161,496344700,506445347,516593457,526785191,536988171,547253435,557645082,567873061,577829968,587765466,597426194,606815988,615977570,624851766,633887204,643098086,652190185,661116668,669876677,678266110,686298737,694417091,702419096,710050159,717351064,724175467,729924103,735531456,741883264
Not classified,INX,"Population, male",SP.POP.TOTL.MA.IN,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,1422736,1419517,1425027,1433339,1440314,1445543,1451147,1458026,1464644,1473007,1485012,1502441,1525272,1550263,1576461,1602951,1627645,1650158,1673732,1695546,1714374,1733501,1748329,1759101,1768560,1769741,1768456,1765878,1754762,1745577,1747103,1757875,1770265,1778951,1784698,1792496,1806276,1824445,1843977,1865458,1891482,1922138,1954025,1986486,2026280,2076244,2137735,2199990,2240067,2256974,2264961,2271546,2278841,2289733,2304647,2326161,2353540,2379930,2410384,2443815,2468537,2491968,2557643,2627523
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,10995827,11337834,11694090,12065441,12453651,12857831,13271398,13687787,14107832,14539697,14988548,15443904,15903518,16376573,16868835,17394169,17933976,18500096,19116645,19782459,20500870,21670995,22902221,23770339,24639166,25524040,26438828,27347327,28192384,28988495,29816071,30609768,31197796,31295335,31341458,31671315,31995995,32360978,32786211,33234113,33706229,34208673,34476479,34911989,35781536,36700649,37608743,38249028,38662380,39096913,39544583,39994680,40473403,40996659,41544502,42109315,42709537,43317276,43861795,44325041,44652495,45006117,45529146,46061602
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,3463683,3548030,3656166,3782027,3911898,4047523,4188521,4335428,4489038,4648994,4816418,4989522,5168120,5353539,5540668,5728483,5921993,6126690,6340820,6552341,6762072,6961005,7149632,7355685,7579568,7755292,7940038,8152782,8334007,8551414,8656059,8747710,9015455,9466935,9937880,10285101,10628020,10971885,11332870,11716556,12118085,12512852,12925102,13328425,13717305,14131738,14234444,14118889,14408603,14958799,15462978,16032329,16790539,17615561,18261598,18779104,19240431,19678203,20151959,20627994,21099579,21586716,22099525,22614115
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,88684,90475,92187,93864,95529,97181,98858,100503,101918,102848,103366,104176,105683,107288,108764,110135,111179,111950,112767,113844,115012,116295,117847,119327,120501,121376,122183,123501,125457,126996,127926,129331,130915,132265,133409,134090,134760,135824,137253,138866,140756,142648,143854,144831,146273,149171,153871,158719,161466,160984,159954,160164,160876,162352,164227,166203,169122,174287,180191,184861,187964,190908,195691,201394
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,1063395,1097482,1150699,1193257,1240851,1284261,1316468,1373628,1401713,1437687,1485056,1531375,1570031,1634642,1683993,1722823,1761588,1801425,1839785,1887644,1933560,1972642,2010308,2047596,2074917,2111528,2143679,2177830,2213670,2250945,2318259,2456240,2538677,2604731,2670547,2739300,2809925,2881297,2948194,3024108,3104888,3178942,3243836,3303543,3363254,3423826,3485640,3548837,3613267,3701984,3771588,3843181,3916145,3991328,4070178,4153033,4237046,4322447,4409260,4497069,4579637,4659605,4754582,4855903
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,24345379,24499041,24665708,24854079,25068368,25290275,25496878,25690965,25862619,26016439,26161791,26292635,26444768,26621969,26793468,26949005,27077124,27184141,27270986,27338635,27419083,27481900,27499319,27503635,27504356,27507168,27504240,27503286,27512281,27526554,27542415,27554086,27565727,27576776,27543758,27535983,27568236,27576475,27574309,27567846,27574847,27588854,27634040,27767817,27963357,28112317,28198725,28336930,28518650,28641729,28719190,28762204,28849876,29203996,29486600,29478379,29464212,29464932,29449472,29130883,28998396,28862431,28813924,28815309
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,784885,797439,810231,823312,836591,849476,861698,873497,885038,896746,909246,922438,936331,951279,966318,980604,994181,1007039,1019505,1032294,1045951,1060701,1076496,1092735,1108313,1121975,1133235,1142591,1151096,1159719,1169297,1180435,1193311,1207130,1220902,1234380,1247457,1259992,1271680,1282364,1291943,1300709,1309197,1317547,1325562,1333057,1339955,1346234,1351956,1357428,1363046,1368889,1374777,1380361,1385344,1389648,1393180,1395853,1397648,1398755,1401936,1404823,1404988,1404742
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,436853,459339,481228,503731,529707,562287,602615,650077,701899,753432,800533,841488,877175,909907,941388,972239,1002696,1034002,1067196,1103265,1144460,1191307,1243311,1299891,1360029,1423657,1490817,1561266,1635552,1715456,1873589,2047791,2167566,2291588,2410126,2513010,2595709,2661080,2716625,2768838,2820229,2872657,2928268,2989005,3058414,3132320,3336084,3540719,3621982,3697653,3775114,3867150,3919531,4133022,4557937,4951939,5188008,5302585,5417196,5522154,5618293,5718054,5812290,5903251
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,45305600,45736728,46197746,46707706,47242057,47791304,48281804,48842286,49446083,50096571,50730182,51933051,52758949,53569167,54322653,55038241,55645504,56202026,56729827,57225003,57691379,58119687,58521440,58925062,59301778,59666791,59979572,60263940,60509071,60743526,60937748,61164619,61371225,61549791,61702062,61827390,61948183,62075148,62220021,62307703,62386184,62508467,62622176,62722148,62707798,62675164,62677599,62716772,62713467,62671554,62649708,62512793,62402451,62301670,62208573,62138522,62105698,62049687,61966362,61875900,61682937,61380214,61088674,60771087
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,4552543,4704282,4858336,5013127,5164873,5311374,5454133,5596588,5738559,5871538,5997419,6124873,6253118,6376198,6494483,6612808,6751011,6910771,7072025,7158065,7205616,7289611,7374345,7462072,7554041,7650794,7773587,7914357,8045922,8157006,8238951,8304192,8332411,8302407,8183435,8021343,7851965,7645594,7426016,7316265,7336216,7372863,7412497,7459283,7516157,7581581,7655343,7739868,7837296,7942051,8048620,8160108,8278128,8402375,8532339,8667148,8808359,8954451,9111411,9283243,9452899,9601078,9748452,9897043
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,3815019,3958173,4110971,4272422,4442417,4622033,4809431,5003778,5205466,5413745,5626219,5834132,6040420,6252380,6467416,6685596,6905979,7138925,7388850,7649400,7925671,8214703,8514632,8832443,9164451,9505574,9853165,10207834,10574995,10952983,11337559,11712618,12078720,12444539,12814002,13187141,13560772,13942952,14339585,14765835,15224637,15717172,16226686,16742084,17276859,17822201,18379151,18947276,19533328,20135424,20730324,21308755,21871029,22416778,22944358,23456597,23976290,24499409,24995719,25485390,25983597,26473100,26980543,27517012
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,1042557,1083545,1121788,1161513,1201946,1240690,1281392,1321739,1362414,1400552,1433197,1464529,1497545,1530405,1565426,1599691,1632974,1665856,1697871,1730707,1763741,1798238,1835321,1875259,1908905,1934054,1959464,1984897,2007106,2043862,2086620,2124556,2152480,2154648,2154510,2175699,2205239,2233722,2263133,2295191,2326571,2354484,2382258,2413864,2450077,2485098,2525097,2567947,2610732,2656158,2697679,2741344,2799023,2865849,2933379,3002244,3068637,3129545,3193307,3263531,3329323,3389069,3449173,3510290
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,2735442,2796607,2860247,2923374,2985308,3048589,3113209,3178834,3245479,3313574,3321790,3295495,3305197,3321654,3327149,3193601,2935063,2681733,2431436,2352589,2403212,2445332,2521037,2620678,2724974,2824140,2948258,3092039,3223434,3359342,3520593,3687700,3907377,4161079,4460514,4824125,5189722,5548831,5780993,5888998,5992837,6096565,6200467,6303710,6406267,6509662,6616551,6725386,6837984,6953160,7065974,7177648,7289438,7402332,7515814,7629180,7744218,7854501,7954395,8057385,8180637,8306910,8421853,8533951
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,23238,23847,24479,25130,25802,26503,26989,27244,27485,27870,28409,28942,29469,29953,30160,30101,29994,29849,29695,29847,30304,30770,31250,31741,32245,32864,33621,34408,35201,36007,36785,37482,38090,38658,39212,39788,40444,41154,41856,42538,43237,44062,45008,45957,46894,47840,48791,49775,50814,51901,52962,53831,54519,55157,55758,56367,57121,57987,58859,59751,60859,62041,63132,64231
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,25643,25491,25149,24734,24270,23768,23231,22660,22055,21368,20876,20752,20735,20721,20709,20700,20692,20681,20663,20620,20574,20552,20521,20471,20410,20341,20264,20180,20088,19986,19876,19887,20099,20391,20683,20980,21276,21572,21880,22205,22549,22813,22924,22971,23003,23022,23047,23072,23089,23084,22999,22985,23038,23020,22992,22948,22893,22831,22758,22681,22589,22483,22415,22408
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,12587784,12970981,13357422,13747229,14124764,14500880,14872206,15215634,15564634,15912742,16256729,16584379,16914521,17234129,17553266,17871063,18162195,18439423,18713813,18992493,19285387,19582008,19879262,20169406,20417687,20621867,20841605,21070059,21301793,21540974,21781913,22016794,22258117,22501078,22747545,22996303,23227749,23450911,23626023,23802243,24010410,24188087,24306978,24413705,24492190,24524772,24636227,24747386,24923739,25041620,25153809,25305966,25372267,25422026,25517037,25592311,25658061,25713287,25808281,25881248,25892321,25836875,25785791,25813829
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,185646,207731,232054,258188,285875,315033,343843,372611,403501,435438,466201,494813,522890,551992,582819,616635,659488,710717,763897,817369,868818,915624,960153,1006257,1048491,1088781,1130827,1172734,1215404,1258721,952998,760174,917807,942993,949178,967034,999558,1036110,1072252,1107952,1143130,1177683,1211472,1244303,1275901,1320684,1385706,1457171,1528877,1601004,1675765,1785282,1912336,2019550,2128009,2252760,2387825,2521594,2662147,2740088,2681545,2645375,2802181,2968226
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,97172624,99898598,102717888,105611963,108566323,111564757,114599178,117664002,120754547,123874437,127014305,130185662,133406876,136670086,139964496,143287522,146644680,150063490,153553014,157079665,160634679,164164305,167678193,171258378,174881938,178501653,182103351,185695077,189294847,192891061,196503552,200093315,203651578,207187031,210687661,214182280,217648230,221088564,224535492,227949360,231251027,234450651,237571666,240609895,243586901,246524700,249429546,252329496,255217146,258063063,260850121,263625303,266396757,269134302,271827645,274441636,277020779,279675997,282454842,285156229,287406436,289102938,290821005,292841821
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,1048890,1072870,1098050,1123618,1149181,1175563,1202693,1230773,1259938,1290107,1321406,1353831,1387353,1421887,1457050,1490976,1521687,1549723,1577196,1606542,1640001,1678465,1721649,1768682,1818683,1871330,1926277,1983293,2042285,2102857,2164657,2227555,2291143,2355148,2418473,2479731,2538976,2593220,2642345,2689560,2735686,2781605,2826924,2870812,2912707,2956515,3003126,3049366,3095464,3141613,3187793,3233964,3280206,3326527,3372532,3421845,3475459,3530142,3585087,3639812,3693722,3746469,3799149,3851871
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,902865,931314,961737,992799,1023582,1053339,1083611,1113376,1143731,1175177,1204691,1235354,1267665,1299883,1331615,1359051,1369440,1382573,1412122,1441234,1471356,1502550,1522485,1538685,1565092,1594961,1633965,1674949,1708834,1742792,1775669,1812075,1852415,1890074,1925558,1961823,1999547,2036996,2074019,2111534,2149038,2185776,2217010,2248422,2285653,2321856,2361785,2408117,2448860,2482573,2507564,2535598,2606069,2859856,3161599,3218011,3129832,3034435,2932212,2823127,2770020,2777715,2791093,2806602
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,585349,598996,613193,627901,643076,658781,674883,691392,708413,725919,743922,762103,780904,800889,821830,843672,866325,890404,916141,943021,970935,999418,1028244,1059020,1091901,1125213,1158850,1192847,1227222,1262054,1111165,973734,1030688,1070864,1067229,1075789,1106329,1195360,1322589,1397520,1450257,1493717,1533427,1545774,1564451,1636455,1731179,1820289,1896442,1957793,2016108,2097731,2174247,2223475,2271144,2319372,2368133,2415470,2464053,2514226,2567665,2623166,2680814,2741343
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,760556,793199,827709,863358,895675,921661,945723,971593,999837,1031076,1065307,1100971,1137610,1180679,1242246,1319626,1402807,1491875,1586869,1687603,1793470,1903088,1983728,2028339,2081024,2145584,2206111,2262786,2316954,2369597,2420726,2470219,2518134,2564472,2608830,2650657,2689796,2726781,2762873,2799581,2832366,2862169,2895014,2930915,2969962,3011543,3063046,3126649,3194323,3261796,3328680,3251064,3167824,3229618,3289363,3338941,3386115,3438012,3492960,3542810,3587984,3630945,3673880,3714641
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,44273,44764,45304,45843,46370,46899,47352,47779,48279,48793,49405,50136,50884,51667,52495,53348,54221,55175,56202,57228,58218,59188,60175,61182,62218,63281,64331,65339,66298,67177,67969,68871,69931,70995,72090,73263,74399,75499,76619,77715,78733,79588,80330,81031,81692,82320,82938,83573,84231,84900,85457,85847,86183,86516,86835,87146,87447,87713,87961,88191,88387,88409,88433,88599
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,109442872,112474336,115605268,118818535,122090029,125402822,128749031,132122364,135522318,138953864,142409965,145905482,149456149,153056330,156691019,160355573,164056659,167820084,171657611,175533187,179441304,183324240,187194866,191137470,195129472,199124202,203109757,207093819,211091756,215089932,219110337,223108049,227071928,231013019,234915498,238807993,242673925,246507520,250336757,254124826,257788273,261339721,264809938,268194393,271510634,274754959,277983733,281198593,284392516,287534798,290618750,293678943,296731432,299748736,302710535,305583651,308371080,311062926,313614562,316073372,318218279,319858483,321606688,323738764
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,122750602,125725840,128830234,132033027,135362661,138829800,142403114,146129484,150016793,153983542,157923601,161478485,165174366,169545844,174062503,178419069,182708087,187017189,191642726,196606885,201209976,205691795,210918769,216711558,222599218,228545393,234544435,240681307,246861561,253151770,259497895,265962632,273128533,280930912,288684291,296409244,304198652,312010878,319999090,328031745,335973898,343989955,352527475,361296801,369930780,378755699,387805085,396744822,405913124,415370537,424941476,434910648,445233431,455855707,466696523,477659200,488973613,500696570,512758901,525249202,538131378,550933660,563554715,576503406
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,66999787,68596198,70259710,71989846,73805175,75702097,77664277,79731501,81900148,84117085,86391561,88708747,91020418,93445000,95971873,98512058,101110357,103685684,106536932,109528954,112004100,114238881,117023710,120229030,123501683,126836013,130198956,133718667,137359629,141172341,144954766,148825452,153360682,158344666,163085369,167854573,172904080,177913741,183043805,188339369,193529614,198888434,204867600,211099393,217283715,223702897,230532484,237468347,244429811,251537385,258791171,266214007,273577175,280641578,287687671,294986417,302830121,311167555,319966993,329214117,338613361,347918570,357217926,367006613
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,8027,8242,8535,8870,9211,9449,9678,9979,10313,10445,10499,10733,10987,11303,11629,11818,11921,12120,12410,12678,12650,12738,13032,13126,13202,13346,13528,13690,13896,14099,14322,14553,14749,14965,15142,15285,15396,15475,15668,15917,16109,16364,16595,16783,16978,17135,17285,17412,17539,17698,17839,17975,18152,18330,18484,18617,18715,18825,18963,19127,19300,19445,19607,19792
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,5094837,5208826,5326173,5447019,5571397,5698328,5826909,5958720,6093251,6227351,6359227,6486555,6610018,6730789,6847859,6964026,7082468,7203396,7328545,7458175,7587182,7707525,7795181,7839479,7858111,7900349,7984156,8066273,8135871,8207202,8245167,8293552,8412455,8543549,8656608,8789303,8948700,9109011,9271369,9433969,9596658,9737008,9820731,9871592,9918432,9962011,10008147,10054859,10098026,10133986,10168193,10209054,10275041,9988620,10079419,10169430,10282238,10393051,10499362,10560955,10614757,10726745,10735875,10663588
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,418863043,429456998,440286523,451375282,462721133,474105299,485442491,497079997,508971142,520979421,533479485,545706143,558227709,571821763,585928910,600511483,615384605,630744601,646306174,662515646,679979239,697935092,716047408,734478751,753176561,772231393,791591234,811162932,830930354,850903825,872518175,893294788,913783984,934502317,955365362,976391183,997541419,1018841477,1040436102,1062006053,1083724571,1105549681,1126781436,1147757622,1168945985,1189866178,1210813695,1232158093,1253364338,1274719537,1296493683,1318342825,1340080448,1361556990,1383240490,1404197997,1424956952,1445659859,1466048978,1486160916,1506106356,1524959174,1543300502,1562258417
