Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Honduras,HND,"Population ages 15-64, total",SP.POP.1564.TO,1026082,1048797,1073097,1099662,1129309,1161679,1195612,1231161,1268471,1307555,1348384,1391022,1435398,1480685,1528520,1579023,1630088,1681891,1734742,1789250,1845803,1904501,1965339,2028279,2093066,2159677,2228518,2299616,2371284,2445185,2525144,2610842,2701114,2795418,2893556,2995437,3100765,3209281,3318695,3431109,3548843,3670215,3795772,3925022,4057343,4193326,4333315,4477130,4624326,4774179,4925950,5078975,5232509,5386233,5540499,5696212,5852720,6007906,6160738,6311313,6458909,6601374,6743649,6888403
Heavily indebted poor countries (HIPC),HPC,"Population ages 15-64, total",SP.POP.1564.TO,88064230,90023336,92046797,94099807,96210894,98414773,100699594,103096182,105614828,108210977,110876444,113580320,116268014,119114498,122177312,125325618,128502641,131654704,135189860,138889556,142003200,144890161,148408422,152515903,156753694,161048481,165414055,169987452,174726350,179601641,184449901,189509730,195344882,201740571,208266847,214644130,220552892,226410801,232978811,239958496,246840238,253929020,261708815,269886936,278099510,286593372,295369871,304196012,313595014,323581221,333716646,344289241,355279700,366691552,378777895,391299195,404549675,418612540,432740091,446838549,461421064,476317808,491230763,506532900
Croatia,HRV,"Population ages 15-64, total",SP.POP.1564.TO,2721120,2737932,2758410,2782570,2807521,2833327,2860738,2888045,2916688,2946478,2972851,2993608,3008715,3021149,3032883,3044752,3058324,3071596,3083078,3090688,3099221,3121327,3155239,3187944,3210344,3223592,3235243,3247903,3259476,3269128,3277364,3215595,3135327,3149627,3181730,3154495,3103283,3078722,3066425,3042588,3001218,2878777,2874921,2872904,2872667,2874169,2874520,2873175,2871624,2871108,2870587,2864165,2847771,2824610,2793523,2746211,2700822,2638787,2583333,2538778,2500475,2463901,2437319,2433381
Haiti,HTI,"Population ages 15-64, total",SP.POP.1564.TO,2163996,2200743,2237419,2273917,2310420,2348467,2388106,2428923,2471130,2514639,2559682,2606343,2654013,2702476,2751903,2802126,2853076,2904881,2957903,3012509,3068415,3125503,3184078,3244110,3305582,3368657,3433826,3501661,3572327,3645884,3722407,3801354,3882973,3967683,4054935,4145064,4238682,4335806,4436210,4540032,4647763,4759334,4874614,4993915,5116290,5242512,5372002,5501936,5631454,5760582,5866260,5971032,6098705,6226020,6352865,6479693,6604126,6724985,6844151,6962630,7079666,7193602,7307871,7425783
Hungary,HUN,"Population ages 15-64, total",SP.POP.1564.TO,6553979,6578869,6609147,6647694,6689078,6729722,6770227,6808026,6852707,6920202,6990661,7039836,7064630,7070911,7065888,7052706,7034907,7007699,6976054,6942667,6926898,6944346,6978581,7019921,7038749,7026738,7005494,6984779,6970657,6915284,6884699,6920442,6949492,6969615,6981461,6985555,6986412,6985940,6979022,6970828,6969304,6973985,6969961,6960643,6956615,6951085,6946707,6937037,6920269,6900712,6880082,6853791,6798572,6750567,6694431,6639404,6580323,6527073,6483569,6434048,6371885,6314315,6253593,6205709
IBRD only,IBD,"Population ages 15-64, total",SP.POP.1564.TO,1067833091,1079036195,1095480197,1114655799,1135151855,1159160304,1186086044,1215630352,1246184282,1276998344,1310121052,1343741726,1377746128,1411975820,1443639394,1474262692,1504911535,1539965409,1582926861,1626969657,1669642681,1713367621,1757342729,1802685404,1849715535,1896493200,1942957349,1988540263,2033662210,2077328725,2118485584,2158941904,2198996468,2238481668,2278705012,2320688198,2364751966,2411446740,2459309147,2506940927,2554532828,2602689212,2651243302,2699384226,2747913563,2796812358,2842868549,2884407799,2925065362,2965027310,3003768585,3041211889,3077513638,3112623791,3145138602,3174550336,3202086596,3227537310,3251269910,3274006758,3295573841,3316064905,3334671519,3354623469
IDA & IBRD total,IBT,"Population ages 15-64, total",SP.POP.1564.TO,1283552999,1299572167,1320957565,1345095979,1370628483,1399941274,1432438047,1467816787,1504490023,1541608931,1581104022,1620909503,1661297327,1702636812,1741826920,1780091444,1818493965,1861491920,1912918886,1966051075,2018106886,2071245953,2125075104,2180662836,2237938373,2295383991,2353029553,2410227848,2467246225,2523082042,2576711779,2630090241,2683718476,2737436244,2792521216,2849817135,2909257016,2971645147,3035934697,3100319573,3164964001,3230436411,3296405926,3362246577,3428897006,3496362885,3561686449,3623366001,3684319752,3744644371,3804162247,3862587588,3919477167,3973926141,4026498624,4076845972,4126645604,4175376761,4223224423,4271039304,4318710117,4365847184,4411281483,4458879928
IDA total,IDA,"Population ages 15-64, total",SP.POP.1564.TO,215719908,220535972,225477368,230440180,235476628,240780970,246352003,252186435,258305741,264610587,270982970,277167777,283551199,290660992,298187526,305828752,313582430,321526511,329992025,339081418,348464205,357878332,367732375,377977432,388222838,398890791,410072204,421687585,433584015,445753317,458226195,471148337,484722008,498954576,513816204,529128937,544505050,560198407,576625550,593378646,610431173,627747199,645162624,662862351,680983443,699550527,718817900,738958202,759254390,779617061,800393662,821375699,841963529,861302350,881360022,902295636,924559008,947839451,971954513,997032546,1023136276,1049782279,1076609964,1104256459
IDA blend,IDB,"Population ages 15-64, total",SP.POP.1564.TO,66478907,67938132,69412090,70877381,72335817,73872926,75509866,77222167,79031965,80949129,82965934,85005942,87131169,89436182,91889353,94505557,97266816,100189026,103230356,106523008,110593286,114862580,118655176,122100241,125424740,129055370,132952919,136995292,141173352,145462627,150024804,154700951,159025535,163387643,168080526,173064239,178406279,183953344,189715589,195550532,201669334,208062212,214183930,220361505,226968417,233708941,240568601,247952963,255461278,262853055,270262944,277409590,284109566,290464758,296867144,303309330,309834928,316827807,324271351,331935891,340097577,348713901,357295916,365820780
Indonesia,IDN,"Population ages 15-64, total",SP.POP.1564.TO,51032439,52172647,53306947,54432895,55549421,56475941,57358142,58460364,59749845,61204686,62772658,64435444,66182115,68009478,69920463,71916490,73990466,76140580,78371364,80685018,83088459,85584393,88161478,90805444,93512503,96266717,99041568,101828988,104638751,107446780,110249393,113063052,115880043,118733274,121624019,124515992,127399409,130284461,133158322,135980059,138688417,141250381,143732110,146204119,148627779,151013392,153426404,155827570,158210548,160614192,163044947,165513248,168023153,170518390,172949301,175281115,177506245,179652374,181715656,183718792,185658524,187469916,189329461,191256542
IDA only,IDX,"Population ages 15-64, total",SP.POP.1564.TO,149241001,152597840,156065278,159562799,163140811,166908044,170842137,174964268,179273776,183661458,188017036,192161835,196420030,201224810,206298173,211323195,216315614,221337485,226761669,232558410,237870919,243015752,249077199,255877191,262798098,269835421,277119285,284692293,292410663,300290690,308201391,316447386,325696473,335566933,345735678,356064698,366098771,376245063,386909961,397828114,408761839,419684987,430978694,442500846,454015026,465841586,478249299,491005239,503793112,516764006,530130718,543966109,557853963,570837592,584492878,598986306,614724080,631011644,647683162,665096655,683038699,701068378,719314048,738435679
Isle of Man,IMN,"Population ages 15-64, total",SP.POP.1564.TO,30517,30137,30307,30583,30792,30965,31289,31822,32393,32920,33424,33871,34238,34590,34964,35381,35861,36410,37023,37679,38392,38918,39174,39393,39525,39576,39959,40791,41749,42684,43572,44234,44611,44914,45262,45645,46175,46914,47705,48487,49279,49985,50563,51124,51712,52338,52976,53583,54150,54670,55157,55214,54744,54206,53719,53212,52880,52827,52854,52899,52956,52987,52935,52825
India,IND,"Population ages 15-64, total",SP.POP.1564.TO,244668544,249134255,253536952,257902309,262900739,268495002,274193228,280327605,286667403,293000156,300118059,307368909,314650131,322359095,330463831,339212605,348209979,357549609,366926742,376614844,386671591,396573038,406620374,416991836,427600084,438344487,449307565,460541615,472136745,484153072,496510533,509059139,521815528,534809233,547929740,561470150,575574215,590004953,604756097,619826252,635137976,650750260,666281546,681658878,697429184,713167418,728937766,744740077,760241345,776058858,792311454,808541408,824631664,840695271,856342424,871420269,886641930,901825708,916251300,929875277,943088901,955281267,966626467,978190678
Not classified,INX,"Population ages 15-64, total",SP.POP.1564.TO,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Ireland,IRL,"Population ages 15-64, total",SP.POP.1564.TO,1637470,1631594,1641359,1653051,1659656,1660981,1664820,1674506,1684123,1694704,1707276,1726855,1756570,1789498,1822519,1855610,1887115,1916557,1948904,1980903,2008848,2037375,2062758,2084631,2106007,2119864,2132027,2142131,2141782,2144078,2161426,2191865,2225302,2256538,2287739,2324104,2366723,2412274,2456688,2501347,2550631,2607224,2664620,2715873,2772475,2844572,2937782,3031842,3084371,3092078,3079628,3065296,3055418,3054080,3063367,3083156,3112590,3143283,3180655,3224275,3257279,3288687,3377452,3473360
"Iran, Islamic Rep.",IRN,"Population ages 15-64, total",SP.POP.1564.TO,11240422,11479655,11753730,12058925,12428408,12860665,13302888,13740494,14181616,14642500,15138593,15661758,16214061,16806149,17430794,18079149,18704218,19325248,19976063,20643058,21341747,22656282,24031930,24870776,25685201,26505517,27388708,28286468,29095700,29858009,30744580,31686267,32431080,32524715,32777551,33762047,34908655,36287084,37890869,39586567,41343894,43143800,44499219,45898437,47768532,49608036,51334824,52671852,53648066,54511909,55275742,55952885,56585142,57189592,57717256,58165971,58653653,59181768,59663966,60127389,60526092,61073582,61905803,62742120
Iraq,IRQ,"Population ages 15-64, total",SP.POP.1564.TO,3992032,4072158,4151945,4238456,4332287,4430102,4536933,4658812,4793790,4933565,5067088,5193861,5304998,5402027,5510319,5629463,5765850,5950716,6173791,6399027,6627350,6849829,7066333,7305537,7569139,7791185,8028420,8298351,8540091,8821183,8984949,9129404,9448763,9956999,10485771,10886372,11283881,11682134,12097773,12539627,13004282,13466305,13953232,14439924,14922995,15448276,15643329,15601072,16003389,16688356,17310396,17984666,18863929,19825847,20599443,21251165,21865053,22470795,23127004,23797416,24488669,25221090,26008388,26824423
Iceland,ISL,"Population ages 15-64, total",SP.POP.1564.TO,100179,101833,103619,105515,107551,109698,111957,114239,116462,118311,119734,121601,124303,127007,129669,132472,134702,136541,138569,140725,142863,145231,147821,150137,152086,153665,155099,157387,160610,162917,164147,166154,168091,169418,170913,172111,173366,175232,177709,180385,183183,185851,187769,189611,192065,196481,203058,209846,214354,214346,212881,212833,213352,214782,216708,218761,222029,228097,235266,240957,244460,247754,254073,261953
Israel,ISR,"Population ages 15-64, total",SP.POP.1564.TO,1262803,1308485,1371172,1419684,1476300,1529780,1571308,1643647,1681884,1729896,1791635,1851934,1899464,1971849,2021869,2057561,2092122,2127641,2162789,2211081,2260292,2306081,2352066,2398054,2433091,2479094,2523087,2571402,2620436,2673247,2772424,2965480,3086326,3179596,3271994,3368248,3468503,3571232,3668653,3780364,3897367,4000982,4086263,4159306,4232623,4309856,4389944,4472747,4556435,4663381,4736585,4804080,4866494,4934000,5010233,5090003,5169199,5250514,5338168,5431498,5521012,5609567,5724315,5851001
Italy,ITA,"Population ages 15-64, total",SP.POP.1564.TO,32872281,33046566,33309921,33603644,33867546,34079588,34243073,34363029,34455033,34526334,34585809,34638947,34738286,34888473,35045845,35228214,35426150,35626403,35836359,36084480,36413149,36786473,37170354,37587113,37979168,38214317,38361222,38500346,38624349,38762536,38893367,39110675,39238936,39190392,38955158,38860972,38924103,38818547,38706814,38575872,38440776,38312858,38205562,38243753,38370626,38403125,38363286,38470825,38689817,38794929,38829665,38777874,38719783,39002436,39193539,39028271,38883779,38773275,38655602,38150120,37918891,37681637,37580511,37541549
Jamaica,JAM,"Population ages 15-64, total",SP.POP.1564.TO,900674,902254,904011,905439,905305,904822,905329,905955,907575,911996,920486,933449,950691,971346,993406,1016050,1038868,1061004,1083295,1107040,1132341,1158988,1186837,1214341,1239902,1262960,1283272,1301282,1318952,1336957,1355295,1374832,1394667,1414579,1435406,1457214,1480083,1504160,1529553,1556074,1582923,1609411,1635507,1661330,1686566,1711611,1737363,1763930,1790585,1816970,1843404,1869976,1896369,1921732,1945829,1967143,1985195,2001788,2017091,2030608,2046447,2061294,2069255,2073149
Jordan,JOR,"Population ages 15-64, total",SP.POP.1564.TO,424639,442484,459501,477099,497770,524480,558610,599412,644151,688714,729647,765461,796957,826430,855584,885162,915673,948257,983695,1022755,1067207,1117699,1174156,1236123,1302484,1372941,1447716,1527010,1611504,1703170,1907878,2137092,2287469,2442312,2588262,2712054,2808653,2883792,2949796,3015788,3084286,3157107,3235335,3320485,3418202,3523769,3781378,4045881,4172331,4293390,4418413,4560805,4654758,4923839,5424961,5905533,6216745,6382875,6553683,6716939,6873279,7038442,7204554,7372741
Japan,JPN,"Population ages 15-64, total",SP.POP.1564.TO,60053275,61148030,62704611,64361205,65876369,67179113,68351308,69436531,70341723,71225977,72050500,73504812,74180126,74824671,75467094,76130123,76678450,77181774,77688063,78225554,78842378,79319130,79854053,80648759,81373643,82140767,83000864,83889691,84760122,85579289,86212055,86726853,87078505,87325791,87454486,87457274,87360338,87195854,87046199,86805399,86478606,86140893,85801645,85516887,85007810,84286399,83556704,82918195,82234517,81669561,81364210,80608631,79501672,78375939,77387735,76580356,75946619,75439583,75025904,74719384,74318579,73818755,73496437,73201968
Kazakhstan,KAZ,"Population ages 15-64, total",SP.POP.1564.TO,5423986,5538429,5699950,5881820,6078248,6284666,6495824,6710415,6929642,7141640,7346209,7556838,7774193,7990375,8202908,8415927,8628000,8842400,9063716,9084160,9068044,9216018,9359342,9499597,9635214,9767525,9955257,10197000,10433969,10616874,10729075,10816051,10857273,10829363,10698805,10531684,10384510,10221218,10061033,10044048,10179628,10322502,10457635,10583423,10699164,10812033,10928369,11050930,11179400,11323675,11469881,11586520,11672288,11741046,11800450,11856858,11921948,12001387,12095768,12199208,12301140,12387379,12499203,12635718
Kenya,KEN,"Population ages 15-64, total",SP.POP.1564.TO,3699624,3825246,3959719,4103530,4259655,4412738,4558858,4715515,4884889,5065242,5252235,5431441,5609652,5800475,5997784,6199312,6402798,6626727,6877655,7143841,7434173,7740813,8058809,8401481,8762109,9131557,9505878,9885976,10284302,10702335,11136500,11563859,11988157,12422598,12869904,13323165,13775247,14241334,14726164,15257638,15840741,16472851,17125872,17781047,18458744,19137524,19815585,20490167,21176475,21881525,22580905,23276813,23981294,24700815,25425717,26161395,26948413,27770185,28569551,29382342,30247731,31129981,32044126,33003939
Kyrgyz Republic,KGZ,"Population ages 15-64, total",SP.POP.1564.TO,1197918,1229532,1262547,1298897,1337200,1379040,1427659,1476514,1526678,1574271,1614963,1653045,1693142,1735168,1781752,1828958,1875595,1922269,1968819,2016886,2065833,2116032,2167696,2221073,2273027,2320394,2365040,2406875,2442520,2487822,2530476,2565064,2586679,2565484,2545575,2576021,2632341,2697027,2772001,2847556,2912213,2971397,3031478,3094372,3160795,3224595,3289266,3354273,3423971,3503620,3569934,3615632,3659711,3711053,3763916,3819178,3882299,3954332,4028757,4100233,4168894,4239665,4316164,4394837
Cambodia,KHM,"Population ages 15-64, total",SP.POP.1564.TO,2919082,2977809,3039005,3098910,3159693,3225164,3293032,3363374,3436332,3512196,3496201,3438774,3452712,3486833,3521372,3422494,3198577,2984695,2762838,2739139,2822997,2856277,2942160,3061286,3178901,3280491,3413451,3564322,3687205,3801459,3929504,4039623,4225461,4468544,4737778,5103768,5536934,6017793,6373810,6587453,6808864,7034435,7259409,7484038,7710894,7938426,8176624,8423174,8667357,8899813,9113312,9309124,9482786,9638441,9783707,9921018,10056734,10188450,10314771,10449686,10617910,10799732,10971024,11138783
Kiribati,KIR,"Population ages 15-64, total",SP.POP.1564.TO,24517,25046,25620,26255,26962,27712,28119,28148,28161,28518,29202,29868,30542,31250,31735,31963,32136,32254,32380,32925,33851,34772,35679,36533,37311,38089,38939,39792,40617,41427,42225,42864,43327,43788,44329,44962,45752,46716,47744,48836,50022,51356,52834,54352,55861,57367,58888,60412,61928,63465,64992,66423,67755,69042,70268,71432,72559,73618,74586,75556,76781,78152,79462,80781
St. Kitts and Nevis,KNA,"Population ages 15-64, total",SP.POP.1564.TO,27541,27208,26667,26019,25291,24496,23634,22720,21777,20819,20410,20740,21226,21663,22043,22351,22591,22763,22860,22897,22991,23194,23380,23478,23495,23452,23377,23270,23118,22929,22709,22754,23247,23916,24588,25259,25919,26562,27200,27836,28477,29080,29609,30099,30562,30992,31380,31704,31976,32222,32451,32770,33109,33366,33607,33785,33869,33868,33799,33677,33511,33350,33250,33184
"Korea, Rep.",KOR,"Population ages 15-64, total",SP.POP.1564.TO,13897126,14191441,14458259,14725484,15005534,15323279,15681093,16082715,16535957,17024350,17569487,18094964,18608353,19157133,19755609,20415205,21106180,21784950,22445140,23072617,23690768,24299200,24885785,25498556,26132831,26752904,27385613,28007219,28597516,29161899,29703306,30204532,30681216,31126641,31573033,32061011,32546391,32989532,33313686,33575861,33812395,34010144,34167612,34324216,34461353,34574720,34818893,35067244,35435085,35721550,35985989,36382446,36700392,36934964,37184656,37384508,37533180,37550935,37571156,37543009,37354839,37036120,36739762,36557801
Kuwait,KWT,"Population ages 15-64, total",SP.POP.1564.TO,187568,207476,229049,252046,276512,302447,328686,355312,383830,413225,441349,470043,501473,534797,570796,611355,660637,717194,776030,835310,892329,948552,1006708,1067030,1121354,1173511,1224421,1270837,1320069,1372056,1047126,849144,1033905,1071709,1080673,1097686,1136445,1186003,1238838,1293946,1350356,1407020,1462874,1517098,1569277,1641784,1745739,1860163,1975892,2093524,2213073,2370251,2535835,2663800,2780446,2905991,3033204,3145144,3272042,3359226,3317123,3335546,3581643,3807236
Latin America & Caribbean (excluding high income),LAC,"Population ages 15-64, total",SP.POP.1564.TO,103947257,106557244,109297806,112180746,115229609,118414467,121705499,125117649,128646855,132288022,136024689,139857047,143810589,147892333,152102515,156427476,160850450,165415791,170141279,174981572,179913374,184949619,190059399,195225042,200452308,205703835,210965841,216271769,221646320,227067826,232625825,238263692,243937706,249635979,255319668,261059230,266850234,272704074,278649611,284612509,290472795,296225824,301901503,307516172,313088806,318628591,324138453,329650300,335159756,340601000,345923637,351152446,356269119,361263005,366088101,370709030,375275939,379911389,384599541,389087932,393102999,396519177,399739869,403057016
Lao PDR,LAO,"Population ages 15-64, total",SP.POP.1564.TO,1178497,1202711,1228415,1254323,1278388,1304474,1333882,1363858,1394620,1426106,1458367,1491572,1525698,1560386,1594203,1624057,1647889,1667035,1685168,1706465,1734154,1769362,1811459,1858610,1909269,1963303,2020471,2080275,2142372,2206255,2271119,2336305,2401402,2466347,2531125,2595929,2661444,2722504,2779577,2838334,2900710,2967773,3038302,3111106,3184876,3268173,3370168,3480940,3589786,3695177,3795882,3892401,3985632,4076926,4167305,4260218,4355161,4447431,4536999,4624973,4712905,4800713,4888106,4975106
Lebanon,LBN,"Population ages 15-64, total",SP.POP.1564.TO,929235,947977,969823,994323,1020859,1051917,1088663,1125957,1164850,1205816,1245671,1287550,1331961,1376885,1421760,1463228,1491855,1523753,1569531,1615818,1663716,1712786,1751849,1786644,1829540,1875542,1931711,1989261,2037475,2084231,2128524,2177121,2232419,2287527,2342608,2401440,2464353,2528412,2593281,2659880,2726712,2792683,2852669,2914942,2987546,3060750,3138968,3224502,3300542,3363827,3410226,3456138,3556733,3904687,4315402,4363371,4191006,4016797,3842268,3668674,3588504,3607901,3636328,3663844
Liberia,LBR,"Population ages 15-64, total",SP.POP.1564.TO,638731,654001,668979,683318,697278,711904,727310,743234,759813,776985,794975,813399,832531,852892,874091,896042,918517,942589,968608,995563,1023654,1052304,1081188,1113168,1148207,1183495,1218808,1254898,1292724,1332414,1176015,1033369,1096601,1143076,1143839,1157686,1194494,1294046,1434175,1517524,1576464,1624816,1668373,1681635,1700735,1776185,1874962,1966897,2048118,2114835,2177697,2282473,2378037,2427623,2479193,2535474,2594217,2651323,2712005,2777715,2852900,2935286,3023196,3115959
Libya,LBY,"Population ages 15-64, total",SP.POP.1564.TO,777624,802657,828698,854742,878848,888129,886493,890457,902086,923125,953936,987427,1021606,1081799,1161715,1240630,1325114,1415425,1508855,1605675,1708420,1815095,1875405,1887649,1938099,2026609,2113622,2199552,2286181,2375632,2468131,2563402,2661817,2763217,2866192,2968445,3067264,3161188,3248726,3333746,3414318,3489172,3565225,3643490,3723214,3803885,3894324,3994584,4096940,4197117,4292312,4129354,3961443,4054051,4141731,4212776,4283961,4366842,4460164,4552368,4642265,4731932,4821249,4906531
St. Lucia,LCA,"Population ages 15-64, total",SP.POP.1564.TO,45442,44893,44564,44384,44304,44325,44825,45643,46229,46593,46872,47272,47876,48680,49686,50893,52269,54215,56511,58532,60171,61610,63084,64486,65806,67118,68482,69898,71946,74488,76809,78730,80415,82140,83878,85742,87774,89948,92399,94942,97243,99338,101342,103358,105405,107473,109549,111574,113438,115111,116802,118546,120155,121626,123028,124416,125708,126816,127772,128618,129333,129810,130180,130576
Latin America & Caribbean,LCN,"Population ages 15-64, total",SP.POP.1564.TO,117333551,120264378,123340948,126573038,129975626,133519980,137176260,140961032,144877199,148922950,153090663,157384266,161818161,166398108,171114969,175950919,180888444,185970410,191221362,196590764,202061254,207641767,213299242,219015774,224796037,230602258,236421508,242286913,248223072,254207416,260334106,266541243,272788552,279070591,285344778,291680216,298078714,304542367,311096483,317670997,324137823,330496199,336786193,343023361,349219847,355336500,361444320,367534216,373598916,379570215,385420835,391158530,396760835,402219516,407477836,412504425,417391009,422050719,426316946,430364260,434211982,437605392,440954618,444513277
Least developed countries: UN classification,LDC,"Population ages 15-64, total",SP.POP.1564.TO,133722233,136648464,139670243,142684340,145750095,148973606,152326091,155839454,159528358,163284743,166990984,170469931,174056071,178179979,182541150,186830663,191086169,195369023,200035496,205060633,209594639,213954116,219242051,225289540,231510390,237818876,244267574,250963249,257788087,264742370,271757428,279043293,287197644,295960248,304983404,314086330,322843161,331690535,341155965,350902220,360571382,370229238,380321665,390697406,401058267,411728659,422694006,433669572,445049066,456899018,469063928,481862496,495157933,508889592,522999144,537389453,552353984,567585542,582913977,598719036,615145239,631666914,648310842,665652674
Low income,LIC,"Population ages 15-64, total",SP.POP.1564.TO,73987585,75689286,77444271,79192060,80964523,82793154,84612397,86465264,88429052,90469631,92578318,94708248,96826069,99116964,101589045,104110593,106668263,109213796,112151529,115264042,117757160,119989780,122927906,126409467,129951421,133527407,137095574,140786743,144564718,148427055,152186855,156115961,160751499,165627114,170479850,175445789,180233869,184912402,190058107,195596906,201019731,206677847,213012006,219654734,226361220,233387882,240993050,248952241,256896895,264982989,273402837,282080445,290576130,298511945,306501220,315134390,324848424,335397844,346625911,358461036,370467115,382405142,394482458,407317533
Liechtenstein,LIE,"Population ages 15-64, total",SP.POP.1564.TO,10394,10681,11070,11521,11978,12282,12569,12957,13383,13526,13559,13873,14277,14785,15289,15626,15859,16203,16706,17192,17284,17517,18014,18272,18505,18819,19145,19415,19747,20051,20397,20742,21018,21326,21575,21797,22003,22179,22500,22885,23224,23627,23947,24215,24481,24684,24865,24984,25059,25125,25237,25381,25529,25646,25693,25744,25756,25771,25807,25865,25974,26027,26052,26098
Sri Lanka,LKA,"Population ages 15-64, total",SP.POP.1564.TO,5295752,5440037,5595535,5757380,5917118,6075122,6238049,6407395,6581817,6759490,6937340,7113024,7290388,7474140,7662986,7853381,8041975,8228524,8414177,8598558,8779617,8947017,9073703,9150058,9196073,9294483,9475716,9660961,9828277,9999380,10110728,10244773,10509289,10803029,11076102,11368339,11685316,11992099,12289244,12586487,12886460,13152853,13333182,13456484,13562847,13654483,13741707,13825022,13900287,13964263,14020983,14077405,14152032,13726220,13815727,13906585,14035299,14169601,14304583,14383450,14454887,14609304,14623326,14522387
Lower middle income,LMC,"Population ages 15-64, total",SP.POP.1564.TO,452392628,461280536,470278096,479341454,489240837,500095512,511292883,523208505,535662267,548371894,561937066,575467208,589390548,604436975,620168867,636751928,653778598,671497377,689598844,708366597,728443119,748839144,769253563,790028465,811078627,832630387,854838850,877724762,901324450,925512616,951776714,977573717,1003380112,1030008554,1057337753,1085488083,1114574081,1144610903,1175737387,1207381014,1239419276,1271570541,1302947836,1334224464,1366381233,1398687890,1431412278,1464904344,1498088113,1531273274,1564902129,1598456326,1631641292,1664407821,1697436575,1729570209,1761681014,1793670465,1824948024,1855795007,1887228353,1918353888,1948656368,1979451040
Low & middle income,LMY,"Population ages 15-64, total",SP.POP.1564.TO,1168750837,1184210451,1204329213,1226887969,1250434166,1277639413,1308389724,1341814759,1376709220,1412094762,1449772444,1487872584,1526700156,1566530967,1604278415,1641186927,1678236915,1720115546,1770617092,1823023124,1874408414,1926603099,1979308221,2033938670,2090279260,2146786022,2203559981,2259992479,2316374598,2371665750,2426061232,2479245356,2532782165,2586165106,2640696016,2697341266,2756191097,2817778899,2880763601,2943711404,3007431471,3072247857,3137796880,3203302028,3269745325,3337071156,3402189948,3463591830,3524037392,3583665848,3642729224,3701099004,3758342455,3813280459,3866612153,3917946567,3968803309,4018878324,4068431003,4117985798,4167234412,4216220370,4262776697,4311254027
Lesotho,LSO,"Population ages 15-64, total",SP.POP.1564.TO,370998,382073,393839,406841,421580,435505,449104,466761,487832,510387,534225,559075,584690,610805,637193,663694,687507,707123,725087,742970,761187,779968,799415,819541,840387,862018,888379,911154,926179,941757,958133,975327,993148,1011360,1029839,1048397,1065933,1081910,1096532,1109229,1119512,1127102,1132559,1135602,1135141,1131167,1133122,1144543,1157420,1169776,1182256,1195371,1209372,1223539,1237137,1251689,1268603,1287903,1308565,1328923,1349684,1370897,1392476,1415766
Late-demographic dividend,LTE,"Population ages 15-64, total",SP.POP.1564.TO,620022867,622830974,630613270,640936352,651628424,665322109,681708521,699764808,718366180,736973528,756951412,777147079,797495293,817421864,834117726,848822062,863045129,881082623,906699728,932866660,956902105,981016821,1004707813,1029612509,1055744822,1081501947,1106806664,1130877069,1154078064,1175420628,1193052654,1210042552,1227492451,1244053695,1261270051,1279373047,1298467227,1319427094,1340355694,1360391519,1380365393,1401034199,1422642202,1443847846,1464646384,1486023695,1505156808,1521030605,1535701859,1548672251,1559444934,1569442148,1578762433,1585881421,1591729260,1595639391,1598501625,1599763972,1599624456,1599381363,1598381567,1597103088,1597141199,1597774616
Lithuania,LTU,"Population ages 15-64, total",SP.POP.1564.TO,1804805,1823734,1841259,1857357,1875902,1894149,1911419,1928798,1942854,1954446,1972705,1996213,2017275,2040611,2068798,2100161,2131482,2160506,2187665,2210650,2231651,2256988,2285876,2315686,2343002,2368783,2394448,2418835,2432342,2448397,2462083,2459843,2449853,2431678,2412335,2392434,2372302,2353372,2337123,2325212,2316880,2305681,2295703,2284837,2263429,2229895,2198644,2178605,2161614,2140525,2089675,2034220,2004334,1981463,1959159,1931946,1895387,1855059,1827230,1817103,1815289,1818949,1843121,1873901
Luxembourg,LUX,"Population ages 15-64, total",SP.POP.1564.TO,213981,214571,216061,217286,218506,219711,220121,219835,219761,220551,221486,223995,227753,231040,234653,238039,240270,241694,242899,244367,246400,248511,250245,252082,253834,255094,256695,258635,260193,262015,264483,266968,269309,271599,273900,276468,279182,281874,284779,288156,292426,296439,299449,303443,308188,313391,319201,325022,331934,339195,346509,356014,366185,375247,384572,394409,403952,414517,422696,430966,437765,443880,452461,460329
Latvia,LVA,"Population ages 15-64, total",SP.POP.1564.TO,1425035,1440105,1456484,1475703,1496353,1513733,1525348,1536678,1548665,1558367,1566197,1574468,1583978,1597148,1612825,1626719,1638759,1650424,1661255,1667649,1672115,1680260,1692364,1704384,1715853,1729197,1744201,1761068,1776080,1782444,1779193,1762232,1725604,1685960,1655671,1632448,1617079,1606209,1600432,1599700,1594382,1581538,1569684,1559285,1545639,1531395,1517702,1504616,1485644,1454141,1417281,1385849,1362203,1338360,1314145,1292483,1270152,1249196,1232794,1218197,1203554,1190051,1185181,1182337
