Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Comoros,COM,"Population ages 15-64, total",SP.POP.1564.TO,108363,109393,110228,110815,111271,111919,112967,114697,117061,119744,122758,126080,129634,133391,137347,141449,145706,150162,154787,159583,164563,169514,174455,179587,184852,190195,195595,201031,206518,212102,217764,223148,226856,229296,232078,235284,238937,243202,248212,254476,261654,268923,276207,283309,291748,301677,311695,321939,332576,343599,354810,366068,377252,387674,397168,406398,415722,426083,437231,448183,459355,470780,482378,494294
Cabo Verde,CPV,"Population ages 15-64, total",SP.POP.1564.TO,109603,110623,112386,114655,117259,120315,123871,127868,132302,137162,142002,145388,146924,147953,149174,149755,149673,149755,150132,150920,152613,155506,158971,162452,165855,169172,172406,175561,178659,181917,186194,191271,196339,201471,206699,212011,217427,223029,228889,235081,241932,249540,257459,265394,273329,281272,289245,297255,305280,313285,320673,326538,330969,334417,336949,338553,339206,339153,338790,338333,337742,340326,345611,350221
Costa Rica,CRI,"Population ages 15-64, total",SP.POP.1564.TO,670729,694070,718641,744524,771705,799937,829433,860420,892874,926795,962217,999216,1037974,1078626,1121225,1165599,1211401,1258279,1305839,1353750,1401729,1449520,1496881,1543069,1588373,1633334,1677670,1721557,1765297,1810063,1858112,1910322,1966143,2025066,2086944,2151394,2217937,2286270,2355561,2424936,2492956,2559071,2623592,2686697,2748636,2809428,2868691,2926162,2982006,3036160,3087990,3136802,3182923,3226970,3269503,3310534,3348714,3382293,3411523,3437953,3462536,3483167,3501250,3520268
Caribbean small states,CSS,"Population ages 15-64, total",SP.POP.1564.TO,880850,896267,911233,927054,943223,959181,976441,995795,1016826,1039390,1062550,1085674,1106593,1125071,1143352,1162430,1181936,1201791,1221937,1241186,1261188,1283291,1305581,1326570,1345969,1363946,1380777,1395708,1409852,1423146,1434218,1447027,1463403,1479596,1495723,1514788,1536099,1558034,1580550,1603021,1624563,1646452,1669608,1693642,1716920,1739041,1761971,1785689,1808957,1831202,1853267,1875486,1898204,1922360,1946043,1968426,1989546,2008599,2041810,2066221,2074452,2089248,2104710,2119541
Cuba,CUB,"Population ages 15-64, total",SP.POP.1564.TO,4320144,4396010,4467388,4536049,4605576,4676837,4745972,4812614,4879802,4949738,5023721,5100036,5175813,5250540,5326816,5408501,5498739,5600011,5712809,5834067,5959862,6100616,6253348,6402721,6548814,6693029,6836216,6975768,7106176,7221925,7319685,7397825,7457915,7503196,7530220,7542560,7550334,7565348,7591883,7623150,7656408,7688002,7717735,7752158,7791020,7826719,7855386,7872566,7877447,7874454,7867466,7859319,7845827,7826823,7807223,7791137,7777246,7757600,7729237,7693973,7658594,7617514,7570129,7525565
Curacao,CUW,"Population ages 15-64, total",SP.POP.1564.TO,67758,68251,69526,70959,72373,73662,74521,75442,76813,78351,79960,82027,83058,83667,85651,87333,88771,90106,90714,91652,92926,94334,96182,97622,98702,99592,99770,99068,97656,96123,95049,94251,93700,93697,93669,93770,94331,94608,92936,89675,86103,83063,83535,85935,88114,91049,94001,96375,98016,98997,100462,102154,103120,104101,105255,106348,107195,107344,109249,109212,106531,104704,102924,101249
Cayman Islands,CYM,"Population ages 15-64, total",SP.POP.1564.TO,4781,4831,4878,4931,4998,5070,5154,5254,5361,5480,5728,6149,6636,7143,7674,8222,8775,9326,9875,10432,11035,11691,12385,13098,13827,14576,15334,16095,16854,17646,18611,19724,20856,21989,23111,24232,25353,26462,27555,28636,29690,30746,31848,32973,34124,35315,36528,37755,38984,40191,41351,42458,43565,44701,45837,46958,48067,49145,50185,51214,52256,53205,54056,54899
Cyprus,CYP,"Population ages 15-64, total",SP.POP.1564.TO,338228,343587,349310,355033,360346,365363,370322,375137,379824,384522,389274,394060,398798,403686,404145,403602,409623,418561,427323,435651,443348,450326,456615,462784,469486,476820,484645,492706,500723,508551,516212,523797,531744,541444,553253,566386,580585,595531,610917,626544,642278,657853,673066,688664,705273,722633,740413,758203,775639,792489,808588,823474,837047,849629,861302,872184,882388,892005,901063,909536,917297,924212,930479,936410
Czechia,CZE,"Population ages 15-64, total",SP.POP.1564.TO,6240716,6254493,6319174,6379708,6428615,6469190,6507476,6539895,6564756,6584782,6562844,6538225,6547346,6547954,6535302,6515678,6499243,6486821,6482716,6492512,6503151,6530318,6582395,6635678,6675615,6694350,6704222,6718577,6746394,6789989,6822129,6853093,6904572,6955927,7003190,7039893,7065162,7089185,7114102,7140046,7155737,7165376,7186468,7217895,7247292,7273740,7300466,7336987,7374049,7375746,7346579,7295754,7225163,7148839,7083356,7026788,6969569,6918187,6876667,6844943,6814879,6660022,6780422,6929136
Germany,DEU,"Population ages 15-64, total",SP.POP.1564.TO,48961004,48875567,48904067,48996025,49027873,49145172,49253859,49105706,49037363,49315873,49385918,49403042,49673022,49954582,50120326,50101533,50150085,50331802,50613515,51027666,51626675,52340071,52986317,53524579,53853384,53958016,54034199,54113351,54247174,54541753,54845248,55081480,55414133,55680261,55747142,55828044,55953020,56006824,55985323,55921441,55809834,55721421,55656966,55519404,55269541,54964326,54610222,54315128,54085629,53827193,53759044,52900807,53058157,53189381,53336851,53697948,53970091,53933149,53878496,53768633,53550233,53251922,53319453,52711564
Djibouti,DJI,"Population ages 15-64, total",SP.POP.1564.TO,45999,47931,50154,52767,55744,58838,61903,65027,68242,72088,76585,81515,87034,93107,100212,108961,119568,131790,144858,157520,168643,177774,185265,192267,200333,210686,223805,239378,256184,277749,308677,337300,335770,330796,338949,344005,354524,372018,393088,411480,427978,444974,461968,473334,480361,488444,500302,514576,528784,543438,557862,572082,586283,600694,615567,630989,647027,663589,680393,696979,713027,728375,743084,757365
Dominica,DMA,"Population ages 15-64, total",SP.POP.1564.TO,29583,29813,30008,30192,30354,30493,30614,30719,30821,30946,31310,31985,32757,33526,34280,35007,35699,36362,36987,37584,38169,38814,39508,40129,40609,40941,41132,41191,41104,40812,40302,39983,40123,40381,40596,40775,40923,41057,41160,41217,41217,41377,41817,42323,42777,43204,43629,44045,44430,44768,45029,45569,46012,46980,47994,48357,47807,46908,46827,46730,46604,46412,46191,45989
Denmark,DNK,"Population ages 15-64, total",SP.POP.1564.TO,2940197,2975770,3012155,3042421,3065823,3084952,3101785,3118481,3133646,3150065,3175844,3196916,3209933,3225488,3235785,3239032,3245044,3257879,3274989,3295405,3316739,3339176,3359940,3375083,3387614,3399138,3412497,3428901,3440645,3449395,3462553,3476947,3488926,3500462,3511175,3525949,3540462,3548113,3553256,3556911,3560588,3565640,3570270,3573708,3578007,3584505,3593207,3605340,3620199,3629102,3630980,3628621,3625314,3628209,3638617,3659047,3682112,3698112,3708367,3712914,3714181,3723590,3752146,3778269
Dominican Republic,DOM,"Population ages 15-64, total",SP.POP.1564.TO,1595340,1636287,1680047,1726961,1776141,1826841,1882386,1944405,2011220,2082745,2158794,2239021,2322985,2410246,2500222,2592287,2686289,2782268,2880164,2979844,3080635,3181778,3282717,3383175,3483747,3585071,3687195,3790303,3894846,4000399,4106397,4212369,4318045,4423741,4530560,4638696,4746902,4855094,4964560,5075301,5184344,5290225,5395087,5501833,5612229,5725383,5839326,5953276,6067184,6180433,6291564,6399766,6502679,6598985,6693665,6789516,6882932,6971606,7055140,7132677,7211256,7289686,7358479,7422561
Algeria,DZA,"Population ages 15-64, total",SP.POP.1564.TO,5865620,5908146,5933737,5962115,6008629,6067663,6163772,6305025,6463995,6633988,6806214,6980704,7163024,7357539,7568822,7827889,8120243,8401023,8691839,9011166,9356496,9728897,10127848,10553914,11005736,11480887,11970679,12453781,12934553,13417732,13901940,14382062,14832169,15282605,15765659,16274494,16809606,17368290,17945058,18537052,19133039,19719695,20293864,20854289,21403259,21934920,22449604,22963051,23482285,23993780,24480684,24935051,25351734,25707678,26016043,26317773,26624034,26925929,27220628,27529185,27862546,28230405,28637951,29075977
East Asia & Pacific (excluding high income),EAP,"Population ages 15-64, total",SP.POP.1564.TO,498004903,499967618,506099504,514356650,522508365,533287249,547060275,562534583,578806010,595115803,612628575,630357200,648401130,666041912,680519378,693050115,705099112,721237442,745087023,770149883,793298547,816265869,838928185,863262154,888994306,914263255,939014768,962674881,985683131,1006844950,1025192113,1042969658,1060826844,1078111463,1096045875,1114799084,1134517731,1155971596,1176816637,1196231373,1215784356,1236126290,1257713731,1279178303,1300378863,1322200626,1341486156,1357230409,1371561219,1384509116,1396383956,1407756980,1418704711,1428048543,1435771151,1442150731,1447600333,1451454677,1453945596,1456449026,1458754040,1461556068,1464186175,1467511655
Early-demographic dividend,EAR,"Population ages 15-64, total",SP.POP.1564.TO,535494148,546665291,558015800,569501193,581860373,594937565,608381153,622884994,638093728,653736433,670354090,687037805,704189864,722629680,741889969,762091414,782923052,804444303,826356683,849233314,873489970,899198734,925681710,952229229,979089539,1006328061,1034218717,1062815149,1092074105,1121847688,1153811810,1185408534,1216286410,1247073435,1277524685,1309455220,1344052799,1379810213,1416396728,1453481510,1490984662,1528637079,1565262731,1601879894,1639737504,1677619590,1715885910,1754314545,1792129616,1829807214,1867443345,1905379147,1942310723,1978691191,2013775221,2049179122,2083942143,2117278233,2149579953,2182058057,2215591657,2246800128,2279640121,2312920912
East Asia & Pacific,EAS,"Population ages 15-64, total",SP.POP.1564.TO,588210638,591878793,600232085,610775437,621436456,634596343,650498313,667679203,685664483,704163964,723890807,744417682,764282191,783711822,800152785,814670992,828613185,846600394,872265066,899236084,924279911,949046741,973506683,999828861,1027471542,1054645836,1081385194,1107094817,1132115499,1155224726,1175282989,1194680542,1213843540,1232299751,1251378174,1271208565,1292058355,1314344589,1335943214,1355895624,1375862399,1396549893,1418377031,1440063776,1461370476,1483098098,1502499075,1518562341,1533345363,1546645247,1559019411,1570505114,1581158643,1589978726,1597243762,1603291460,1608521774,1612071011,1614321431,1616636297,1618285460,1619680541,1621536005,1625116088
Europe & Central Asia (excluding high income),ECA,"Population ages 15-64, total",SP.POP.1564.TO,77357903,78307354,79483434,80792545,82272011,83780953,85336254,86963538,88583619,90296641,92005016,93793927,95665038,97566332,99501631,101457215,103449536,105442376,107448498,109185547,110953615,112879519,114890739,116894279,118811391,120724412,122655650,124572792,126402972,128129297,129665536,130868693,131977380,132761396,133377280,134197762,135369384,136521999,137761144,139233525,140960952,142643410,144222257,145671423,147056181,148406055,149841520,150928344,152707994,154634324,156532757,158289993,159725097,161050440,162227141,163175251,164043697,164807042,165590937,166298820,166675136,167030993,165608014,164089997
Europe & Central Asia,ECS,"Population ages 15-64, total",SP.POP.1564.TO,424161110,426963544,431171610,435819791,440718063,445530436,449741236,453916197,457953013,462326501,466612203,470935172,475622610,480362682,484980819,489466026,494088155,498567607,503063721,507425493,512197215,517803455,523643719,529268597,534383641,538699679,542589507,546369034,549779256,553022324,555770542,558208642,560393639,562196816,563629479,565476652,567761648,569991056,572715014,575844263,578798864,581579129,584295186,586995471,589528379,591919227,594361124,596818806,600051397,602892714,605246134,605880655,606305188,606700603,606785091,606544368,606344915,605795699,605407211,604742048,603693322,601654146,600033098,598024808
Ecuador,ECU,"Population ages 15-64, total",SP.POP.1564.TO,2364466,2425850,2490890,2562351,2641293,2724585,2810593,2899946,2992753,3089078,3188810,3292182,3399610,3511071,3626352,3745513,3868595,3995651,4127068,4263324,4405234,4552336,4704216,4861894,5024655,5191024,5359583,5529632,5699437,5867046,6032275,6191932,6349225,6504167,6655193,6807346,6961149,7116029,7274427,7437055,7601292,7768150,7939876,8117631,8300791,8488797,8682335,8880156,9078513,9275244,9471852,9670396,9869002,10064515,10259770,10461133,10674238,10901179,11151092,11398100,11588191,11732836,11876572,12029112
"Egypt, Arab Rep.",EGY,"Population ages 15-64, total",SP.POP.1564.TO,14534172,14886288,15290568,15717662,16144612,16573736,17016993,17475716,17950424,18437337,18922026,19398000,19876690,20362448,20856344,21363251,21862432,22373551,22919405,23483436,24087717,24734223,25421615,26181466,26991433,27813732,28619456,29429058,30278505,31153556,32220402,33291476,34253086,35252075,36239584,37262275,38311885,39394589,40586527,41857050,43144102,44451543,45772736,47125759,48487961,49822353,51086252,52259233,53362807,54430137,55464540,56612518,57849354,59117380,60373573,61488242,62613958,63803126,65041698,66321975,67594654,68867963,70183982,71693890
Euro area,EMU,"Population ages 15-64, total",SP.POP.1564.TO,174867656,175723759,176909868,178231064,179413220,180446880,181316982,181966219,182668935,183610621,184386908,185246030,186493999,187817848,189106504,190360999,191683285,193036127,194504613,196213821,198298311,200722136,203034832,205260842,207157388,208425511,209399542,210363750,211312414,212407912,213480714,214477361,215459517,216257186,216630228,217074847,217692961,218098997,218420602,218723158,219035641,219379723,220141172,221133344,222088766,222844582,223473818,224378835,225185109,225381064,225428851,224392004,224058760,223911241,223730985,223571881,223488145,223186052,223040470,222674302,222416759,221920710,222294881,222393160
Eritrea,ERI,"Population ages 15-64, total",SP.POP.1564.TO,542099,555747,569786,583478,597007,609709,621222,633177,645909,659217,673066,687344,702038,717732,734504,751716,769852,789237,809429,830336,852157,874923,898409,921267,943053,964416,985981,1008176,1030861,1052501,1071751,1009846,942983,975902,1008071,1085256,1151453,1145401,1144351,1149485,1159365,1198055,1251615,1322307,1394310,1428590,1444665,1459556,1504808,1549740,1583599,1618318,1643342,1666676,1675141,1675818,1686006,1703906,1738767,1780204,1826862,1880308,1932573,1984078
Spain,ESP,"Population ages 15-64, total",SP.POP.1564.TO,19611472,19753040,19889002,20052973,20231098,20365655,20471134,20644057,20843321,20979914,21144703,21348945,21560728,21787345,22043121,22301512,22534179,22770593,23022961,23299492,23574707,23873263,24181552,24454170,24716874,24961623,25175715,25371577,25556127,25733928,25911246,26132859,26405143,26672546,26917366,27139001,27326390,27480876,27611921,27730283,27844278,27994566,28383662,28957946,29556324,30098145,30599050,31194202,31649091,31788139,31758916,31701991,31564082,31271346,30999538,30867911,30825612,30838478,30948278,31188828,31375425,31426383,31624227,31951994
Estonia,EST,"Population ages 15-64, total",SP.POP.1564.TO,801513,807701,818247,830221,843422,855924,866481,874453,881949,890537,899994,909885,918648,927136,935712,943773,950838,957358,963099,967618,973108,980940,989957,998105,1006306,1015917,1024884,1032379,1037091,1038717,1037621,1031496,1011454,984215,962572,945131,931738,922618,917427,929101,941227,937812,933907,930167,926549,922211,915312,908643,904816,901221,896398,889325,880199,870706,861726,856289,850825,846512,845545,844816,842406,840945,851614,864892
Ethiopia,ETH,"Population ages 15-64, total",SP.POP.1564.TO,11744951,12054141,12376842,12698123,13012907,13307222,13576893,13854059,14146863,14447296,14754708,15056071,15355046,15678586,16029385,16380311,16739106,17005414,17250063,17466780,17524984,17934692,18625540,19188577,19775719,20408130,21065937,21795763,22627855,23470789,24304734,25388811,26470493,27335729,28218730,29114955,29997343,30842221,31674173,32545799,33460764,34441806,35520384,36670504,37874733,39129986,40452760,41875822,43385074,44973235,46669637,48473710,50357819,52284237,54265594,56309619,58423767,60594095,62759279,64929893,67164933,69425521,71681922,73950174
European Union,EUU,"Population ages 15-64, total",SP.POP.1564.TO,230756376,232036483,233823665,235843808,237783451,239510988,241083225,242487360,243835035,245390637,246728789,248076208,249806436,251537375,253160303,254694930,256242074,257747175,259346419,261182064,263467110,266248013,269123232,272052142,274491075,276060818,277257876,278435046,279586883,280820949,282036453,283163203,284295150,285351301,285997462,286677508,287480639,288058315,288559565,289059870,289332909,289655851,290314958,291439448,292534744,293390412,294087633,294905956,295559114,295673807,295448873,294084637,293350892,292787712,292150376,291507926,290929168,290141322,289503203,288644814,287866037,286238205,286293137,286204469
Fragile and conflict affected situations,FCS,"Population ages 15-64, total",SP.POP.1564.TO,139200680,141748375,144475290,147241593,150134516,153081153,156075684,159202850,162390168,165663934,169041816,172492613,175977511,179644444,183542519,187550032,191603832,195680302,200188459,204913825,209353942,213658953,218334183,223253051,228359071,233728050,239104245,244543130,250069928,255864080,262735524,269023764,276100920,283619475,292021098,300506310,307694959,314700530,322555307,330930636,339190055,347613809,356587252,365811941,375116806,384732578,394649858,404742902,415241937,426198808,437487182,448877384,460292590,471749460,483005046,494222468,506174139,518670765,531507861,544922084,559108202,573731134,586905697,601116214
Finland,FIN,"Population ages 15-64, total",SP.POP.1564.TO,2759324,2800972,2847588,2893330,2930172,2957856,2983740,3013799,3041493,3050845,3050794,3070268,3103930,3132853,3156661,3174377,3185662,3195257,3207459,3221009,3236583,3257579,3282024,3304884,3325779,3338668,3342982,3345458,3344836,3346827,3355776,3369922,3384988,3396198,3403877,3409669,3416570,3427042,3441612,3455434,3464427,3471851,3478429,3483679,3488846,3499375,3507356,3518924,3536941,3547931,3549654,3539660,3524902,3508376,3491652,3475882,3463591,3451187,3437018,3426847,3419966,3417184,3419799,3433386
Fiji,FJI,"Population ages 15-64, total",SP.POP.1564.TO,203130,209821,216980,224524,232357,240234,248124,255640,262759,270036,277532,285266,293222,301344,309595,317979,326818,336946,348025,359059,369845,380424,390836,401116,411401,421675,430969,437640,442418,446889,451474,456450,461648,466983,472494,478143,484713,493595,503872,513947,523418,532145,540420,548336,555937,563334,570536,577196,582349,586143,589473,592431,594789,596390,597546,598549,599454,599949,599983,599779,601201,604005,607631,612446
France,FRA,"Population ages 15-64, total",SP.POP.1564.TO,29388216,29659022,30028477,30405270,30759391,31072421,31338834,31575440,31813325,32089832,32405229,32717839,33010830,33299561,33575437,33804771,34045606,34308737,34558832,34833338,35207425,35708106,36134689,36594358,37014173,37306338,37509980,37748789,37997989,38225189,38381939,38479049,38590906,38708514,38812730,38925506,39049382,39174737,39284010,39425511,39636853,39891979,40175561,40480266,40790586,41105162,41418236,41672765,41838852,41950509,42063238,42080334,42009216,41991986,41953031,41861133,41790756,41755557,41758655,41764187,41786545,41861755,41922083,41973641
Faroe Islands,FRO,"Population ages 15-64, total",SP.POP.1564.TO,20206,20533,20845,21152,21459,21764,22041,22263,22450,22624,22842,23171,23538,23888,24225,24548,24872,25231,25662,26135,26609,27099,27596,28069,28505,28960,29309,29752,30237,30651,30434,30082,29808,29136,27920,27231,27254,27618,27951,28261,28690,29319,29827,30340,30709,30845,30924,30959,30975,31020,30873,30726,30453,30272,30168,30339,30632,30983,31442,31925,32364,32810,33328,33843
"Micronesia, Fed. Sts.",FSM,"Population ages 15-64, total",SP.POP.1564.TO,22100,22734,23389,23991,24624,25374,26164,26943,27709,28514,29357,30111,30780,31495,32254,33096,34024,34983,36007,37114,38271,39476,40730,42039,43410,44851,46365,47943,49276,50364,51518,52759,54275,55997,57589,58840,59828,60756,61633,62468,63278,63989,64496,64807,65034,65235,65385,65502,65557,65525,65675,65989,66316,66711,67107,67494,67805,68064,68341,68550,68989,69456,69692,69988
Gabon,GAB,"Population ages 15-64, total",SP.POP.1564.TO,311524,313093,314860,316653,318563,320909,323593,326457,329526,333967,339471,344589,349459,354425,359780,365614,371940,378741,385975,393601,401637,410129,419069,428451,438328,448758,459802,471492,483799,496680,510180,524393,539357,555097,571644,589129,607681,627253,647808,669371,692041,715946,741202,767876,796108,826205,858330,892435,928299,965777,1004904,1045677,1087938,1131058,1173184,1212371,1247995,1280646,1311941,1343202,1374686,1406600,1439363,1473380
United Kingdom,GBR,"Population ages 15-64, total",SP.POP.1564.TO,34036912,34274978,34595847,34824530,34931099,34998030,35024556,35030417,35012307,34986717,34979813,35011301,35052772,35088175,35126591,35196254,35320241,35474578,35643604,35843857,36057895,36258828,36472869,36735220,36975343,37111982,37196936,37279073,37237881,37173510,37200072,37207327,37202123,37225516,37303345,37429998,37570785,37717697,37892939,38111259,38383591,38670049,38932373,39149801,39409779,39782765,40189220,40568941,40879069,41122549,41364955,41540721,41571691,41599916,41720930,41901908,42079054,42215539,42330231,42454356,42548204,42525876,43006900,43301590
Georgia,GEO,"Population ages 15-64, total",SP.POP.1564.TO,2326817,2348005,2373907,2404072,2436192,2469748,2489989,2495249,2502023,2515588,2544002,2586145,2629898,2671026,2712751,2751746,2789847,2826632,2859668,2895219,2931429,2964699,2997865,3028576,3054326,3079583,3105233,3128776,3156581,3159829,3148315,3155294,3164671,3174352,3114923,2995005,2888078,2800898,2740067,2696046,2657965,2629733,2615886,2601688,2589720,2582162,2577658,2577222,2584306,2574341,2563390,2544604,2521938,2505209,2490802,2474924,2456321,2438108,2419867,2399220,2386714,2367495,2365454,2364598
Ghana,GHA,"Population ages 15-64, total",SP.POP.1564.TO,3597123,3660315,3703173,3752850,3812045,3879899,3953955,4033755,4118898,4211864,4320791,4446884,4585664,4735828,4894430,5059045,5244681,5453486,5670297,5890618,6108900,6326449,6550709,6784019,6977926,7125712,7270080,7425371,7606406,7809294,8024094,8237753,8461450,8706801,8966368,9224852,9479543,9761513,10073623,10392344,10720105,11078872,11463658,11850165,12238992,12631967,13028937,13435177,13846765,14256288,14651208,15036184,15427457,15826833,16234062,16653586,17094576,17548669,17998604,18446623,18911651,19386766,19859447,20336698
Gibraltar,GIB,"Population ages 15-64, total",SP.POP.1564.TO,14359,14478,14696,15023,15390,15741,16072,16421,16786,17140,17450,17626,17726,17847,17974,18128,18284,18401,18512,18639,18772,18888,18907,18827,18728,18638,18540,18432,18316,18211,18118,18026,18012,18052,18067,18088,18131,18169,18180,18186,18204,18232,18367,18602,18842,19096,19417,19800,20167,20476,20660,20806,20971,21123,21276,21416,21654,22014,22412,22855,23337,23812,24312,24905
Guinea,GIN,"Population ages 15-64, total",SP.POP.1564.TO,1991559,2024409,2059077,2095539,2132634,2171157,2211665,2253195,2295661,2338069,2378735,2416705,2452011,2485227,2516615,2546172,2574343,2601995,2630662,2662357,2698739,2740674,2788256,2840876,2898854,2963167,3033787,3109764,3189129,3268697,3379176,3512734,3620628,3726456,3833118,3936180,4044859,4105156,4158108,4242755,4311662,4337185,4388287,4498691,4605211,4702669,4810551,4941945,5086455,5236689,5392477,5556182,5724837,5895346,6072480,6259258,6451916,6646624,6846377,7056415,7275388,7499521,7730217,7968529
"Gambia, The",GMB,"Population ages 15-64, total",SP.POP.1564.TO,224173,231016,237752,243989,249567,255201,261296,267801,274749,282011,289574,297445,305638,314156,322046,329349,337097,345324,354011,363206,372922,382868,393335,404664,418350,434494,451598,469722,488907,509185,530541,552945,575535,596602,614941,631796,649183,667580,687091,707815,729637,752481,776370,801536,828185,856420,886348,917728,950260,983831,1018120,1052830,1088038,1124003,1160710,1197558,1234441,1271655,1309339,1347833,1388425,1431095,1474468,1518652
Guinea-Bissau,GNB,"Population ages 15-64, total",SP.POP.1564.TO,341394,342618,342943,341633,331151,315059,305216,305315,311959,313561,314789,315374,314960,319900,330974,347941,364879,381845,399167,411185,416356,420319,424461,428956,434029,439812,446316,453523,461398,469888,478875,491521,509247,528798,547605,564192,579123,593634,608112,623004,639094,656359,674357,693041,712505,732458,752983,774624,797269,820894,845560,871139,897611,924896,952827,981419,1010674,1040718,1071741,1103643,1136273,1169653,1204467,1240648
Equatorial Guinea,GNQ,"Population ages 15-64, total",SP.POP.1564.TO,150904,153108,155510,158098,161294,165123,169158,173347,177451,179278,177808,174614,170622,166269,161797,157405,153008,150090,149465,150800,155125,162553,172277,185269,199998,213161,224335,233752,242196,250376,258579,266980,275717,284886,294705,305380,316972,329505,342966,357647,379340,408409,439631,472748,507413,538932,567165,596591,627387,659599,693012,725130,755735,786819,817991,849230,880685,912391,944790,978281,1006228,1031420,1059662,1088063
Greece,GRC,"Population ages 15-64, total",SP.POP.1564.TO,5509628,5552391,5588658,5618647,5647515,5647318,5653327,5693036,5715668,5711936,5682735,5673391,5706355,5727155,5742663,5798360,5887225,5953701,6021064,6101177,6155097,6202299,6267168,6343144,6418393,6482704,6539185,6598293,6659725,6732342,6827490,6913886,6968313,7012359,7051438,7092061,7131857,7173462,7215577,7238785,7256308,7277444,7287387,7294428,7307143,7325957,7348610,7369494,7383804,7384284,7363315,7312033,7227890,7132678,7049097,6972557,6914252,6874783,6840585,6816454,6786793,6673223,6567260,6548256
Grenada,GRD,"Population ages 15-64, total",SP.POP.1564.TO,45900,46622,47240,47733,48276,48334,47952,47850,47964,48301,48844,49446,49993,50495,50934,51289,51538,51672,51692,51572,51283,51490,52557,53810,54935,55991,56985,57904,58721,59418,59992,60433,60739,60940,61079,61188,61330,61572,61924,62388,62960,63918,65274,66679,68031,69301,70476,71538,72483,73322,74047,74729,75443,76154,76831,77484,77976,78312,78625,78905,79244,79586,79803,79947
Greenland,GRL,"Population ages 15-64, total",SP.POP.1564.TO,17576,18091,18668,19268,19734,20380,21042,21973,22986,24010,25050,25816,26897,27849,28779,29573,30483,31128,31726,32654,33719,34943,35912,36846,37634,38181,38432,38776,39091,39211,39120,38718,38278,37930,37873,37901,37901,37936,38000,38047,38221,38475,38832,39118,39394,39583,39642,39641,39598,39685,40209,40323,40355,40181,40073,39938,39960,39894,39696,39689,39616,39641,39446,39281
Guatemala,GTM,"Population ages 15-64, total",SP.POP.1564.TO,2078328,2136616,2198890,2265500,2335979,2408452,2482143,2557813,2634963,2711580,2787738,2862556,2937080,3012369,3090613,3170792,3243366,3317601,3400440,3485245,3571422,3657183,3732333,3814131,3917623,4028125,4140054,4253513,4371489,4494363,4623196,4752807,4885323,5024623,5167642,5315050,5466857,5624732,5792647,5965676,6132001,6299353,6479767,6672397,6876432,7087426,7304697,7530629,7761736,7996940,8239254,8489029,8742692,8996435,9246999,9492954,9744356,9997146,10235556,10464224,10700827,10938770,11182780,11441759
Guam,GUM,"Population ages 15-64, total",SP.POP.1564.TO,40412,41003,41949,43155,44525,45949,47321,48587,49769,50908,52104,53476,55036,56744,58562,60413,62208,63938,65649,67334,69107,71072,73187,75442,77872,80457,83032,85499,87826,89931,91498,92614,93710,94855,96063,97305,98526,99757,101007,102261,103256,103871,104376,104892,105477,106149,106872,107620,108334,108943,109354,109495,109393,109079,108562,107849,106960,105912,104718,103404,102810,102971,103025,103006
Guyana,GUY,"Population ages 15-64, total",SP.POP.1564.TO,283150,288050,292497,297448,302979,309198,316162,323862,332281,341375,349753,356815,363535,370268,377048,383810,390578,397277,403866,410290,415910,421232,426716,431701,436076,439699,442444,444210,444939,444679,443605,443817,446197,448916,451198,452967,454200,454952,455349,455534,455604,455622,455929,457136,459033,461123,463599,466285,468831,471223,473361,475034,477709,481618,485351,488772,491800,494403,512990,524553,521085,525807,528925,530495
High income,HIC,"Population ages 15-64, total",SP.POP.1564.TO,568433990,573849427,581399273,589412815,597723744,605684140,612857242,619734805,626511226,634069256,641862570,650749621,658761470,666842992,674948608,682997607,690996016,698767787,706404906,714211825,722013704,730215152,738352796,746305113,753683525,760402650,766813102,772963431,778604544,784183714,789199782,794720211,800281024,805605632,810757550,816214816,822037510,827819140,833964610,840121606,845813891,851243206,856575710,861895426,867221097,872354448,877917643,884002420,890088521,895103970,898518350,900687614,902507519,904174284,905274956,907051056,908816516,908883375,908049237,907432083,908321103,903905330,905845874,908675967
"Hong Kong SAR, China",HKG,"Population ages 15-64, total",SP.POP.1564.TO,1765298,1741743,1711478,1642760,1878075,2126133,2138237,1988017,1863599,2071579,2272031,2415201,2508271,2621081,2748511,2845383,2924594,3010071,3109498,3327088,3451997,3555216,3621207,3684990,3729045,3774970,3829856,3880522,3925817,3978910,4002738,4046107,4089802,4170397,4276563,4374042,4582030,4627765,4675439,4733098,4792701,4841695,4871272,4874505,4934139,4983599,5044570,5110837,5158539,5184872,5238149,5280560,5325907,5319217,5321597,5328218,5319770,5313933,5308038,5297912,5229038,5127085,5025056,5098603
